,index,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,state,candidate_donor_weight
1391,3633,"['S0DE00092', 'S0NH00219', 'S8OR00207']",C00555391,S,Senate,[2014],J,Joint fundraising committee,T,2014-01-24,2014-01-24,2014-10-23,DC,0.3333333333333333
1392,3634,['H8KS04161'],C00632497,H,House,[2018],P,Principal campaign committee,T,2017-02-06,2017-02-06,2017-10-18,KS,1.0
1393,3635,['H8NJ11191'],C00660217,H,House,[2018],P,Principal campaign committee,T,2017-11-09,2017-11-09,2018-10-18,NJ,1.0
1394,3636,"['H0NC02059', 'H4NC06011']",C00525022,H,House,"[2012, 2014]",J,Joint fundraising committee,T,2012-07-12,2012-07-17,2013-04-14,NC,0.5
1395,3637,['H2MD06237'],C00516765,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2012-03-23,2012-03-23,2017-05-12,MD,1.0
1396,3638,['H4KY06148'],C00607242,H,House,[2016],P,Principal campaign committee,T,2016-01-28,2016-01-28,2016-04-01,KY,1.0
1397,3639,['H4KY06148'],C00547273,H,House,[2014],P,Principal campaign committee,T,2013-07-22,2013-07-22,2014-01-28,KY,1.0
1398,3643,"['S0CO00211', 'S0CT00177', 'S2WA00189']",C00589598,S,Senate,[2016],J,Joint fundraising committee,T,2015-10-14,2016-02-02,2016-03-07,VA,0.3333333333333333
1399,3646,['H2OR01216'],C00638437,H,House,[2018],P,Principal campaign committee,A,2017-04-24,2017-04-24,2018-08-15,OR,1.0
1400,3647,['P20003372'],C00501593,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-08-25,2011-08-25,2015-09-11,UT,1.0
1401,3649,['H8CO06138'],C00497180,H,House,"[2012, 2014, 2016]",A,Authorized by a candidate,T,2011-06-06,2014-08-22,2015-02-13,CO,1.0
1402,3650,['H8CO06138'],C00570457,H,House,"[2014, 2016, 2018]",A,Authorized by a candidate,T,2014-11-12,2016-11-29,2017-03-15,CO,1.0
1403,3651,['H8CO06138'],C00629287,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-11-29,2018-08-03,2018-11-02,CO,1.0
1404,3652,['H8CO06138'],C00563379,N,PAC - Nonqualified,"[2014, 2016]",J,Joint fundraising committee,T,2014-05-15,2014-05-15,2016-04-18,VA,1.0
1405,3655,['H8PA04025'],C00543686,H,House,[2014],P,Principal campaign committee,T,2013-04-15,2013-04-15,2013-08-14,PA,1.0
1406,3657,['H4FL15155'],C00548537,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,T,2013-08-23,2013-12-11,2017-05-01,FL,1.0
1407,3661,['H4CA09069'],C00543751,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-04-11,2015-01-30,2018-04-26,CA,1.0
1408,3663,['H4NJ02157'],C00608968,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-02-11,2016-02-11,2018-03-26,NJ,1.0
1409,3664,['H4NJ02157'],C00557108,H,House,[2014],P,Principal campaign committee,T,2014-02-11,2014-02-11,2014-09-15,NJ,1.0
1410,3665,['H6IN02155'],C00597641,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-12-16,2015-12-16,2018-10-12,IN,1.0
1411,3666,['S0AR00036'],C00592766,S,Senate,[2016],P,Principal campaign committee,T,2015-11-24,2015-11-24,2016-04-21,AR,1.0
1412,3668,['H8MI13318'],C00665869,H,House,[2018],P,Principal campaign committee,Q,2018-01-12,2018-01-12,2018-10-31,MI,1.0
1413,3669,['H8TX32098'],C00637868,H,House,[2018],P,Principal campaign committee,Q,2017-04-18,2018-10-15,2018-11-02,TX,1.0
1414,3671,['P60018132'],C00592782,P,Presidential,"[2016, 2018]",P,Principal campaign committee,T,2015-11-25,2016-02-01,2017-09-07,OR,1.0
1415,3672,['S4VT00033'],C00555615,O,Super PAC (Independent Expenditure-Only),"[2014, 2016]",U,Unauthorized,T,2014-01-28,2015-06-15,2015-09-18,VT,1.0
1416,3673,['H6NY24177'],C00588483,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-10-01,2016-08-04,2017-11-28,DC,1.0
1417,3674,['H8TN08116'],C00681957,H,House,[2018],P,Principal campaign committee,T,2018-06-28,2018-06-28,2018-10-12,TN,1.0
1418,3680,['H6TX06153'],C00587220,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-09-19,2015-09-19,2018-04-26,TX,1.0
1419,3684,['H8CA43168'],C00669705,H,House,[2018],P,Principal campaign committee,Q,2018-02-05,2018-02-05,2018-02-05,CA,1.0
1420,3686,['H4GA10071'],C00544684,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-05-09,2013-05-09,2018-10-11,GA,1.0
1421,3687,['H8NY29032'],C00520379,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-05-01,2016-10-14,2018-11-02,NY,1.0
1422,3688,['H2GA09150'],C00502039,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-09-06,2018-04-09,2018-11-02,GA,1.0
1423,3691,['S6ME00159'],C00548909,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2013-08-28,2013-08-28,2013-11-06,VA,1.0
1424,3692,['H8NY29032'],C00562355,N,PAC - Nonqualified,"[2014, 2016, 2018]",J,Joint fundraising committee,Q,2014-04-29,2017-10-02,2018-10-25,MD,1.0
1425,3693,['H6OR05143'],C00592055,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-11-14,2016-04-04,2017-04-17,OR,1.0
1426,3697,['H8IL12087'],C00633990,H,House,[2018],P,Principal campaign committee,T,2017-02-27,2017-04-10,2017-07-20,IL,1.0
1427,3698,['H4AR02166'],C00552273,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-11-22,2013-11-22,2015-02-04,AR,1.0
1428,3699,['S2FL00201'],C00493056,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2011-02-08,2011-10-14,2013-08-22,FL,1.0
1429,3700,['H8CO06237'],C00637678,H,House,[2018],P,Principal campaign committee,T,2017-04-14,2017-09-01,2018-10-14,CO,1.0
1430,3704,['H4CO06087'],C00547075,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2013-07-12,2013-07-12,2014-09-18,CO,1.0
1431,3710,"['H2CO07121', 'H6CO03139', 'H8CO06138']",C00522250,N,PAC - Nonqualified,[2012],J,Joint fundraising committee,T,2012-05-30,2012-05-30,2012-12-17,VA,0.3333333333333333
1432,3720,"['S4GA11277', 'S8CO00172']",C00564252,S,Senate,[2014],J,Joint fundraising committee,T,2014-06-03,2014-06-03,2014-10-23,DC,0.5
1433,3723,"['S0NH00219', 'S8CO00172']",C00541102,S,Senate,[2014],J,Joint fundraising committee,T,2013-01-29,2014-02-18,2014-10-17,DC,0.5
1434,3724,['S8NC00239'],C00562942,S,Senate,"[2014, 2016]",J,Joint fundraising committee,T,2014-05-08,2014-05-08,2015-02-02,DC,1.0
1435,3725,"['S0CO00211', 'S6OH00254']",C00614438,S,Senate,[2016],J,Joint fundraising committee,T,2016-04-08,2016-04-08,2016-10-13,DC,0.5
1436,3735,['S0CO00211'],C00585737,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,Q,2015-08-31,2017-04-28,2018-10-15,DC,1.0
1437,3736,['S8CO00172'],C00547190,N,PAC - Nonqualified,"[2014, 2016]",J,Joint fundraising committee,T,2013-07-12,2013-07-12,2015-03-16,CO,1.0
1438,3739,['S8CO00172'],C00551325,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2013-10-08,2013-11-01,2014-10-15,DC,1.0
1439,3740,['H8OH09087'],C00669689,H,House,[2018],P,Principal campaign committee,Q,2018-02-12,2018-02-12,2018-10-31,OH,1.0
1440,3742,['H2UT01201'],C00514109,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-02-29,2013-03-04,2015-12-16,UT,1.0
1441,3743,['H8AR02142'],C00652289,H,House,[2018],P,Principal campaign committee,Q,2017-08-02,2018-01-30,2018-10-14,AR,1.0
1442,3744,['H6KY01110'],C00588764,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-10-05,2017-10-13,2018-11-01,KY,1.0
1443,3745,['H8VA07110'],C00662411,H,House,[2018],P,Principal campaign committee,T,2017-12-04,2017-12-10,2018-01-04,VA,1.0
1444,3746,['H6PR01031'],C00613059,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-03-28,2016-03-28,2017-02-03,PR,1.0
1445,3747,['H4OR03119'],C00563700,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-05-22,2014-05-22,2018-04-26,OR,1.0
1446,3748,['H6MI11175'],C00587147,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-09-17,2015-09-17,2017-07-26,MI,1.0
1447,3750,['P60007978'],C00580456,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-02,2015-07-02,2018-04-26,MN,1.0
1448,3751,['P80003189'],C00493114,P,Presidential,[2012],P,Principal campaign committee,T,2011-02-14,2011-02-14,2011-09-22,OR,1.0
1449,3753,['H8LA03045'],C00656579,H,House,[2018],P,Principal campaign committee,T,2017-09-28,2018-03-27,2018-10-15,LA,1.0
1450,3754,['H6AL02159'],C00591982,H,House,[2016],P,Principal campaign committee,T,2015-11-06,2015-11-25,2016-04-27,AL,1.0
1451,3755,"['C00615021', 'H0GA04106']",C00615021,H,House,[2016],P,Principal campaign committee,T,2016-04-13,2016-04-13,2016-12-14,GA,0.5
1452,3757,['P00005884'],C00638890,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,A,2017-04-29,2017-04-29,2018-08-14,MN,1.0
1453,3767,"['S6NH00091', 'S6NV00200', 'S6OH00254', 'S6PA00266']",C00624270,S,Senate,[2016],J,Joint fundraising committee,T,2016-08-18,2016-08-18,2016-10-13,DC,0.25
1454,3768,['H8CO07094'],C00670505,H,House,[2018],P,Principal campaign committee,Q,2018-02-20,2018-02-20,2018-10-25,CO,1.0
1455,3769,"['H0NY23081', 'H2NY00036', 'H2NY00051', 'H2NY01067', 'H2NY13088', 'H2NY22139', 'H6NY03031', 'H6NY25125']",C00528141,N,PAC - Nonqualified,[2012],J,Joint fundraising committee,T,2012-08-29,2012-08-29,2012-12-17,DC,0.125
1456,3770,"['H0FL08208', 'H6MI12181']",C00571109,H,House,"[2014, 2016]",J,Joint fundraising committee,T,2014-12-18,2014-12-18,2015-02-18,MD,0.5
1457,3775,['P20004008'],C00505420,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-11-07,2011-12-02,2015-09-15,PA,1.0
1458,3776,['H6WA03184'],C00592345,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-11-18,2016-11-15,2018-10-16,WA,1.0
1459,3779,['H6AZ01231'],C00607689,H,House,[2016],P,Principal campaign committee,T,2016-02-01,2016-02-01,2016-11-30,AZ,1.0
1460,3785,['H2WA04124'],C00520726,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-04-20,2012-08-01,2013-02-07,WA,1.0
1461,3787,['P20003976'],C00505271,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-11-07,2011-11-07,2015-09-11,FL,1.0
1462,3790,['H8PA01278'],C00668186,N,PAC - Nonqualified,[2018],U,Unauthorized,T,2018-02-01,2018-05-24,2018-10-25,PA,1.0
1463,3792,['P60004934'],C00548552,P,Presidential,"[2014, 2016, 2018]",A,Authorized by a candidate,A,2013-08-24,2013-08-24,2018-04-27,MI,1.0
1464,3793,['P00006148'],C00652818,P,Presidential,[2018],P,Principal campaign committee,Q,2017-08-10,2017-08-10,2018-02-16,AZ,1.0
1465,3798,['P60021789'],C00619825,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-06-14,2016-06-14,2018-04-26,NC,1.0
1466,3800,['H4OH03089'],C00559351,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-03-13,2014-03-13,2018-10-15,OH,1.0
1467,3801,['S4AL00091'],C00569046,S,Senate,"[2014, 2016]",P,Principal campaign committee,T,2014-09-27,2014-10-15,2015-05-01,MD,1.0
1468,3804,['P60021532'],C00617936,P,Presidential,"[2016, 2018]",P,Principal campaign committee,Q,2016-05-22,2016-05-22,2016-05-22,NE,1.0
1469,3805,['H2NY10100'],C00522938,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-06-05,2014-03-04,2014-03-13,NY,1.0
1470,3806,['P60014677'],C00586081,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-09-05,2015-09-05,2018-04-26,NC,1.0
1471,3807,['P60021409'],C00616854,P,Presidential,"[2016, 2018]",A,Authorized by a candidate,A,2016-05-10,2016-05-10,2018-04-26,CA,1.0
1472,3817,['S4NC00188'],C00550426,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-10-13,2013-12-02,2018-04-26,NC,1.0
1473,3818,['H4CO00023'],C00560896,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-04-03,2014-06-12,2015-01-14,CO,1.0
1474,3819,['P60009834'],C00583633,P,Presidential,[2016],P,Principal campaign committee,T,2015-08-18,2016-01-07,2016-01-11,CT,1.0
1475,3820,['H2MA09213'],C00518720,H,House,[2012],P,Principal campaign committee,T,2012-04-11,2012-04-11,2012-11-02,MA,1.0
1476,3821,"['H8DC03014', 'H8MD03116']",C00660282,H,House,[2018],P,Principal campaign committee,T,2017-11-10,2017-11-10,2018-09-13,MD,0.5
1477,3822,['S2TX00403'],C00509323,S,Senate,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-01-05,2012-03-26,2015-11-10,TX,1.0
1478,3823,['P20004339'],C00507848,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-12-19,2012-02-02,2015-08-06,MI,1.0
