race_type,top_candidates,date
senate,"['gillibrand', 'dioguardi']",2010-09-28
senate,"['murray', 'rossi']",2010-09-28
senate,"['portman', 'fisher']",2010-09-28
senate,"['portman', 'fisher']",2010-09-28
senate,"['toomey', 'sestak']",2010-09-28
senate,"['johnson', 'feingold']",2010-09-28
senate,"['buck', 'bennet']",2010-09-28
senate,"['kirk', 'giannoulias']",2010-09-28
senate,"['raese', 'manchin']",2010-09-28
senate,"['isakson', 'thurmond']",2010-09-28
senate,"['schumer', 'townsend']",2010-09-28
senate,"['blumenthal', 'mcmahon']",2010-09-28
senate,"['portman', 'fisher']",2010-09-28
senate,"['kirk', 'giannoulias']",2010-09-28
senate,"['raese', 'manchin']",2010-09-28
senate,"['burr', 'marshall']",2010-09-29
senate,"['grassley', 'conlin']",2010-09-29
senate,"['kirk', 'giannoulias']",2010-09-29
senate,"['buck', 'bennet']",2010-09-29
senate,"['giannoulias', 'kirk']",2010-09-29
senate,"['reid', 'angle']",2010-09-29
senate,"['kirk', 'giannoulias']",2010-09-29
senate,"['giannoulias', 'kirk']",2010-09-29
senate,"['portman', 'fisher']",2010-09-29
senate,"['boxer', 'fiorina']",2010-09-29
senate,"['rubio', 'crist']",2010-09-29
senate,"['rubio', 'crist']",2010-09-29
senate,"['toomey', 'sestak']",2010-09-29
senate,"['toomey', 'sestak']",2010-09-29
senate,"['miller', 'murkowski']",2010-09-29
senate,"['boxer', 'fiorina']",2010-09-30
senate,"['ayotte', 'hodes']",2010-09-30
senate,"['johnson', 'feingold']",2010-09-30
senate,"['rossi', 'murray']",2010-09-30
senate,"['rubio', 'crist']",2010-09-30
senate,"['paul', 'conway']",2010-09-30
senate,"['toomey', 'sestak']",2010-10-01
senate,"['buck', 'bennet']",2010-10-02
senate,"['giannoulias', 'kirk']",2010-10-02
senate,"['johnson', 'feingold']",2010-10-02
senate,"['toomey', 'sestak']",2010-10-02
senate,"['giannoulias', 'kirk']",2010-10-02
senate,"['mikulski', 'wargotz']",2010-10-03
senate,"['buck', 'bennet']",2010-10-03
senate,"['blumenthal', 'mcmahon']",2010-10-04
senate,"['kirk', 'giannoulias']",2010-10-04
senate,"['mccain', 'glassman']",2010-10-04
senate,"['boxer', 'fiorina']",2010-10-04
senate,"['boozman', 'lincoln']",2010-10-04
senate,"['kirk', 'giannoulias']",2010-10-04
senate,"['rubio', 'crist']",2010-10-05
senate,"['bennet', 'buck']",2010-10-05
senate,"['buck', 'bennet']",2010-10-05
senate,"['blunt', 'carnahan']",2010-10-05
senate,"['kirk', 'giannoulias']",2010-10-05
senate,"['rubio', 'crist']",2010-10-05
senate,"['blumenthal', 'mcmahon']",2010-10-05
senate,"['raese', 'manchin']",2010-10-05
senate,"['angle', 'reid']",2010-10-05
senate,"['boxer', 'fiorina']",2010-10-05
senate,"['boxer', 'fiorina']",2010-10-05
senate,"['toomey', 'sestak']",2010-10-05
senate,"['portman', 'fisher']",2010-10-05
senate,"['blumenthal', 'mcmahon']",2010-10-05
senate,"['coats', 'ellsworth']",2010-10-05
senate,"['raese', 'manchin']",2010-10-05
senate,"['kirk', 'giannoulias']",2010-10-05
senate,"['toomey', 'sestak']",2010-10-05
senate,"['inouye', 'cavasso']",2010-10-06
senate,"['schumer', 'townsend']",2010-10-06
senate,"['schumer', 'townsend']",2010-10-06
senate,"['angle', 'reid']",2010-10-06
senate,"['blumenthal', 'mcmahon']",2010-10-06
senate,"['blumenthal', 'mcmahon']",2010-10-06
senate,"['raese', 'manchin']",2010-10-06
senate,"['portman', 'fisher']",2010-10-06
senate,"['gillibrand', 'dioguardi']",2010-10-06
senate,"['gillibrand', 'dioguardi']",2010-10-06
senate,"['blunt', 'carnahan']",2010-10-06
senate,"['coons', ""o'donnell""]",2010-10-06
senate,"['raese', 'manchin']",2010-10-06
senate,"['ayotte', 'hodes']",2010-10-07
senate,"['rubio', 'crist']",2010-10-07
senate,"['rossi', 'murray']",2010-10-07
senate,"['angle', 'reid']",2010-10-07
senate,"['blunt', 'carnahan']",2010-10-07
senate,"['portman', 'fisher']",2010-10-07
senate,"['rossi', 'murray']",2010-10-08
senate,"['gillibrand', 'dioguardi']",2010-10-08
senate,"['rubio', 'crist']",2010-10-08
senate,"['schumer', 'townsend']",2010-10-08
senate,"['schumer', 'townsend']",2010-10-09
senate,"['paul', 'conway']",2010-10-09
senate,"['gillibrand', 'dioguardi']",2010-10-09
senate,"['isakson', 'thurmond']",2010-10-10
senate,"['ayotte', 'hodes']",2010-10-11
senate,"['rossi', 'murray']",2010-10-12
senate,"['johnson', 'feingold']",2010-10-12
senate,"['johnson', 'feingold']",2010-10-12
senate,"['reid', 'angle']",2010-10-12
senate,"['angle', 'reid']",2010-10-12
senate,"['manchin', 'raese']",2010-10-12
senate,"['blumenthal', 'mcmahon']",2010-10-12
senate,"['rubio', 'crist']",2010-10-12
senate,"['coons', ""o'donnell""]",2010-10-12
senate,"['mccain', 'glassman']",2010-10-12
senate,"['wyden', 'huffman']",2010-10-12
senate,"['miller', 'murkowski']",2010-10-12
senate,"['giannoulias', 'kirk']",2010-10-12
senate,"['portman', 'fisher']",2010-10-12
senate,"['coons', ""o'donnell""]",2010-10-12
senate,"['vitter', 'melancon']",2010-10-12
senate,"['coons', ""o'donnell""]",2010-10-12
senate,"['coons', ""o'donnell""]",2010-10-13
senate,"['coons', ""o'donnell""]",2010-10-13
senate,"['reid', 'angle']",2010-10-13
senate,"['giannoulias', 'kirk']",2010-10-13
senate,"['raese', 'manchin']",2010-10-13
senate,"['manchin', 'raese']",2010-10-13
senate,"['angle', 'reid']",2010-10-13
senate,"['rubio', 'crist']",2010-10-13
senate,"['rubio', 'crist']",2010-10-13
senate,"['johnson', 'feingold']",2010-10-13
senate,"['murray', 'rossi']",2010-10-13
senate,"['portman', 'fisher']",2010-10-13
senate,"['murray', 'rossi']",2010-10-13
senate,"['demint', 'greene']",2010-10-13
senate,"['coburn', 'rogers']",2010-10-13
senate,"['burr', 'marshall']",2010-10-13
senate,"['toomey', 'sestak']",2010-10-14
senate,"['ayotte', 'hodes']",2010-10-14
senate,"['murray', 'rossi']",2010-10-14
senate,"['miller', 'murkowski']",2010-10-14
senate,"['blumenthal', 'mcmahon']",2010-10-14
senate,"['boxer', 'fiorina']",2010-10-14
senate,"['angle', 'reid']",2010-10-14
senate,"['moran', 'johnston']",2010-10-14
senate,"['gillibrand', 'dioguardi']",2010-10-15
senate,"['blumenthal', 'mcmahon']",2010-10-15
senate,"['coons', ""o'donnell""]",2010-10-15
senate,"['boxer', 'fiorina']",2010-10-15
senate,"['murray', 'rossi']",2010-10-15
senate,"['portman', 'fisher']",2010-10-15
senate,"['leahy', 'britton']",2010-10-15
senate,"['schumer', 'townsend']",2010-10-15
senate,"['manchin', 'raese']",2010-10-15
senate,"['lee', 'granato']",2010-10-15
senate,"['wyden', 'huffman']",2010-10-16
senate,"['buck', 'bennet']",2010-10-16
senate,"['inouye', 'cavasso']",2010-10-17
senate,"['angle', 'reid']",2010-10-18
senate,"['murray', 'rossi']",2010-10-18
senate,"['lee', 'granato']",2010-10-18
senate,"['stabenow', 'james']",2011-01-25
senate,"['stabenow', 'pensler']",2011-01-25
senate,"['nelson', 'scott']",2011-02-07
senate,"['feinstein', 'de leon']",2011-02-08
senate,"['nelson', 'scott']",2011-02-08
senate,"['cruz', 'jacobson']",2011-02-19
senate,"[""o'rourke"", 'hernandez']",2011-02-19
senate,"['wicker', 'mcdaniel']",2011-02-20
senate,"['romney', 'wilson']",2011-02-20
senate,"['nelson', 'scott']",2011-02-20
senate,"['heitkamp', 'cramer']",2011-02-27
senate,"['nelson', 'scott']",2011-02-27
senate,"['mccaskill', 'akin']",2011-03-08
senate,"['mccaskill', 'martin']",2011-03-08
senate,"['mccaskill', 'steelman']",2011-03-08
senate,"['brown', 'warren']",2011-03-14
senate,"['brown', 'capuano']",2011-03-14
senate,"['tester', 'rehberg']",2011-03-21
senate,"['stabenow', 'hoekstra']",2011-03-23
senate,"['stabenow', 'hekman']",2011-03-23
senate,"['nelson', 'lemieux']",2011-03-30
senate,"['nelson', 'hasner']",2011-03-30
senate,"['nelson', 'haridopolos']",2011-03-30
senate,"['stabenow', 'hekman']",2011-04-01
senate,"['brown', 'markey']",2011-04-07
senate,"['brown', 'capuano']",2011-04-07
senate,"['allen', 'kaine']",2011-04-08
senate,"['heller', 'berkley']",2011-04-26
senate,"['mccaskill', 'steelman']",2011-05-03
senate,"['mccaskill', 'martin']",2011-05-03
senate,"['mccaskill', 'akin']",2011-05-03
senate,"['allen', 'kaine']",2011-05-08
senate,"['kaine', 'allen']",2011-05-11
senate,"['feingold', 'thompson']",2011-05-24
senate,"['nelson', 'hasner']",2011-05-26
senate,"['nelson', 'haridopolos']",2011-05-26
senate,"['nelson', 'lemieux']",2011-05-26
senate,"['menendez', 'crowley']",2011-05-31
senate,"['brown', 'capuano']",2011-06-07
senate,"['brown', 'warren']",2011-06-07
senate,"['hatch', 'matheson']",2011-06-20
senate,"['chaffetz', 'matheson']",2011-06-20
senate,"['hatch', 'chaffetz']",2011-06-20
senate,"['rehberg', 'tester']",2011-06-21
senate,"['berkley', 'heller']",2011-06-24
senate,"['heinrich', 'wilson']",2011-06-28
senate,"['nelson', 'lemieux']",2011-06-29
senate,"['nelson', 'haridopolos']",2011-06-29
senate,"['nelson', 'hasner']",2011-06-29
senate,"['dewhurst', 'sanchez']",2011-06-30
senate,"['cruz', 'sanchez']",2011-06-30
senate,"['kaine', 'allen']",2011-06-30
senate,"['matheson', 'chaffetz']",2011-07-12
senate,"['matheson', 'hatch']",2011-07-12
senate,"['brown', 'coughlin']",2011-07-21
senate,"['brown', 'mandel']",2011-07-21
senate,"['stabenow', 'hoekstra']",2011-07-26
senate,"['kaine', 'allen']",2011-07-27
senate,"['heller', 'berkley']",2011-08-02
senate,"['hatch', 'matheson']",2011-08-15
senate,"['hatch', 'chaffetz']",2011-08-15
senate,"['chaffetz', 'matheson']",2011-08-15
senate,"['brown', 'coughlin']",2011-08-17
senate,"['brown', 'mandel']",2011-08-17
senate,"['neumann', 'baldwin']",2011-08-18
senate,"['thompson', 'baldwin']",2011-08-18
senate,"['stabenow', 'hoekstra']",2011-08-22
senate,"['nelson', 'buchanan']",2011-08-26
senate,"['nelson', 'hasner']",2011-08-26
senate,"['nelson', 'lemieux']",2011-08-26
senate,"['brown', 'warren']",2011-09-06
senate,"['manchin', 'capito']",2011-09-08
senate,"['mccaskill', 'akin']",2011-09-13
senate,"['mccaskill', 'steelman']",2011-09-13
senate,"['allen', 'kaine']",2011-09-15
senate,"['murphy', 'shays']",2011-09-16
senate,"['murphy', 'mcmahon']",2011-09-16
senate,"['warren', 'brown']",2011-09-20
senate,"['dewhurst', 'sanchez']",2011-09-21
senate,"['allen', 'kaine']",2011-09-25
senate,"['murphy', 'mcmahon']",2011-09-28
senate,"['murphy', 'shays']",2011-09-28
senate,"['brown', 'mandel']",2011-09-28
senate,"['kaine', 'allen']",2011-09-30
senate,"['brown', 'warren']",2011-10-03
senate,"['nelson', 'lemieux']",2011-10-04
senate,"['nelson', 'hasner']",2011-10-04
senate,"['bruning', 'nelson']",2011-10-05
senate,"['manchin', 'capito']",2011-10-06
senate,"['brown', 'warren']",2011-10-07
senate,"['kaine', 'allen']",2011-10-11
senate,"['kaine', 'allen']",2011-10-16
senate,"['hirono', 'lingle']",2011-10-19
senate,"['brown', 'mandel']",2011-10-21
senate,"['brown', 'mandel']",2011-10-26
senate,"['heller', 'berkley']",2011-10-26
senate,"['thompson', 'baldwin']",2011-10-27
senate,"['baldwin', 'neumann']",2011-10-27
senate,"['baldwin', 'neumann']",2011-10-28
senate,"['thompson', 'baldwin']",2011-10-28
senate,"['steelman', 'mccaskill']",2011-11-10
senate,"['mccaskill', 'akin']",2011-11-10
senate,"['brown', 'mandel']",2011-11-10
senate,"['klobuchar', 'severson']",2011-11-10
senate,"['nelson', 'mack']",2011-11-11
senate,"['mack', 'nelson']",2011-11-18
senate,"['stabenow', 'hoekstra']",2011-11-20
senate,"['cantwell', 'baumgartner']",2011-11-23
senate,"['flake', 'carmona']",2011-11-25
senate,"['bruning', 'nelson']",2011-11-28
senate,"['casey', 'burns']",2011-11-28
senate,"['casey', 'rohrer']",2011-11-28
senate,"['rehberg', 'tester']",2011-12-01
senate,"['nelson', 'mack']",2011-12-02
senate,"['warren', 'brown']",2011-12-08
senate,"['heinrich', 'wilson']",2011-12-15
senate,"['kaine', 'allen']",2011-12-15
senate,"['allen', 'kaine']",2011-12-21
senate,"['berkley', 'heller']",2011-12-23
senate,"['nelson', 'mack']",2012-01-11
senate,"['stenberg', 'kerrey']",2012-01-16
senate,"['bruning', 'kerrey']",2012-01-16
senate,"['cantwell', 'baumgartner']",2012-01-17
senate,"['brown', 'mandel']",2012-01-19
senate,"['klobuchar', 'severson']",2012-01-24
senate,"['nelson', 'mack']",2012-01-28
senate,"['nelson', 'mack']",2012-01-28
senate,"['kaine', 'allen']",2012-01-28
senate,"['case', 'lingle']",2012-01-31
senate,"['hirono', 'lingle']",2012-01-31
senate,"['steelman', 'mccaskill']",2012-02-01
senate,"['brown', 'mandel']",2012-02-03
senate,"['kaine', 'allen']",2012-02-08
senate,"['brown', 'mandel']",2012-02-10
senate,"['hirono', 'lingle']",2012-02-13
senate,"['stabenow', 'hoekstra']",2012-02-14
senate,"['nelson', 'mack']",2012-02-14
senate,"['warren', 'brown']",2012-02-14
senate,"['brown', 'mandel']",2012-02-15
senate,"['heinrich', 'wilson']",2012-02-15
senate,"['brown', 'warren']",2012-02-17
senate,"['allen', 'kaine']",2012-02-20
senate,"['flake', 'carmona']",2012-02-21
senate,"['thompson', 'baldwin']",2012-02-22
senate,"['stabenow', 'hoekstra']",2012-02-22
senate,"['flake', 'carmona']",2012-02-22
senate,"['kaine', 'allen']",2012-02-22
senate,"['rehberg', 'tester']",2012-02-23
senate,"['cantwell', 'baumgartner']",2012-02-24
senate,"['allen', 'kaine']",2012-02-28
senate,"['thompson', 'baldwin']",2012-02-28
senate,"['menendez', 'kyrillos']",2012-02-29
senate,"['menendez', 'kyrillos']",2012-02-29
senate,"['baldwin', 'thompson']",2012-02-29
senate,"['brown', 'warren']",2012-02-29
senate,"['brown', 'warren']",2012-03-01
senate,"['brown', 'warren']",2012-03-04
senate,"['kaine', 'allen']",2012-03-04
senate,"['brown', 'mandel']",2012-03-04
senate,"['king', 'pingree']",2012-03-06
senate,"['bruning', 'kerrey']",2012-03-06
senate,"['casey', 'rohrer']",2012-03-14
senate,"['flake', 'carmona']",2012-03-14
senate,"['mack', 'nelson']",2012-03-14
senate,"['steelman', 'mccaskill']",2012-03-16
senate,"['menendez', 'kyrillos']",2012-03-19
senate,"['kaine', 'allen']",2012-03-20
senate,"['warren', 'brown']",2012-03-20
senate,"['heller', 'berkley']",2012-03-20
senate,"['allen', 'kaine']",2012-03-21
senate,"['murphy', 'shays']",2012-03-22
senate,"['murphy', 'mcmahon']",2012-03-22
senate,"['brown', 'mandel']",2012-03-27
senate,"['stabenow', 'hoekstra']",2012-03-27
senate,"['bruning', 'kerrey']",2012-03-27
senate,"['thompson', 'baldwin']",2012-03-28
senate,"['nelson', 'mack']",2012-03-29
senate,"['brown', 'mandel']",2012-03-29
senate,"['brown', 'warren']",2012-04-01
senate,"['heller', 'berkley']",2012-04-03
senate,"['rehberg', 'tester']",2012-04-03
senate,"['heinrich', 'wilson']",2012-04-04
senate,"['gillibrand', 'turner']",2012-04-05
senate,"['mourdock', 'donnelly']",2012-04-06
senate,"['king', 'summers']",2012-04-06
senate,"['lugar', 'donnelly']",2012-04-06
senate,"['lugar', 'mourdock']",2012-04-06
senate,"['gillibrand', 'turner']",2012-04-10
senate,"['warren', 'brown']",2012-04-10
senate,"['allen', 'kaine']",2012-04-10
senate,"['menendez', 'kyrillos']",2012-04-12
senate,"['thompson', 'baldwin']",2012-04-16
senate,"['nelson', 'mack']",2012-04-18
senate,"['steelman', 'mccaskill']",2012-04-19
senate,"['akin', 'mccaskill']",2012-04-19
senate,"['mccaskill', 'brunner']",2012-04-19
senate,"['brown', 'mandel']",2012-04-20
senate,"['allen', 'kaine']",2012-04-24
senate,"['heinrich', 'wilson']",2012-04-24
senate,"['nelson', 'mack']",2012-04-27
senate,"['tester', 'rehberg']",2012-05-01
senate,"['heller', 'berkley']",2012-05-01
senate,"['kaine', 'allen']",2012-05-02
senate,"['rehberg', 'tester']",2012-05-03
senate,"['flake', 'carmona']",2012-05-03
senate,"['mourdock', 'lugar']",2012-05-04
senate,"['bruning', 'fischer']",2012-05-07
senate,"['brown', 'warren']",2012-05-08
senate,"['kaine', 'allen']",2012-05-08
senate,"['menendez', 'kyrillos']",2012-05-10
senate,"['warren', 'brown']",2012-05-10
senate,"['brown', 'mandel']",2012-05-10
senate,"['brown', 'mandel']",2012-05-10
senate,"['thompson', 'baldwin']",2012-05-11
senate,"['fischer', 'bruning']",2012-05-14
senate,"['gillibrand', 'turner']",2012-05-14
senate,"['fischer', 'bruning']",2012-05-15
senate,"['thompson', 'baldwin']",2012-05-15
senate,"['menendez', 'kyrillos']",2012-05-16
senate,"['fischer', 'kerrey']",2012-05-17
senate,"['flake', 'carmona']",2012-05-22
senate,"['casey', 'smith']",2012-05-23
senate,"['brown', 'warren']",2012-05-24
senate,"['kaine', 'allen']",2012-05-24
senate,"['mack', 'nelson']",2012-05-24
senate,"['nelson', 'mack']",2012-05-24
senate,"['brown', 'mandel']",2012-05-24
senate,"['dewhurst', 'cruz']",2012-05-24
senate,"['casey', 'smith']",2012-05-24
senate,"['steelman', 'mccaskill']",2012-05-29
senate,"['brown', 'mandel']",2012-05-30
senate,"['gillibrand', 'turner']",2012-05-30
senate,"['stabenow', 'hoekstra']",2012-05-30
senate,"['heller', 'berkley']",2012-05-31
senate,"['brown', 'warren']",2012-06-02
senate,"['warren', 'brown']",2012-06-02
senate,"['kaine', 'allen']",2012-06-05
senate,"['kaine', 'allen']",2012-06-06
senate,"['murphy', 'mcmahon']",2012-06-06
senate,"['casey', 'smith']",2012-06-06
senate,"['stabenow', 'hoekstra']",2012-06-07
senate,"['nelson', 'mack']",2012-06-07
senate,"['heitkamp', 'berg']",2012-06-08
senate,"['steelman', 'mccaskill']",2012-06-08
senate,"['klobuchar', 'bills']",2012-06-08
senate,"['gillibrand', 'turner']",2012-06-12
senate,"['heller', 'berkley']",2012-06-12
senate,"['casey', 'smith']",2012-06-12
senate,"['thompson', 'baldwin']",2012-06-14
senate,"['king', 'summers']",2012-06-18
senate,"['stabenow', 'hoekstra']",2012-06-18
senate,"['flake', 'carmona']",2012-06-19
senate,"['rehberg', 'tester']",2012-06-19
senate,"['cantwell', 'baumgartner']",2012-06-20
senate,"['thompson', 'baldwin']",2012-06-20
senate,"['nelson', 'mack']",2012-06-21
senate,"['hatch', 'liljenquist']",2012-06-25
senate,"['allen', 'kaine']",2012-06-26
senate,"['warren', 'brown']",2012-06-26
senate,"['nelson', 'mack']",2012-06-27
senate,"['brown', 'mandel']",2012-06-27
senate,"['brown', 'mandel']",2012-06-27
senate,"['casey', 'smith']",2012-06-27
senate,"['stabenow', 'hoekstra']",2012-06-28
senate,"['flake', 'carmona']",2012-06-28
senate,"['feinstein', 'emken']",2012-07-07
senate,"['hovde', 'baldwin']",2012-07-10
senate,"['baldwin', 'thompson']",2012-07-10
senate,"['heinrich', 'wilson']",2012-07-11
senate,"['king', 'summers']",2012-07-11
senate,"['kaine', 'allen']",2012-07-11
senate,"['mack', 'nelson']",2012-07-11
senate,"['heinrich', 'wilson']",2012-07-11
senate,"['thompson', 'baldwin']",2012-07-11
senate,"['baldwin', 'hovde']",2012-07-11
senate,"['casey', 'smith']",2012-07-11
senate,"['cruz', 'dewhurst']",2012-07-12
senate,"['berg', 'heitkamp']",2012-07-12
senate,"['nelson', 'mack']",2012-07-13
senate,"['gillibrand', 'long']",2012-07-17
senate,"['heinrich', 'wilson']",2012-07-17
senate,"['menendez', 'kyrillos']",2012-07-18
senate,"['allen', 'kaine']",2012-07-19
senate,"['kaine', 'allen']",2012-07-19
senate,"['heller', 'berkley']",2012-07-19
senate,"['brown', 'mandel']",2012-07-20
senate,"['cantwell', 'baumgartner']",2012-07-20
senate,"['mack', 'nelson']",2012-07-21
senate,"['klobuchar', 'bills']",2012-07-23
senate,"['casey', 'smith']",2012-07-23
senate,"['warren', 'brown']",2012-07-24
senate,"['gillibrand', 'long']",2012-07-25
senate,"['stabenow', 'hoekstra']",2012-07-25
senate,"['menendez', 'kyrillos']",2012-07-26
senate,"['casey', 'smith']",2012-07-26
senate,"['hirono', 'lingle']",2012-07-26
senate,"['stabenow', 'hoekstra']",2012-07-26
senate,"['heller', 'berkley']",2012-07-27
senate,"['baldwin', 'hovde']",2012-07-28
senate,"['baldwin', 'thompson']",2012-07-28
senate,"['brunner', 'mccaskill']",2012-07-28
senate,"['akin', 'mccaskill']",2012-07-28
senate,"['steelman', 'mccaskill']",2012-07-28
senate,"['baldwin', 'thompson']",2012-07-28
senate,"['brunner', 'steelman']",2012-07-28
senate,"['cruz', 'dewhurst']",2012-07-30
senate,"['murphy', 'mcmahon']",2012-07-31
senate,"['hovde', 'thompson']",2012-07-31
senate,"['nelson', 'mack']",2012-08-01
senate,"['brown', 'mandel']",2012-08-01
senate,"['hovde', 'thompson']",2012-08-01
senate,"['nelson', 'mack']",2012-08-01
senate,"['brunner', 'mccaskill']",2012-08-01
senate,"['casey', 'smith']",2012-08-01
senate,"['stabenow', 'hoekstra']",2012-08-01
senate,"['stabenow', 'hoekstra']",2012-08-01
senate,"['akin', 'mccaskill']",2012-08-01
senate,"['steelman', 'mccaskill']",2012-08-01
senate,"['flake', 'carmona']",2012-08-01
senate,"['menendez', 'kyrillos']",2012-08-02
senate,"['mourdock', 'donnelly']",2012-08-03
senate,"['brunner', 'akin']",2012-08-06
senate,"['thompson', 'baldwin']",2012-08-08
senate,"['baldwin', 'hovde']",2012-08-08
senate,"['thompson', 'baldwin']",2012-08-08
senate,"['baldwin', 'hovde']",2012-08-08
senate,"['thompson', 'hovde']",2012-08-08
senate,"['kaine', 'allen']",2012-08-08
senate,"['kaine', 'allen']",2012-08-09
senate,"['hovde', 'thompson']",2012-08-10
senate,"['akin', 'mccaskill']",2012-08-13
senate,"['heinrich', 'wilson']",2012-08-14
senate,"['brown', 'mandel']",2012-08-14
senate,"['brown', 'mandel']",2012-08-15
senate,"['casey', 'smith']",2012-08-16
senate,"['thompson', 'baldwin']",2012-08-17
senate,"['nelson', 'mack']",2012-08-17
senate,"['gillibrand', 'long']",2012-08-21
senate,"['brown', 'warren']",2012-08-21
senate,"['akin', 'mccaskill']",2012-08-21
senate,"['hoekstra', 'stabenow']",2012-08-21
senate,"['rehberg', 'tester']",2012-08-21
senate,"['thompson', 'baldwin']",2012-08-22
senate,"['thompson', 'baldwin']",2012-08-22
senate,"['mcmahon', 'murphy']",2012-08-22
senate,"['stabenow', 'hoekstra']",2012-08-23
senate,"['heinrich', 'wilson']",2012-08-23
senate,"['brown', 'mandel']",2012-08-23
senate,"['brown', 'mandel']",2012-08-23
senate,"['heller', 'berkley']",2012-08-23
senate,"['thompson', 'baldwin']",2012-08-23
senate,"['mccaskill', 'akin']",2012-08-23
senate,"['kaine', 'allen']",2012-08-23
senate,"['nelson', 'mack']",2012-08-23
senate,"['kaine', 'allen']",2012-08-24
senate,"['mccaskill', 'akin']",2012-08-25
senate,"['brown', 'mandel']",2012-08-26
senate,"['casey', 'smith']",2012-08-27
senate,"['hoekstra', 'stabenow']",2012-08-27
senate,"['mcmahon', 'murphy']",2012-08-28
senate,"['heller', 'berkley']",2012-08-28
senate,"['murphy', 'mcmahon']",2012-08-29
senate,"['murphy', 'mcmahon']",2012-08-29
senate,"['stabenow', 'hoekstra']",2012-08-30
senate,"['mccaskill', 'akin']",2012-08-30
senate,"['nelson', 'mack']",2012-09-04
senate,"['stabenow', 'hoekstra']",2012-09-04
senate,"['nelson', 'mack']",2012-09-04
senate,"['brown', 'mandel']",2012-09-04
senate,"['menendez', 'kyrillos']",2012-09-06
senate,"['menendez', 'kyrillos']",2012-09-07
senate,"['heinrich', 'wilson']",2012-09-10
senate,"['brown', 'mandel']",2012-09-11
senate,"['flake', 'carmona']",2012-09-11
senate,"['nelson', 'mack']",2012-09-11
senate,"['allen', 'kaine']",2012-09-11
senate,"['brown', 'mandel']",2012-09-11
senate,"['klobuchar', 'bills']",2012-09-11
senate,"['mccaskill', 'akin']",2012-09-12
senate,"['heinrich', 'wilson']",2012-09-12
senate,"['tester', 'rehberg']",2012-09-12
senate,"['feinstein', 'emken']",2012-09-13
senate,"['gillibrand', 'long']",2012-09-13
senate,"['stabenow', 'hoekstra']",2012-09-13
senate,"['nelson', 'mack']",2012-09-13
senate,"['brown', 'mandel']",2012-09-13
senate,"['kaine', 'allen']",2012-09-13
senate,"['klobuchar', 'bills']",2012-09-13
senate,"['brown', 'mandel']",2012-09-15
senate,"['warren', 'brown']",2012-09-16
senate,"['stabenow', 'hoekstra']",2012-09-16
senate,"['nelson', 'mack']",2012-09-16
senate,"['warren', 'brown']",2012-09-17
senate,"['kaine', 'allen']",2012-09-17
senate,"['akin', 'mccaskill']",2012-09-18
senate,"['casey', 'smith']",2012-09-18
senate,"['stabenow', 'hoekstra']",2012-09-18
senate,"['mack', 'nelson']",2012-09-18
senate,"['kaine', 'allen']",2012-09-18
senate,"['warren', 'brown']",2012-09-18
senate,"['menendez', 'kyrillos']",2012-09-18
senate,"['kaine', 'allen']",2012-09-19
senate,"['king', 'summers']",2012-09-19
senate,"['baldwin', 'thompson']",2012-09-19
senate,"['baldwin', 'thompson']",2012-09-19
senate,"['kaine', 'allen']",2012-09-19
senate,"['kaine', 'allen']",2012-09-19
senate,"['murphy', 'mcmahon']",2012-09-19
senate,"['warren', 'brown']",2012-09-19
senate,"['nelson', 'mack']",2012-09-19
senate,"['brown', 'mandel']",2012-09-19
senate,"['king', 'summers']",2012-09-19
senate,"['baldwin', 'thompson']",2012-09-20
senate,"['nelson', 'mack']",2012-09-20
senate,"['menendez', 'kyrillos']",2012-09-20
senate,"['heller', 'berkley']",2012-09-20
senate,"['stabenow', 'hoekstra']",2012-09-20
senate,"['brown', 'warren']",2012-09-20
senate,"['baldwin', 'thompson']",2012-09-21
senate,"['baldwin', 'thompson']",2012-09-21
senate,"['feinstein', 'emken']",2012-09-22
senate,"['nelson', 'mack']",2012-09-22
senate,"['fischer', 'kerrey']",2012-09-23
senate,"['casey', 'smith']",2012-09-23
senate,"['rehberg', 'tester']",2012-09-23
senate,"['baldwin', 'thompson']",2012-09-24
senate,"['brown', 'mandel']",2012-09-24
senate,"['brown', 'mandel']",2012-09-25
senate,"['warren', 'brown']",2012-09-25
senate,"['menendez', 'kyrillos']",2012-09-25
senate,"['casey', 'smith']",2012-09-25
senate,"['stabenow', 'hoekstra']",2012-09-25
senate,"['brown', 'mandel']",2012-09-25
senate,"['heller', 'berkley']",2012-09-25
senate,"['berkley', 'heller']",2012-09-25
senate,"['nelson', 'mack']",2012-09-25
senate,"['nelson', 'mack']",2012-09-25
senate,"['murphy', 'mcmahon']",2012-09-26
senate,"['brown', 'mandel']",2012-09-26
senate,"['nelson', 'mack']",2012-09-26
senate,"['flake', 'carmona']",2012-09-26
senate,"['cardin', 'bongino']",2012-09-26
senate,"['casey', 'smith']",2012-09-26
senate,"['casey', 'smith']",2012-09-26
senate,"['klobuchar', 'bills']",2012-09-27
senate,"['king', 'summers']",2012-09-27
senate,"['donnelly', 'mourdock']",2012-09-27
senate,"['heller', 'berkley']",2012-09-27
senate,"['kaine', 'allen']",2012-09-27
senate,"['donnelly', 'mourdock']",2012-09-27
senate,"['flake', 'carmona']",2012-09-28
