race_type,top_candidates,date
senate,"['burr', 'cowell']",2015-03-03
senate,"['burr', 'hagan']",2015-03-03
senate,"['burr', 'joines']",2015-03-03
senate,"['atwater', 'wasserman schultz']",2015-03-10
senate,"['rubio', 'murphy']",2015-03-10
senate,"['rubio', 'wasserman schultz']",2015-03-10
senate,"['atwater', 'murphy']",2015-03-10
senate,"['johnson', 'kind']",2015-03-11
senate,"['johnson', 'moore']",2015-03-11
senate,"['feingold', 'johnson']",2015-03-11
senate,"['johnson', 'pocan']",2015-03-11
senate,"['grayson', 'lopez-cantera']",2015-03-25
senate,"['murphy', 'lopez-cantera']",2015-03-25
senate,"['atwater', 'grayson']",2015-03-25
senate,"['atwater', 'murphy']",2015-03-25
senate,"['bondi', 'grayson']",2015-03-25
senate,"['bondi', 'murphy']",2015-03-25
senate,"['rubio', 'grayson']",2015-03-25
senate,"['rubio', 'murphy']",2015-03-25
senate,"['toomey', 'sestak']",2015-03-26
senate,"['strickland', 'portman']",2015-04-06
senate,"['toomey', 'sestak']",2015-04-06
senate,"['portman', 'sittenfeld']",2015-04-06
senate,"['murphy', 'lopez-cantera']",2015-04-06
senate,"['atwater', 'grayson']",2015-04-06
senate,"['lopez-cantera', 'grayson']",2015-04-06
senate,"['atwater', 'murphy']",2015-04-06
senate,"['burr', 'miller']",2015-04-08
senate,"['burr', 'martin']",2015-04-08
senate,"['burr', 'jackson']",2015-04-08
senate,"['burr', 'hagan']",2015-04-08
senate,"['burr', 'cowell']",2015-04-08
senate,"['burr', 'blue']",2015-04-08
senate,"['lee', 'matheson']",2015-04-10
senate,"['coffman', 'bennet']",2015-04-14
senate,"['hassan', 'ayotte']",2015-04-17
senate,"['feingold', 'johnson']",2015-04-17
senate,"['ayotte', 'kuster']",2015-04-17
senate,"['mccollum', 'jolly']",2015-04-21
senate,"['murphy', 'grayson']",2015-04-21
senate,"['burr', 'hagan']",2015-04-28
senate,"['mccain', 'carmona']",2015-05-05
senate,"['schweikert', 'carmona']",2015-05-05
senate,"['carmona', 'ward']",2015-05-05
senate,"['carmona', 'jones']",2015-05-05
senate,"['mccain', 'duval']",2015-05-05
senate,"['mccain', 'kirkpatrick']",2015-05-05
senate,"['mccain', 'sinema']",2015-05-05
senate,"['salmon', 'carmona']",2015-05-05
senate,"['ayotte', 'shea-porter']",2015-05-06
senate,"['ayotte', 'hassan']",2015-05-06
senate,"['toomey', 'sestak']",2015-05-12
senate,"['toomey', 'shapiro']",2015-05-12
senate,"['toomey', 'pawlowski']",2015-05-12
senate,"['harris', 'sanchez']",2015-05-20
senate,"['toomey', 'sestak']",2015-05-27
senate,"['toomey', 'pawlowski']",2015-05-27
senate,"['ayotte', 'hassan']",2015-05-27
senate,"['toomey', 'hughes']",2015-05-27
senate,"['toomey', 'williams']",2015-05-27
senate,"['toomey', 'carney']",2015-05-27
senate,"['burr', 'hagan']",2015-06-03
senate,"['burr', 'blue']",2015-06-03
senate,"['burr', 'martin']",2015-06-03
senate,"['burr', 'mcintyre']",2015-06-03
senate,"['burr', 'jackson']",2015-06-03
senate,"['portman', 'strickland']",2015-06-09
senate,"['portman', 'sittenfeld']",2015-06-09
senate,"['grayson', 'lopez-cantera']",2015-06-22
senate,"['strickland', 'portman']",2015-06-22
senate,"['portman', 'sittenfeld']",2015-06-22
senate,"['toomey', 'sestak']",2015-06-22
senate,"['toomey', 'pawlowski']",2015-06-22
senate,"['murphy', 'lopez-cantera']",2015-06-22
senate,"['murphy', 'desantis']",2015-06-22
senate,"['grayson', 'desantis']",2015-06-22
senate,"['beebe', 'boozman']",2015-06-23
senate,"['burr', 'blue']",2015-07-09
senate,"['burr', 'miller']",2015-07-09
senate,"['burr', 'mcintyre']",2015-07-09
senate,"['burr', 'martin']",2015-07-09
senate,"['burr', 'wood']",2015-07-09
senate,"['burr', 'shuler']",2015-07-09
senate,"['ayotte', 'hassan']",2015-07-23
senate,"['ayotte', 'hassan']",2015-07-26
senate,"['duckworth', 'kirk']",2015-07-29
senate,"['blunt', 'kander']",2015-08-11
senate,"['feingold', 'johnson']",2015-08-21
senate,"['portman', 'sittenfeld']",2015-08-25
senate,"['strickland', 'portman']",2015-08-25
senate,"['toomey', 'sestak']",2015-08-25
senate,"['toomey', 'mcginty']",2015-08-25
senate,"['ayotte', 'hassan']",2015-08-26
senate,"['ayotte', 'pappas']",2015-08-26
senate,"['toomey', 'mcginty']",2015-08-27
senate,"['toomey', 'sestak']",2015-08-27
senate,"['ayotte', 'hassan']",2015-09-06
senate,"['jolly', 'grayson']",2015-09-15
senate,"['murphy', 'jolly']",2015-09-15
senate,"['murphy', 'desantis']",2015-09-15
senate,"['grayson', 'lopez-cantera']",2015-09-15
senate,"['murphy', 'lopez-cantera']",2015-09-15
senate,"['jolly', 'desantis']",2015-09-15
senate,"['grayson', 'murphy']",2015-09-15
senate,"['desantis', 'grayson']",2015-09-15
senate,"['toomey', 'mcginty']",2015-09-21
senate,"['toomey', 'sestak']",2015-09-21
senate,"['burr', 'shuler']",2015-09-30
senate,"['burr', 'rey']",2015-09-30
senate,"['feingold', 'johnson']",2015-10-01
senate,"['ayotte', 'hassan']",2015-10-05
senate,"['murphy', 'lopez-cantera']",2015-10-08
senate,"['strickland', 'portman']",2015-10-08
senate,"['toomey', 'mcginty']",2015-10-08
senate,"['toomey', 'sestak']",2015-10-08
senate,"['portman', 'sittenfeld']",2015-10-08
senate,"['grayson', 'lopez-cantera']",2015-10-08
senate,"['murphy', 'desantis']",2015-10-08
senate,"['grayson', 'desantis']",2015-10-08
senate,"['harris', 'sanchez']",2015-10-09
senate,"['ayotte', 'hassan']",2015-10-09
senate,"['blumenthal', 'kudlow']",2015-10-15
senate,"['blumenthal', 'wolf']",2015-10-15
senate,"['toomey', 'mcginty']",2015-10-15
senate,"['toomey', 'sestak']",2015-10-15
senate,"['toomey', 'fetterman']",2015-10-15
senate,"['hassan', 'ayotte']",2015-10-21
senate,"['feingold', 'johnson']",2015-10-22
senate,"['burr', 'ross']",2015-10-29
senate,"['feingold', 'johnson']",2015-11-21
senate,"['van hollen', 'edwards']",2015-11-22
senate,"['cummings', 'van hollen']",2015-11-22
senate,"['ayotte', 'hassan']",2015-12-07
senate,"['burr', 'ross']",2015-12-09
senate,"['ayotte', 'hassan']",2016-01-07
senate,"['harris', 'sanchez']",2016-01-07
senate,"['van hollen', 'edwards']",2016-01-19
senate,"['ayotte', 'hassan']",2016-01-20
senate,"['burr', 'ross']",2016-01-21
senate,"['feingold', 'johnson']",2016-01-28
senate,"['ayotte', 'hassan']",2016-01-28
senate,"['mccain', 'kirkpatrick']",2016-02-03
senate,"['burr', 'ross']",2016-02-22
senate,"['edwards', 'van hollen']",2016-02-24
senate,"['feingold', 'johnson']",2016-02-25
senate,"['ayotte', 'hassan']",2016-03-03
senate,"['van hollen', 'edwards']",2016-03-08
senate,"['strickland', 'portman']",2016-03-10
senate,"['edwards', 'van hollen']",2016-03-13
senate,"['toomey', 'sestak']",2016-03-14
senate,"['mccain', 'kirkpatrick']",2016-03-16
senate,"['van hollen', 'edwards']",2016-04-12
senate,"['schumer', 'long']",2016-04-13
senate,"['mccain', 'kirkpatrick']",2016-04-15
senate,"['van hollen', 'edwards']",2016-04-19
senate,"['feingold', 'johnson']",2016-04-20
senate,"['mcginty', 'sestak']",2016-04-20
senate,"['ayotte', 'hassan']",2016-04-20
senate,"['sestak', 'mcginty']",2016-04-21
senate,"['van hollen', 'edwards']",2016-04-21
senate,"['mcginty', 'sestak']",2016-04-25
senate,"['mcginty', 'sestak']",2016-04-25
senate,"['burr', 'ross']",2016-04-27
senate,"['harris', 'sanchez']",2016-05-02
senate,"['strickland', 'portman']",2016-05-02
senate,"['schumer', 'long']",2016-05-03
senate,"['burr', 'ross']",2016-05-05
senate,"['ayotte', 'hassan']",2016-05-09
senate,"['strickland', 'portman']",2016-05-11
senate,"['toomey', 'mcginty']",2016-05-11
senate,"['murphy', 'jolly']",2016-05-11
senate,"['murphy', 'lopez-cantera']",2016-05-11
senate,"['murphy', 'desantis']",2016-05-11
senate,"['desantis', 'grayson']",2016-05-11
senate,"['jolly', 'grayson']",2016-05-11
senate,"['grayson', 'lopez-cantera']",2016-05-11
senate,"['mccain', 'ward']",2016-05-17
senate,"['mccain', 'kirkpatrick']",2016-05-17
senate,"['harris', 'sanchez']",2016-05-23
senate,"['burr', 'ross']",2016-05-25
senate,"['harris', 'sanchez']",2016-05-26
senate,"['harris', 'sanchez']",2016-05-31
senate,"['ayotte', 'hassan']",2016-05-31
senate,"['schumer', 'long']",2016-05-31
senate,"['harris', 'sanchez']",2016-06-01
senate,"['harris', 'sanchez']",2016-06-03
senate,"['judge', 'hogg']",2016-06-05
senate,"['blumenthal', 'carter']",2016-06-07
senate,"['blumenthal', 'wolf']",2016-06-07
senate,"['feingold', 'johnson']",2016-06-15
senate,"['rubio', 'grayson']",2016-06-17
senate,"['murphy', 'rubio']",2016-06-17
senate,"['toomey', 'mcginty']",2016-06-22
senate,"['portman', 'strickland']",2016-06-22
senate,"['rubio', 'murphy']",2016-06-22
senate,"['mccain', 'kirkpatrick']",2016-06-22
senate,"['rubio', 'grayson']",2016-06-22
senate,"['burr', 'ross']",2016-06-23
senate,"['mccain', 'kirkpatrick']",2016-06-28
senate,"['grassley', 'judge']",2016-06-28
senate,"['hassan', 'ayotte']",2016-06-28
senate,"['portman', 'strickland']",2016-06-28
senate,"['toomey', 'mcginty']",2016-06-28
senate,"['feingold', 'johnson']",2016-06-28
senate,"['rubio', 'murphy']",2016-06-29
senate,"['ayotte', 'hassan']",2016-06-29
senate,"['schumer', 'long']",2016-06-30
senate,"['grassley', 'judge']",2016-06-30
senate,"['harris', 'sanchez']",2016-07-08
senate,"['rubio', 'murphy']",2016-07-11
senate,"['bennet', 'glenn']",2016-07-11
senate,"['heck', 'cortez masto']",2016-07-11
senate,"['rubio', 'grayson']",2016-07-11
senate,"['grassley', 'judge']",2016-07-12
senate,"['mcginty', 'toomey']",2016-07-13
senate,"['grassley', 'judge']",2016-07-13
senate,"['bennet', 'glenn']",2016-07-13
senate,"['bennet', 'glenn']",2016-07-13
senate,"['feingold', 'johnson']",2016-07-13
senate,"['portman', 'strickland']",2016-07-13
senate,"['toomey', 'mcginty']",2016-07-14
senate,"['rubio', 'murphy']",2016-07-14
senate,"['rubio', 'grayson']",2016-07-14
senate,"['portman', 'strickland']",2016-07-14
senate,"['bennet', 'glenn']",2016-07-15
senate,"['blunt', 'kander']",2016-07-15
senate,"['rubio', 'murphy']",2016-07-15
senate,"['burr', 'ross']",2016-07-15
senate,"['moran', 'singh']",2016-07-16
senate,"['moran', 'wiesner']",2016-07-16
senate,"['schumer', 'long']",2016-07-19
senate,"['hassan', 'ayotte']",2016-07-20
senate,"['portman', 'strickland']",2016-07-25
senate,"['heck', 'cortez masto']",2016-07-25
senate,"['mcginty', 'toomey']",2016-07-28
senate,"['harris', 'sanchez']",2016-07-29
senate,"['blunt', 'kander']",2016-07-29
senate,"['isakson', 'barksdale']",2016-08-01
senate,"['toomey', 'mcginty']",2016-08-01
senate,"['heck', 'cortez masto']",2016-08-02
senate,"['mcginty', 'toomey']",2016-08-04
senate,"['hassan', 'ayotte']",2016-08-04
senate,"['isakson', 'barksdale']",2016-08-05
senate,"['blunt', 'kander']",2016-08-08
senate,"['moran', 'wiesner']",2016-08-08
senate,"['isakson', 'barksdale']",2016-08-08
senate,"['mcginty', 'toomey']",2016-08-09
senate,"['portman', 'strickland']",2016-08-10
senate,"['mcginty', 'toomey']",2016-08-10
senate,"['burr', 'ross']",2016-08-10
senate,"['feingold', 'johnson']",2016-08-10
senate,"['grassley', 'judge']",2016-08-10
senate,"['rubio', 'murphy']",2016-08-11
senate,"['rubio', 'murphy']",2016-08-11
senate,"['rubio', 'grayson']",2016-08-11
senate,"['portman', 'strickland']",2016-08-11
senate,"['mcginty', 'toomey']",2016-08-11
senate,"['grassley', 'judge']",2016-08-11
senate,"['scott', 'dixon']",2016-08-11
senate,"['rubio', 'murphy']",2016-08-12
senate,"['ross', 'burr']",2016-08-12
senate,"['bennet', 'glenn']",2016-08-12
senate,"['hassan', 'ayotte']",2016-08-14
senate,"['rubio', 'murphy']",2016-08-16
senate,"['rubio', 'grayson']",2016-08-16
senate,"['bayh', 'young']",2016-08-17
senate,"['heck', 'cortez masto']",2016-08-18
senate,"['bennet', 'glenn']",2016-08-18
senate,"['grassley', 'judge']",2016-08-18
senate,"['grassley', 'judge']",2016-08-21
senate,"['portman', 'strickland']",2016-08-21
senate,"['portman', 'strickland']",2016-08-22
senate,"['blunt', 'kander']",2016-08-23
senate,"['burr', 'ross']",2016-08-24
senate,"['burr', 'ross']",2016-08-24
senate,"['mccain', 'kirkpatrick']",2016-08-24
senate,"['rubio', 'murphy']",2016-08-24
senate,"['toomey', 'mcginty']",2016-08-29
senate,"['portman', 'strickland']",2016-08-29
senate,"['mcginty', 'toomey']",2016-08-30
senate,"['feingold', 'johnson']",2016-08-31
senate,"['feingold', 'johnson']",2016-08-31
senate,"['schumer', 'long']",2016-08-31
senate,"['burr', 'ross']",2016-08-31
senate,"['mcginty', 'toomey']",2016-09-01
senate,"['hassan', 'ayotte']",2016-09-01
senate,"['ross', 'burr']",2016-09-04
senate,"['mcginty', 'toomey']",2016-09-04
senate,"['blunt', 'kander']",2016-09-06
senate,"['van hollen', 'szeliga']",2016-09-06
senate,"['rubio', 'murphy']",2016-09-07
senate,"['blumenthal', 'carter']",2016-09-07
senate,"['ayotte', 'hassan']",2016-09-07
senate,"['burr', 'ross']",2016-09-08
senate,"['burr', 'ross']",2016-09-08
senate,"['toomey', 'mcginty']",2016-09-09
senate,"['portman', 'strickland']",2016-09-09
senate,"['rubio', 'murphy']",2016-09-09
senate,"['burr', 'ross']",2016-09-09
senate,"['bayh', 'young']",2016-09-10
senate,"['isakson', 'barksdale']",2016-09-11
senate,"['ayotte', 'hassan']",2016-09-11
senate,"['heck', 'cortez masto']",2016-09-11
senate,"['mccain', 'kirkpatrick']",2016-09-11
senate,"['harris', 'sanchez']",2016-09-13
senate,"['moran', 'wiesner']",2016-09-14
senate,"['heck', 'cortez masto']",2016-09-14
senate,"['portman', 'strickland']",2016-09-14
senate,"['portman', 'strickland']",2016-09-14
senate,"['rubio', 'murphy']",2016-09-14
senate,"['boozman', 'eldridge']",2016-09-15
senate,"['kander', 'blunt']",2016-09-15
senate,"['bennet', 'glenn']",2016-09-15
senate,"['isakson', 'barksdale']",2016-09-15
senate,"['portman', 'strickland']",2016-09-15
senate,"['grassley', 'judge']",2016-09-15
senate,"['isakson', 'barksdale']",2016-09-15
senate,"['mcginty', 'toomey']",2016-09-18
senate,"['isakson', 'barksdale']",2016-09-19
senate,"['rubio', 'murphy']",2016-09-19
senate,"['duckworth', 'kirk']",2016-09-20
senate,"['schumer', 'long']",2016-09-20
senate,"['ross', 'burr']",2016-09-20
senate,"['ross', 'burr']",2016-09-21
senate,"['burr', 'ross']",2016-09-21
senate,"['heck', 'cortez masto']",2016-09-21
senate,"['portman', 'strickland']",2016-09-21
senate,"['feingold', 'johnson']",2016-09-21
senate,"['heck', 'cortez masto']",2016-09-21
senate,"['ayotte', 'hassan']",2016-09-21
senate,"['harris', 'sanchez']",2016-09-21
senate,"['bennet', 'glenn']",2016-09-22
senate,"['feingold', 'johnson']",2016-09-22
senate,"['rubio', 'murphy']",2016-09-22
senate,"['ross', 'burr']",2016-09-22
senate,"['duckworth', 'kirk']",2016-09-22
senate,"['van hollen', 'szeliga']",2016-09-22
senate,"['harris', 'sanchez']",2016-09-22
senate,"['kennedy', 'boustany']",2016-09-22
senate,"['ross', 'burr']",2016-09-22
senate,"['kennedy', 'boustany']",2016-09-22
senate,"['isakson', 'barksdale']",2016-09-23
senate,"['isakson', 'barksdale']",2016-09-23
senate,"['grassley', 'judge']",2016-09-23
senate,"['bennet', 'glenn']",2016-09-23
senate,"['toomey', 'mcginty']",2016-09-25
senate,"['glenn', 'bennet']",2016-09-25
senate,"['portman', 'strickland']",2016-09-25
senate,"['burr', 'ross']",2016-09-26
senate,"['ross', 'burr']",2016-09-26
senate,"['boustany', 'campbell']",2016-09-26
senate,"['ross', 'burr']",2016-09-26
senate,"['burr', 'ross']",2016-09-26
senate,"['grassley', 'judge']",2016-09-26
senate,"['toomey', 'mcginty']",2016-09-26
senate,"['mcginty', 'toomey']",2016-09-26
senate,"['mcginty', 'toomey']",2016-09-26
senate,"['mcginty', 'toomey']",2016-09-26
senate,"['bennet', 'glenn']",2016-09-26
senate,"['harris', 'sanchez']",2016-09-29
senate,"['rubio', 'murphy']",2016-09-30
senate,"['hassan', 'ayotte']",2016-09-30
senate,"['heck', 'cortez masto']",2016-09-30
senate,"['heck', 'cortez masto']",2016-10-02
senate,"['bennet', 'glenn']",2016-10-03
senate,"['ross', 'burr']",2016-10-03
senate,"['rubio', 'murphy']",2016-10-03
senate,"['heck', 'cortez masto']",2016-10-04
senate,"['mcginty', 'toomey']",2016-10-04
senate,"['mcginty', 'toomey']",2016-10-04
senate,"['ross', 'burr']",2016-10-04
senate,"['duckworth', 'kirk']",2016-10-04
senate,"['rubio', 'murphy']",2016-10-05
senate,"['portman', 'strickland']",2016-10-05
senate,"['portman', 'strickland']",2016-10-05
senate,"['burr', 'ross']",2016-10-05
senate,"['burr', 'ross']",2016-10-05
senate,"['toomey', 'mcginty']",2016-10-05
senate,"['van hollen', 'szeliga']",2016-10-06
senate,"['mccain', 'kirkpatrick']",2016-10-06
senate,"['rubio', 'murphy']",2016-10-06
senate,"['portman', 'strickland']",2016-10-06
senate,"['ayotte', 'hassan']",2016-10-06
senate,"['heck', 'cortez masto']",2016-10-06
senate,"['bayh', 'young']",2016-10-07
senate,"['rubio', 'murphy']",2016-10-07
senate,"['feingold', 'johnson']",2016-10-07
senate,"['murkowski', 'miller']",2016-10-08
senate,"['wyden', 'callahan']",2016-10-08
senate,"['bennet', 'glenn']",2016-10-08
senate,"['feingold', 'johnson']",2016-10-09
senate,"['mcginty', 'toomey']",2016-10-09
senate,"['mcginty', 'toomey']",2016-10-09
senate,"['portman', 'strickland']",2016-10-09
senate,"['rubio', 'murphy']",2016-10-09
senate,"['burr', 'ross']",2016-10-10
senate,"['johnson', 'feingold']",2016-10-10
senate,"['toomey', 'mcginty']",2016-10-11
senate,"['rubio', 'murphy']",2016-10-11
senate,"['feingold', 'johnson']",2016-10-12
senate,"['rubio', 'murphy']",2016-10-12
senate,"['blunt', 'kander']",2016-10-12
senate,"['burr', 'ross']",2016-10-13
senate,"['burr', 'ross']",2016-10-13
senate,"['burr', 'ross']",2016-10-13
senate,"['lee', 'snow']",2016-10-13
senate,"['portman', 'strickland']",2016-10-13
senate,"['portman', 'strickland']",2016-10-13
senate,"['isakson', 'barksdale']",2016-10-13
senate,"['ayotte', 'hassan']",2016-10-13
senate,"['mcginty', 'toomey']",2016-10-13
senate,"['rubio', 'murphy']",2016-10-14
senate,"['bayh', 'young']",2016-10-14
senate,"['wyden', 'callahan']",2016-10-14
senate,"['ayotte', 'hassan']",2016-10-14
senate,"['cortez masto', 'heck']",2016-10-15
senate,"['bennet', 'glenn']",2016-10-16
senate,"['rubio', 'murphy']",2016-10-16
senate,"['cortez masto', 'heck']",2016-10-16
senate,"['harris', 'sanchez']",2016-10-17
senate,"['cortez masto', 'heck']",2016-10-17
senate,"['portman', 'strickland']",2016-10-17
senate,"['burr', 'ross']",2016-10-17
senate,"['bennet', 'glenn']",2016-10-18
senate,"['heck', 'cortez masto']",2016-10-18
senate,"['bennet', 'glenn']",2016-10-18
senate,"['toomey', 'mcginty']",2016-10-18
senate,"['rubio', 'murphy']",2016-10-18
senate,"['feingold', 'johnson']",2016-10-18
senate,"['portman', 'strickland']",2016-10-18
senate,"['toomey', 'mcginty']",2016-10-19
senate,"['ayotte', 'hassan']",2016-10-19
senate,"['burr', 'ross']",2016-10-19
senate,"['blunt', 'kander']",2016-10-19
senate,"['leahy', 'milne']",2016-10-19
senate,"['schumer', 'long']",2016-10-19
senate,"['moran', 'wiesner']",2016-10-19
senate,"['feingold', 'johnson']",2016-10-19
senate,"['burr', 'ross']",2016-10-19
senate,"['hassan', 'ayotte']",2016-10-20
senate,"['kennedy', 'campbell']",2016-10-20
senate,"['lee', 'snow']",2016-10-20
senate,"['portman', 'strickland']",2016-10-20
senate,"['rubio', 'murphy']",2016-10-21
senate,"['bayh', 'young']",2016-10-21
senate,"['isakson', 'barksdale']",2016-10-21
senate,"['rubio', 'murphy']",2016-10-23
senate,"['burr', 'ross']",2016-10-24
senate,"['burr', 'ross']",2016-10-24
senate,"['crapo', 'sturgill']",2016-10-25
senate,"['boozman', 'eldridge']",2016-10-25
senate,"['bayh', 'young']",2016-10-25
senate,"['cortez masto', 'heck']",2016-10-25
senate,"['cortez masto', 'heck']",2016-10-25
senate,"['ross', 'burr']",2016-10-25
senate,"['ayotte', 'hassan']",2016-10-25
senate,"['mccain', 'kirkpatrick']",2016-10-25
senate,"['rubio', 'murphy']",2016-10-26
senate,"['ayotte', 'hassan']",2016-10-26
senate,"['rubio', 'murphy']",2016-10-26
senate,"['ayotte', 'hassan']",2016-10-26
senate,"['grassley', 'judge']",2016-10-28
senate,"['burr', 'ross']",2016-10-28
senate,"['blunt', 'kander']",2016-10-28
senate,"['ayotte', 'hassan']",2016-10-28
senate,"['isakson', 'barksdale']",2016-10-28
senate,"['mcginty', 'toomey']",2016-10-28
senate,"['cortez masto', 'heck']",2016-10-28
senate,"['rubio', 'murphy']",2016-10-29
senate,"['portman', 'strickland']",2016-10-29
senate,"['burr', 'ross']",2016-10-29
senate,"['heck', 'cortez masto']",2016-10-29
senate,"['feingold', 'johnson']",2016-10-29
senate,"['mcginty', 'toomey']",2016-10-29
senate,"['kennedy', 'campbell']",2016-10-30
senate,"['burr', 'ross']",2016-10-30
senate,"['ross', 'burr']",2016-10-30
senate,"['burr', 'ross']",2016-10-30
senate,"['mccain', 'kirkpatrick']",2016-10-30
senate,"['rubio', 'murphy']",2016-10-30
senate,"['rubio', 'murphy']",2016-10-30
senate,"['bennet', 'glenn']",2016-10-30
senate,"['thune', 'williams']",2016-10-31
senate,"['mcginty', 'toomey']",2016-10-31
senate,"['young', 'bayh']",2016-10-31
senate,"['hassan', 'ayotte']",2016-10-31
senate,"['duckworth', 'kirk']",2016-11-01
senate,"['blunt', 'kander']",2016-11-01
senate,"['mcginty', 'toomey']",2016-11-01
senate,"['burr', 'ross']",2016-11-01
senate,"['paul', 'gray']",2016-11-01
senate,"['rubio', 'murphy']",2016-11-02
senate,"['heck', 'cortez masto']",2016-11-02
senate,"['burr', 'ross']",2016-11-02
senate,"['feingold', 'johnson']",2016-11-02
senate,"['isakson', 'barksdale']",2016-11-02
senate,"['bennet', 'glenn']",2016-11-02
senate,"['mccain', 'kirkpatrick']",2016-11-02
senate,"['mccain', 'kirkpatrick']",2016-11-02
senate,"['mcginty', 'toomey']",2016-11-02
senate,"['mcginty', 'toomey']",2016-11-02
senate,"['cortez masto', 'heck']",2016-11-02
senate,"['mcginty', 'toomey']",2016-11-02
senate,"['heck', 'cortez masto']",2016-11-02
senate,"['blunt', 'kander']",2016-11-02
senate,"['blunt', 'kander']",2016-11-02
senate,"['rubio', 'murphy']",2016-11-03
senate,"['mcginty', 'toomey']",2016-11-03
senate,"['ayotte', 'hassan']",2016-11-03
senate,"['ross', 'burr']",2016-11-03
senate,"['portman', 'strickland']",2016-11-03
senate,"['ayotte', 'hassan']",2016-11-03
senate,"['lee', 'snow']",2016-11-03
senate,"['bennet', 'glenn']",2016-11-03
senate,"['lee', 'snow']",2016-11-03
senate,"['isakson', 'barksdale']",2016-11-03
senate,"['mccain', 'kirkpatrick']",2016-11-03
senate,"['moran', 'wiesner']",2016-11-04
senate,"['harris', 'sanchez']",2016-11-04
senate,"['isakson', 'barksdale']",2016-11-04
senate,"['isakson', 'barksdale']",2016-11-04
senate,"['hassan', 'ayotte']",2016-11-04
senate,"['ayotte', 'hassan']",2016-11-04
senate,"['feingold', 'johnson']",2016-11-04
senate,"['young', 'bayh']",2016-11-04
senate,"['bayh', 'young']",2016-11-04
senate,"['grassley', 'judge']",2016-11-04
senate,"['bennet', 'glenn']",2016-11-04
senate,"['bennet', 'glenn']",2016-11-04
senate,"['mcginty', 'toomey']",2016-11-04
senate,"['mcginty', 'toomey']",2016-11-05
senate,"['toomey', 'mcginty']",2016-11-05
senate,"['grassley', 'judge']",2016-11-05
senate,"['bennet', 'glenn']",2016-11-05
senate,"['grassley', 'judge']",2016-11-05
senate,"['harris', 'sanchez']",2016-11-05
senate,"['schumer', 'long']",2016-11-06
senate,"['portman', 'strickland']",2016-11-06
senate,"['rubio', 'murphy']",2016-11-06
senate,"['portman', 'strickland']",2016-11-06
senate,"['rubio', 'murphy']",2016-11-07
senate,"['portman', 'strickland']",2016-11-07
senate,"['kander', 'blunt']",2016-11-07
senate,"['hassan', 'ayotte']",2016-11-07
senate,"['isakson', 'barksdale']",2016-11-07
senate,"['cortez masto', 'heck']",2016-11-07
senate,"['ayotte', 'hassan']",2016-11-07
senate,"['rubio', 'murphy']",2016-11-07
senate,"['burr', 'ross']",2016-11-07
senate,"['burr', 'ross']",2016-11-07
senate,"['burr', 'ross']",2016-11-07
senate,"['kid rock', 'stabenow']",2017-07-28
senate,"['stabenow', 'kid rock']",2017-08-02
senate,"['moore', 'strange']",2017-08-07
senate,"['moore', 'strange']",2017-08-11
senate,"['strange', 'moore']",2017-08-14
senate,"['moore', 'strange']",2017-08-14
senate,"['moore', 'strange']",2017-08-20
senate,"['moore', 'strange']",2017-08-23
senate,"['tarkanian', 'heller']",2017-08-26
senate,"['ward', 'flake']",2017-08-28
senate,"['moore', 'strange']",2017-08-29
senate,"['manchin', 'morrisey']",2017-09-01
senate,"['manchin', 'jenkins']",2017-09-01
senate,"['moore', 'strange']",2017-09-11
senate,"['moore', 'jones']",2017-09-11
senate,"['moore', 'strange']",2017-09-18
senate,"['moore', 'strange']",2017-09-19
senate,"['stabenow', 'kid rock']",2017-09-20
senate,"['moore', 'strange']",2017-09-21
senate,"['moore', 'strange']",2017-09-24
senate,"['moore', 'strange']",2017-09-24
senate,"['moore', 'strange']",2017-09-24
senate,"['moore', 'jones']",2017-09-25
senate,"['moore', 'strange']",2017-09-25
senate,"['moore', 'jones']",2017-09-29
senate,"['moore', 'jones']",2017-10-03
senate,"['stabenow', 'kid rock']",2017-10-06
senate,"['moore', 'jones']",2017-10-17
senate,"['moore', 'jones']",2017-10-23
senate,"['nelson', 'scott']",2017-10-24
senate,"['scott', 'nelson']",2017-10-26
senate,"['tarkanian', 'heller']",2017-10-27
senate,"['moore', 'jones']",2017-11-10
senate,"['jones', 'moore']",2017-11-12
senate,"['moore', 'jones']",2017-11-12
senate,"['moore', 'jones']",2017-11-14
senate,"['jones', 'moore']",2017-11-16
senate,"['jones', 'moore']",2017-11-17
senate,"['moore', 'jones']",2017-11-21
senate,"['moore', 'jones']",2017-11-28
senate,"['moore', 'jones']",2017-11-29
senate,"['moore', 'jones']",2017-12-03
senate,"['moore', 'jones']",2017-12-04
senate,"['jones', 'moore']",2017-12-05
senate,"['moore', 'jones']",2017-12-05
senate,"['moore', 'jones']",2017-12-09
senate,"['moore', 'jones']",2017-12-09
senate,"['moore', 'jones']",2017-12-11
senate,"['jones', 'moore']",2017-12-11
senate,"['moore', 'jones']",2017-12-11
senate,"['mcsally', 'arpaio']",2018-01-10
senate,"['stabenow', 'james']",2018-01-25
senate,"['stabenow', 'pensler']",2018-01-25
senate,"['nelson', 'scott']",2018-02-07
senate,"['feinstein', 'de leon']",2018-02-08
senate,"['nelson', 'scott']",2018-02-08
senate,"['cruz', 'jacobson']",2018-02-19
