name,party,race_type,date,state,district,incumbent,incumbent_first_elected,pct
scott ballard,o,house,11/6/12 0:00,TX,11,republican,2004,2.8
kay granger,r,house,11/6/12 0:00,TX,12,republican,1996,70.9
dave robinson,d,house,11/6/12 0:00,TX,12,republican,1996,26.7
matthew solodow,o,house,11/6/12 0:00,TX,12,republican,1996,2.4
mac thornberry,r,house,11/6/12 0:00,TX,13,republican,1994,91
john robert deek,o,house,11/6/12 0:00,TX,13,republican,1994,6.2
keith f houston,o,house,11/6/12 0:00,TX,13,republican,1994,2.9
randy weber,r,house,11/6/12 0:00,TX,14,republican,1996,53.5
nick lampson,d,house,11/6/12 0:00,TX,14,republican,1996,44.6
zach grady,o,house,11/6/12 0:00,TX,14,republican,1996,1.5
rhett rosenquest smith,o,house,11/6/12 0:00,TX,14,republican,1996,0.4
ruben hinojosa,d,house,11/6/12 0:00,TX,15,democratic,1996,60.9
dale brueggemann,r,house,11/6/12 0:00,TX,15,democratic,1996,36.8
ronald finch,o,house,11/6/12 0:00,TX,15,democratic,1996,2.3
benjamin perez,o,house,11/6/12 0:00,TX,15,democratic,1996,
beto orourke,d,house,11/6/12 0:00,TX,16,democratic,1996,65.5
barbara carrasco,r,house,11/6/12 0:00,TX,16,democratic,1996,32.8
junart sodoy,o,house,11/6/12 0:00,TX,16,democratic,1996,1.6
bill flores,r,house,11/6/12 0:00,TX,17,republican,2010,79.9
ben easton,o,house,11/6/12 0:00,TX,17,republican,2010,20.1
sheila jackson lee,d,house,11/6/12 0:00,TX,18,democratic,1994,75
sean seibert,r,house,11/6/12 0:00,TX,18,democratic,1994,22.6
christopher barber,o,house,11/6/12 0:00,TX,18,democratic,1994,2.4
randy neugebauer,r,house,11/6/12 0:00,TX,19,republican,2003,85
chip peterson,o,house,11/6/12 0:00,TX,19,republican,2003,15
joaquin castro,d,house,11/6/12 0:00,TX,20,democratic,1998,64
david rosa,r,house,11/6/12 0:00,TX,20,democratic,1998,33.4
tracy potts,o,house,11/6/12 0:00,TX,20,democratic,1998,1.7
antonio diaz,o,house,11/6/12 0:00,TX,20,democratic,1998,0.9
lamar smith,r,house,11/6/12 0:00,TX,21,republican,1986,60.6
candace duval,d,house,11/6/12 0:00,TX,21,republican,1986,35.4
johnhenry liberty,o,house,11/6/12 0:00,TX,21,republican,1986,4.1
bill stout,o,house,11/6/12 0:00,TX,21,republican,1986,0
pete olson,r,house,11/6/12 0:00,TX,22,republican,2008,64.1
kesha rogers,d,house,11/6/12 0:00,TX,22,republican,2008,31.9
steve susman,o,house,11/6/12 0:00,TX,22,republican,2008,2.4
don cook,o,house,11/6/12 0:00,TX,22,republican,2008,1.6
pete gallego,d,house,11/6/12 0:00,TX,23,republican,2010,50.3
canseco,r,house,11/6/12 0:00,TX,23,republican,2010,45.5
jeffrey blunt,o,house,11/6/12 0:00,TX,23,republican,2010,3
ed scharf,o,house,11/6/12 0:00,TX,23,republican,2010,1.1
kenny marchant,r,house,11/6/12 0:00,TX,24,republican,2004,61
tim rusk,d,house,11/6/12 0:00,TX,24,republican,2004,36
john stathas,o,house,11/6/12 0:00,TX,24,republican,2004,3
roger williams,r,house,11/6/12 0:00,,,,,58.5
elaine henderson,d,house,11/6/12 0:00,,,,,37.4
betsy dewey,o,house,11/6/12 0:00,,,,,4.1
roger quannah settler,o,house,11/6/12 0:00,,,,,
michael burgess,r,house,11/6/12 0:00,TX,26,republican,2002,68.3
david sanchez,d,house,11/6/12 0:00,TX,26,republican,2002,28.6
mark boler,o,house,11/6/12 0:00,TX,26,republican,2002,3
blake farenthold,r,house,11/6/12 0:00,TX,27,republican,2010,56.7
rose meza harrison,d,house,11/6/12 0:00,TX,27,republican,2010,39.2
william bret baldwin,o,house,11/6/12 0:00,TX,27,republican,2010,2.5
corrie byrd,o,house,11/6/12 0:00,TX,27,republican,2010,1.5
henry cuellar,d,house,11/6/12 0:00,TX,28,democratic,2004,67.9
william hayward,r,house,11/6/12 0:00,TX,28,democratic,2004,29.7
patrick hisel,o,house,11/6/12 0:00,TX,28,democratic,2004,1.5
michael d cary,o,house,11/6/12 0:00,TX,28,democratic,2004,0.8
gene green,d,house,11/6/12 0:00,TX,29,democratic,1992,90
james stanczack,o,house,11/6/12 0:00,TX,29,democratic,1992,5.2
maria selva,o,house,11/6/12 0:00,TX,29,democratic,1992,4.8
eddie bernice johnson,d,house,11/6/12 0:00,TX,30,democratic,1992,78.9
travis washington jr,r,house,11/6/12 0:00,TX,30,democratic,1992,19
ed rankin,o,house,11/6/12 0:00,TX,30,democratic,1992,2.2
john carter,r,house,11/6/12 0:00,TX,31,republican,2002,61.3
stephen wyman,d,house,11/6/12 0:00,TX,31,republican,2002,35
ethan garofolo,o,house,11/6/12 0:00,TX,31,republican,2002,3.7
pete sessions,r,house,11/6/12 0:00,TX,32,republican,1996,58.3
katherine savers mcgovern,d,house,11/6/12 0:00,TX,32,republican,1996,39.4
seth hollist,o,house,11/6/12 0:00,TX,32,republican,1996,2.3
marc veasey,d,house,11/6/12 0:00,,,,,72.5
chuck bradley,r,house,11/6/12 0:00,,,,,25.7
ed lindsay,o,house,11/6/12 0:00,,,,,1.7
filemon vela jr,d,house,11/6/12 0:00,,,,,62.2
jessica puente bradshaw,r,house,11/6/12 0:00,,,,,35.9
steven shanklin,o,house,11/6/12 0:00,,,,,1.9
lloyd doggett,d,house,11/6/12 0:00,TX,35,democratic,1994,64
susan narvaiz,r,house,11/6/12 0:00,TX,35,democratic,1994,32
ross lynn leone,o,house,11/6/12 0:00,TX,35,democratic,1994,2.5
meghan owen,o,house,11/6/12 0:00,TX,35,democratic,1994,1.5
steve stockman,r,house,11/6/12 0:00,,,,,70.8
max martin,d,house,11/6/12 0:00,,,,,26.6
michael cole,o,house,11/6/12 0:00,,,,,2.7
chris stewart,r,house,11/6/12 0:00,,,,,62.3
jay seegmiller,d,house,11/6/12 0:00,,,,,33.6
jonathan garrard,o,house,11/6/12 0:00,,,,,1.9
joe andrade,o,house,11/6/12 0:00,,,,,1.2
charles kimball,o,house,11/6/12 0:00,,,,,1.1
jason chaffetz,r,house,11/6/12 0:00,UT,3,republican,2008,76.4
soren simonsen,d,house,11/6/12 0:00,UT,3,republican,2008,23.6
jim matheson,d,house,11/6/12 0:00,UT,4,democratic,2000,49.3
mia love,r,house,11/6/12 0:00,UT,4,democratic,2000,48.1
jim vein,o,house,11/6/12 0:00,UT,4,democratic,2000,2.6
scott rigell,r,house,11/6/12 0:00,VA,2,republican,2010,53.8
paul hirschbiel,d,house,11/6/12 0:00,VA,2,republican,2010,46.2
bobby scott,d,house,11/6/12 0:00,VA,3,democratic,1992,81.2
dean longo,r,house,11/6/12 0:00,VA,3,democratic,1992,18.8
randy forbes,r,house,11/6/12 0:00,VA,4,republican,2001,57.1
ella ward,d,house,11/6/12 0:00,VA,4,republican,2001,42.9
robert hurt,r,house,11/6/12 0:00,VA,5,republican,2010,55.3
john douglass,d,house,11/6/12 0:00,VA,5,republican,2010,42.2
bob goodlatte,r,house,11/6/12 0:00,VA,6,republican,1992,65.6
andy schmookler,d,house,11/6/12 0:00,VA,6,republican,1992,34.4
eric cantor,r,house,11/6/12 0:00,VA,7,republican,2000,58.6
e wayne powell,d,house,11/6/12 0:00,VA,7,republican,2000,41.4
jim moran,d,house,11/6/12 0:00,VA,8,democratic,1990,64.6
jay patrick murray,r,house,11/6/12 0:00,VA,8,democratic,1990,30.7
jason howell,o,house,11/6/12 0:00,VA,8,democratic,1990,3
janet murphy,o,house,11/6/12 0:00,VA,8,democratic,1990,1.7
morgan griffith,r,house,11/6/12 0:00,VA,9,republican,2010,61.2
anthony flaccavento,d,house,11/6/12 0:00,VA,9,republican,2010,38.8
frank wolf,r,house,11/6/12 0:00,VA,10,republican,1980,58.8
kristin cabral,d,house,11/6/12 0:00,VA,10,republican,1980,38.4
gerry connolly,d,house,11/6/12 0:00,VA,11,democratic,2008,61
chris perkins,r,house,11/6/12 0:00,VA,11,democratic,2008,35.5
mark gibson,o,house,11/6/12 0:00,VA,11,democratic,2008,1.2
chris decarlo,o,house,11/6/12 0:00,VA,11,democratic,2008,1
joe galdo,o,house,11/6/12 0:00,VA,11,democratic,2008,0.7
suzan delbene,d,house,11/6/12 0:00,,,,,53.6
john koster,r,house,11/6/12 0:00,,,,,46.4
rick larsen,d,house,11/6/12 0:00,WA,2,democratic,2000,60.9
dan matthews,r,house,11/6/12 0:00,WA,2,democratic,2000,39.1
jaime herrera beutler,r,house,11/6/12 0:00,WA,3,republican,2010,60.1
jon t haugen,d,house,11/6/12 0:00,WA,3,republican,2010,39.9
doc hastings,r,house,11/6/12 0:00,WA,4,republican,1994,67
mary baechler,d,house,11/6/12 0:00,WA,4,republican,1994,33
cathy mcmorris rodgers,r,house,11/6/12 0:00,WA,5,republican,2004,62.1
rich cowan,d,house,11/6/12 0:00,WA,5,republican,2004,37.9
derek kilmer,d,house,11/6/12 0:00,WA,6,democratic,1976,58.8
bill driscoll,r,house,11/6/12 0:00,WA,6,democratic,1976,41.2
jim mcdermott,d,house,11/6/12 0:00,WA,7,democratic,1988,79.5
ron bemis,r,house,11/6/12 0:00,WA,7,democratic,1988,20.5
dave reichert,r,house,11/6/12 0:00,WA,8,republican,2004,59.9
karen porterfeild,d,house,11/6/12 0:00,WA,8,republican,2004,40.1
adam smith,d,house,11/6/12 0:00,WA,9,democratic,1996,71.5
james postma,r,house,11/6/12 0:00,WA,9,democratic,1996,28.5
denny heck,d,house,11/6/12 0:00,,,,,58.6
richard,o,house,11/6/12 0:00,,,,,
muri,r,house,11/6/12 0:00,,,,,41.4
shelley moore capito,r,house,11/6/12 0:00,WV,2,republican,2000,69.8
howard swint,d,house,11/6/12 0:00,WV,2,republican,2000,30.2
nick rahall,d,house,11/6/12 0:00,WV,3,democratic,1976,53.9
rick snuffer,r,house,11/6/12 0:00,WV,3,democratic,1976,46.1
mark pocan,d,house,11/6/12 0:00,WI,2,democratic,1998,68
chad lee,r,house,11/6/12 0:00,WI,2,democratic,1998,32
joe kopsick,o,house,11/6/12 0:00,WI,2,democratic,1998,0
ron kind,d,house,11/6/12 0:00,WI,3,democratic,1996,64.1
ray boland,r,house,11/6/12 0:00,WI,3,democratic,1996,35.9
gwen moore,d,house,11/6/12 0:00,WI,4,democratic,2004,72.3
dan sebring,r,house,11/6/12 0:00,WI,4,democratic,2004,23.8
robert r raymond,o,house,11/6/12 0:00,WI,4,democratic,2004,2.8
jim sensenbrenner,r,house,11/6/12 0:00,WI,5,republican,1978,67.9
dave heaster,d,house,11/6/12 0:00,WI,5,republican,1978,32.1
tom petri,r,house,11/6/12 0:00,WI,6,republican,1979,62.1
joe kallas,d,house,11/6/12 0:00,WI,6,republican,1979,37.9
sean duffy,r,house,11/6/12 0:00,WI,7,republican,2010,56.1
pat kreitlow,d,house,11/6/12 0:00,WI,7,republican,2010,43.9
dale lehner,o,house,11/6/12 0:00,WI,7,republican,2010,
reid ribble,r,house,11/6/12 0:00,WI,8,republican,2010,55.9
jamie wall,d,house,11/6/12 0:00,WI,8,republican,2010,44.1
eleanor holmes norton,d,house,11/6/12 0:00,,,,,89.4
bruce majors,o,house,11/6/12 0:00,,,,,5.8
madeleine bordallo,d,house,11/6/12 0:00,,,,,58.4
frank blas jr,r,house,11/6/12 0:00,,,,,38.4
gregorio sablan,d,house,11/6/12 0:00,,,,,79.7
ignacia t demapan,r,house,11/6/12 0:00,,,,,20.3
pedro pierluisi,o,house,11/6/12 0:00,,,,,
rafael cox alomar,o,house,11/6/12 0:00,,,,,47.2
mercado nieves,o,house,11/6/12 0:00,,,,,2.1
donna christianchristensen,d,house,11/6/12 0:00,,,,,60.1
warren mosler,o,house,11/6/12 0:00,,,,,17.1
holland redfield ii,r,house,11/6/12 0:00,,,,,11.1
norma pickardsamuel,o,house,11/6/12 0:00,,,,,10.1
jo bonner,r,house,11/2/10,AL,1,republican,2002,83
david walter,o,house,11/2/10,AL,1,republican,2002,17
martha roby,r,house,11/2/10,AL,2,democratic,2008,51.3
bobby bright,d,house,11/2/10,AL,2,democratic,2008,48.7
mike rogers,r,house,11/2/10,AL,3,republican,2002,59.1
steve segrest,d,house,11/2/10,AL,3,republican,2002,40.9
robert aderholt,r,house,11/2/10,AL,4,republican,1996,74
mo brooks,r,house,11/2/10,AL,5,republican,2008,58.5
steve raby,d,house,11/2/10,AL,5,republican,2008,41.5
spencer bachus,r,house,11/2/10,AL,6,republican,1992,71.2
terri sewell,d,house,11/2/10,AL,7,democratic,2002,72.6
don chamberlain,r,house,11/2/10,AL,7,democratic,2002,27.4
don young,r,house,11/2/10,AK,0,republican,1973,69
harry crawford,d,house,11/2/10,AK,0,republican,1973,30.5
paul gosar,r,house,11/2/10,AZ,1,democratic,2008,49.7
ann kirkpatrick,d,house,11/2/10,AZ,1,democratic,2008,43.7
nicole patti,o,house,11/2/10,AZ,1,democratic,2008,6.6
trent franks,r,house,11/2/10,AZ,2,republican,2002,64.9
john thrasher,d,house,11/2/10,AZ,2,republican,2002,31.1
powell gammill,o,house,11/2/10,AZ,2,republican,2002,4
ben quayle,r,house,11/2/10,AZ,3,republican,1994,52.2
jon hulburd,d,house,11/2/10,AZ,3,republican,1994,41.1
michael shoen,o,house,11/2/10,AZ,3,republican,1994,5
leonard clark,o,house,11/2/10,AZ,3,republican,1994,1.6
ed pastor,d,house,11/2/10,AZ,4,democratic,1991,66.9
janet contreras,r,house,11/2/10,AZ,4,democratic,1991,27.5
joe cobb,o,house,11/2/10,AZ,4,democratic,1991,3
rebecca dewitt,o,house,11/2/10,AZ,4,democratic,1991,2.6
david schweikert,r,house,11/2/10,AZ,5,democratic,2006,52
harry mitchell,d,house,11/2/10,AZ,5,democratic,2006,43.2
nick coons,o,house,11/2/10,AZ,5,democratic,2006,4.8
jeff flake,r,house,11/2/10,AZ,6,republican,2000,66.4
rebecca schneider,d,house,11/2/10,AZ,6,republican,2000,29.1
richard grayson,o,house,11/2/10,AZ,6,republican,2000,3.1
darell tapp,o,house,11/2/10,AZ,6,republican,2000,1.4
raul grijalva,d,house,11/2/10,AZ,7,democratic,2002,50.2
ruth mcclung,r,house,11/2/10,AZ,7,democratic,2002,44.2
harley meyer,o,house,11/2/10,AZ,7,democratic,2002,2.8
george keane,o,house,11/2/10,AZ,7,democratic,2002,2.7
gabrielle giffords,d,house,11/2/10,AZ,8,democratic,2006,48.8
jesse kelly,r,house,11/2/10,AZ,8,democratic,2006,47.3
steven stoltz,o,house,11/2/10,AZ,8,democratic,2006,3.9
rick crawford,r,house,11/2/10,AR,1,democratic,1996,51.8
chad causey,d,house,11/2/10,AR,1,democratic,1996,43.5
ken adler,o,house,11/2/10,AR,1,democratic,1996,4.6
tim griffin,r,house,11/2/10,AR,2,democratic,1996,57.9
joyce elliott,d,house,11/2/10,AR,2,democratic,1996,38.3
lance levi,o,house,11/2/10,AR,2,democratic,1996,2.1
lewis kennedy,o,house,11/2/10,AR,2,democratic,1996,1.7
steve womack,r,house,11/2/10,AR,3,republican,2000,72.4
david whitaker,d,house,11/2/10,AR,3,republican,2000,27.6
mike ross,d,house,11/2/10,AR,4,democratic,2000,57.5
beth anne rankin,r,house,11/2/10,AR,4,democratic,2000,40.2
joshua drake,o,house,11/2/10,AR,4,democratic,2000,2.3
mike thompson,d,house,11/2/10,CA,1,democratic,1998,63
loren hanks,r,house,11/2/10,CA,1,democratic,1998,31
carol wolman,o,house,11/2/10,CA,1,democratic,1998,3.5
mike rodrigues,o,house,11/2/10,CA,1,democratic,1998,2.5
wally herger,r,house,11/2/10,CA,2,republican,1988,57.1
jim reed,d,house,11/2/10,CA,2,republican,1988,42.9
dan lungren,r,house,11/2/10,CA,3,republican,2004,50.1
ami bera,d,house,11/2/10,CA,3,republican,2004,43.2
jerry leidecker,o,house,11/2/10,CA,3,republican,2004,2.5
douglas arthur tuma,o,house,11/2/10,CA,3,republican,2004,2.4
mike roskey,o,house,11/2/10,CA,3,republican,2004,1.8
tom mcclintock,r,house,11/2/10,CA,4,republican,2008,61.3
clint curtis,d,house,11/2/10,CA,4,republican,2008,31.4
ben emery,o,house,11/2/10,CA,4,republican,2008,7.3
doris matsui,d,house,11/2/10,CA,5,democratic,2005,72
paul smith,r,house,11/2/10,CA,5,democratic,2005,25.3
gerald allen frink,o,house,11/2/10,CA,5,democratic,2005,2.7
lynn woolsey,d,house,11/2/10,CA,6,democratic,1992,65.9
jim judd,r,house,11/2/10,CA,6,democratic,1992,29.6
eugene ruyle,o,house,11/2/10,CA,6,democratic,1992,2.3
joel smolen,o,house,11/2/10,CA,6,democratic,1992,2.2
george miller,d,house,11/2/10,CA,7,democratic,1974,68.3
rick tubbs,r,house,11/2/10,CA,7,democratic,1974,31.7
nancy pelosi,d,house,11/2/10,CA,8,democratic,1987,80.1
john dennis,r,house,11/2/10,CA,8,democratic,1987,15.1
gloria la riva,o,house,11/2/10,CA,8,democratic,1987,2.5
philip berg,o,house,11/2/10,CA,8,democratic,1987,2.3
barbara lee,d,house,11/2/10,CA,9,democratic,1998,84.3
gerald hashimoto,r,house,11/2/10,CA,9,democratic,1998,10.8
dave heller,o,house,11/2/10,CA,9,democratic,1998,2.3
james eyer,o,house,11/2/10,CA,9,democratic,1998,1.9
larry allen,o,house,11/2/10,CA,9,democratic,1998,0.8
john garamendi,d,house,11/2/10,CA,10,democratic,2009,58.8
gary clift,r,house,11/2/10,CA,10,democratic,2009,37.9
jeremy cloward,o,house,11/2/10,CA,10,democratic,2009,3.3
jerry mcnerney,d,house,11/2/10,CA,11,democratic,2006,48
david harmer,r,house,11/2/10,CA,11,democratic,2006,46.9
david christensen,o,house,11/2/10,CA,11,democratic,2006,5.2
jackie speier,d,house,11/2/10,CA,12,democratic,2008,75.6
mike moloney,r,house,11/2/10,CA,12,democratic,2008,22.1
mark paul williams,o,house,11/2/10,CA,12,democratic,2008,2.3
pete stark,d,house,11/2/10,CA,13,democratic,1972,72
forest baker,r,house,11/2/10,CA,13,democratic,1972,27.7
anna eshoo,d,house,11/2/10,CA,14,democratic,1992,69.1
dave chapman,r,house,11/2/10,CA,14,democratic,1992,27.8
paul lazaga,o,house,11/2/10,CA,14,democratic,1992,3.1
mike honda,d,house,11/2/10,CA,15,democratic,2000,67.6
scott kirkland,r,house,11/2/10,CA,15,democratic,2000,32.4
zoe lofgren,d,house,11/2/10,CA,16,democratic,1994,67.8
daniel sahagun,r,house,11/2/10,CA,16,democratic,1994,24.3
edward gonzalez,o,house,11/2/10,CA,16,democratic,1994,7.9
sam farr,d,house,11/2/10,CA,17,democratic,1992,66.6
jeff taylor,r,house,11/2/10,CA,17,democratic,1992,26.5
mary larkin,o,house,11/2/10,CA,17,democratic,1992,4.9
eric petersen,o,house,11/2/10,CA,17,democratic,1992,1.9
dennis cardoza,d,house,11/2/10,CA,18,democratic,2002,58.5
michael clarke berryhill,r,house,11/2/10,CA,18,democratic,2002,41.5
jeff denham,r,house,11/2/10,CA,19,republican,1994,64.6
loraine goodwin,d,house,11/2/10,CA,19,republican,1994,35.1
jim costa,d,house,11/2/10,CA,20,democratic,2004,51.7
andy vidak,r,house,11/2/10,CA,20,democratic,2004,48.3
devin nunes,r,house,11/2/10,CA,21,republican,2000,61.9
kevin mccarthy,r,house,11/2/10,CA,22,republican,2006,98.8
lois capps,d,house,11/2/10,CA,23,democratic,1998,57.8
tom watson,r,house,11/2/10,CA,23,democratic,1998,37.6
john hager,o,house,11/2/10,CA,23,democratic,1998,2.9
darrell stafford,o,house,11/2/10,CA,23,democratic,1998,1.7
elton gallegly,r,house,11/2/10,CA,24,republican,1986,59.9
timothy allison,d,house,11/2/10,CA,24,republican,1986,40.1
howard mckeon,r,house,11/2/10,CA,25,republican,1992,61.8
jackie conaway,d,house,11/2/10,CA,25,republican,1992,38.2
david dreier,r,house,11/2/10,CA,26,republican,1980,54.1
russ warner,d,house,11/2/10,CA,26,republican,1980,36.5
david miller,o,house,11/2/10,CA,26,republican,1980,6.1
randall weissbuch,o,house,11/2/10,CA,26,republican,1980,3.2
brad sherman,d,house,11/2/10,CA,27,democratic,1996,65.2
mark reed,r,house,11/2/10,CA,27,democratic,1996,34.8
howard berman,d,house,11/2/10,CA,28,democratic,1982,69.5
merlin froyd,r,house,11/2/10,CA,28,democratic,1982,22.4
carlos rodriguez,o,house,11/2/10,CA,28,democratic,1982,8.1
adam schiff,d,house,11/2/10,CA,29,democratic,2000,64.8
john colbert,r,house,11/2/10,CA,29,democratic,2000,32
william cushing,o,house,11/2/10,CA,29,democratic,2000,3.2
henry waxman,d,house,11/2/10,CA,30,democratic,1974,64.6
chuck wilkerson,r,house,11/2/10,CA,30,democratic,1974,31.9
erich miller,o,house,11/2/10,CA,30,democratic,1974,2.1
richard castaldo,o,house,11/2/10,CA,30,democratic,1974,1.3
xavier becerra,d,house,11/2/10,CA,31,democratic,1992,83.8
stephen smith,r,house,11/2/10,CA,31,democratic,1992,16.2
judy chu,d,house,11/2/10,CA,32,democratic,2009,71
ed schmerling,r,house,11/2/10,CA,32,democratic,2009,29
karen bass,d,house,11/2/10,CA,33,democratic,2001,86.1
james andion,r,house,11/2/10,CA,33,democratic,2001,13.9
lucille roybalallard,d,house,11/2/10,CA,34,democratic,1992,77.2
wayne miller,r,house,11/2/10,CA,34,democratic,1992,22.8
maxine waters,d,house,11/2/10,CA,35,democratic,1990,79.3
bruce brown,r,house,11/2/10,CA,35,democratic,1990,20.7
jane harman,d,house,11/2/10,CA,36,democratic,1986,59.6
mattie fein,r,house,11/2/10,CA,36,democratic,1986,34.7
herb peters,o,house,11/2/10,CA,36,democratic,1986,5.6
laura richardson,d,house,11/2/10,CA,37,democratic,2007,68.4
star parker,r,house,11/2/10,CA,37,democratic,2007,23.2
nicholas dibs,o,house,11/2/10,CA,37,democratic,2007,8.4
grace napolitano,d,house,11/2/10,CA,38,democratic,1998,73.5
robert vaughn,r,house,11/2/10,CA,38,democratic,1998,26.5
linda sanchez,d,house,11/2/10,CA,39,democratic,2002,63.3
larry andre,r,house,11/2/10,CA,39,democratic,2002,32.6
john smith,o,house,11/2/10,CA,39,democratic,2002,4.1
ed royce,r,house,11/2/10,CA,40,republican,1992,66.8
christina avalos,d,house,11/2/10,CA,40,republican,1992,33.2
jerry lewis,r,house,11/2/10,CA,41,republican,1978,63.2
pat meagher,d,house,11/2/10,CA,41,republican,1978,36.8
gary miller,r,house,11/2/10,CA,42,republican,1998,62.2
michael williamson,d,house,11/2/10,CA,42,republican,1998,31.9
mark lambert,o,house,11/2/10,CA,42,republican,1998,5.9
joe baca,d,house,11/2/10,CA,43,democratic,1999,65.5
scott folkens,r,house,11/2/10,CA,43,democratic,1999,34.5
ken calvert,r,house,11/2/10,CA,44,republican,1992,55.6
bill hedrick,d,house,11/2/10,CA,44,republican,1992,44.4
mary bono mack,r,house,11/2/10,CA,45,republican,1998,51.5
steve pougnet,d,house,11/2/10,CA,45,republican,1998,42.1
bill lussenheide,o,house,11/2/10,CA,45,republican,1998,6.4
dana rohrabacher,r,house,11/2/10,CA,46,republican,1988,62.2
ken arnold,d,house,11/2/10,CA,46,republican,1988,37.8
loretta sanchez,d,house,11/2/10,CA,47,democratic,1996,53
van tran,r,house,11/2/10,CA,47,democratic,1996,39.3
ceci iglesias,o,house,11/2/10,CA,47,democratic,1996,7.8
john campbell,r,house,11/2/10,CA,48,republican,2005,59.9
beth krom,d,house,11/2/10,CA,48,republican,2005,34.5
mike binkley,o,house,11/2/10,CA,48,republican,2005,3.6
darrell issa,r,house,11/2/10,CA,49,republican,2000,62.8
howard katz,d,house,11/2/10,CA,49,republican,2000,31.5
dion clark,o,house,11/2/10,CA,49,republican,2000,3.5
mike paster,o,house,11/2/10,CA,49,republican,2000,2.3
brian bilbray,r,house,11/2/10,CA,50,republican,2006,56.6
francine busby,d,house,11/2/10,CA,50,republican,2006,39
lars grossmith,o,house,11/2/10,CA,50,republican,2006,2.2
miriam clark,o,house,11/2/10,CA,50,republican,2006,2.2
bob filner,d,house,11/2/10,CA,51,democratic,1992,60.1
nick popaditch,r,house,11/2/10,CA,51,democratic,1992,39.9
duncan d hunter,r,house,11/2/10,CA,52,republican,2008,63.1
ray lutz,d,house,11/2/10,CA,52,republican,2008,32.1
michael benoit,o,house,11/2/10,CA,52,republican,2008,4.9
susan davis,d,house,11/2/10,CA,53,democratic,2000,62.3
michael crimmins,r,house,11/2/10,CA,53,democratic,2000,34
paul dekker,o,house,11/2/10,CA,53,democratic,2000,3.7
diana degette,d,house,11/2/10,CO,1,democratic,1996,67.4
mike fallon,r,house,11/2/10,CO,1,democratic,1996,28.8
gary swing,o,house,11/2/10,CO,1,democratic,1996,1.4
clint jones,o,house,11/2/10,CO,1,democratic,1996,1.4
chris styskal,o,house,11/2/10,CO,1,democratic,1996,1
jared polis,d,house,11/2/10,CO,2,democratic,2008,57.4
stephen bailey,r,house,11/2/10,CO,2,democratic,2008,37.9
jenna goss,o,house,11/2/10,CO,2,democratic,2008,2.7
curtis harris,o,house,11/2/10,CO,2,democratic,2008,2
scott tipton,r,house,11/2/10,CO,3,democratic,2004,50.1
john salazar,d,house,11/2/10,CO,3,democratic,2004,45.8
gregory gilman,o,house,11/2/10,CO,3,democratic,2004,2.2
jake segrest,o,house,11/2/10,CO,3,democratic,2004,1.9
cory gardner,r,house,11/2/10,CO,4,democratic,2008,52.5
betsy markey,d,house,11/2/10,CO,4,democratic,2008,41.4
doug aden,o,house,11/2/10,CO,4,democratic,2008,4.7
ken waskiewicz,o,house,11/2/10,CO,4,democratic,2008,1.5
doug lamborn,r,house,11/2/10,CO,5,republican,2006,65.8
kevin bradley,d,house,11/2/10,CO,5,republican,2006,29.3
brian scott,o,house,11/2/10,CO,5,republican,2006,2.5
jerrell klaver,o,house,11/2/10,CO,5,republican,2006,2.4
mike coffman,r,house,11/2/10,CO,6,republican,2008,65.7
john flerlage,d,house,11/2/10,CO,6,republican,2008,31.5
rob mcnealy,o,house,11/2/10,CO,6,republican,2008,2.8
ed perlmutter,d,house,11/2/10,CO,7,democratic,2006,53.4
ryan frazier,r,house,11/2/10,CO,7,democratic,2006,41.8
buck bailey,o,house,11/2/10,CO,7,democratic,2006,4.8
john larson,d,house,11/2/10,CT,1,democratic,1998,61.3
ann brickley,r,house,11/2/10,CT,1,democratic,1998,37.2
kenneth krayeske,o,house,11/2/10,CT,1,democratic,1998,1.1
christopher hutchinson,o,house,11/2/10,CT,1,democratic,1998,0.4
joe courtney,d,house,11/2/10,CT,2,democratic,2006,59.9
janet peckinpaugh,r,house,11/2/10,CT,2,democratic,2006,38.8
scott deshefy,o,house,11/2/10,CT,2,democratic,2006,1.3
rosa delauro,d,house,11/2/10,CT,3,democratic,1990,65.1
larry labriola,r,house,11/2/10,CT,3,democratic,1990,33.6
charles pillsbury,o,house,11/2/10,CT,3,democratic,1990,1.3
jim himes,d,house,11/2/10,CT,4,democratic,2008,53.1
dan debicella,r,house,11/2/10,CT,4,democratic,2008,46.9
chris murphy,d,house,11/2/10,CT,5,democratic,2006,54.1
sam caligiuri,r,house,11/2/10,CT,5,democratic,2006,45.9
john carney,d,house,11/2/10,DE,0,republican,1992,56.8
glen urquhart,r,house,11/2/10,DE,0,republican,1992,41
earl lofland,o,house,11/2/10,DE,0,republican,1992,1.2
brent wangen,o,house,11/2/10,DE,0,republican,1992,0.6
jeffrey brown,o,house,11/2/10,DE,0,republican,1992,0.4
jeff miller,r,house,11/2/10,FL,1,republican,2001,80
joe cantrell,o,house,11/2/10,FL,1,republican,2001,10.9
john krause,o,house,11/2/10,FL,1,republican,2001,8.6
steve southerland,r,house,11/2/10,FL,2,democratic,1996,53.6
allen boyd,d,house,11/2/10,FL,2,democratic,1996,41.4
paul mckain,o,house,11/2/10,FL,2,democratic,1996,2.8
