,race_name,race_type,state,top_candidates,pollster,poll_results,poll_leader,poll_spread,date,winner,district
638,pennsylvania governor,governor,PA,"['corbett', 'onorato']",suffolk university,"{'corbett': 47.0, 'onorato': 40.0}",corbett,7.0,2010-09-28,corbett,0
639,colorado governor,governor,CO,"['hickenlooper', 'tancredo']",fox news/por-rasmussen,"{'hickenlooper': 44.0, 'tancredo': 34.0, 'maes': 15.0}",hickenlooper,10.0,2010-09-28,hickenlooper,0
640,illinois governor,governor,IL,"['brady', 'quinn']",fox news/por-rasmussen,"{'brady': 46.0, 'quinn': 36.0}",brady,10.0,2010-09-28,<BLANK>,0
641,wisconsin governor,governor,WI,"['walker', 'barrett']",fox news/por-rasmussen,"{'walker': 49.0, 'barrett': 45.0}",walker,4.0,2010-09-28,walker,0
642,ohio governor,governor,OH,"['kasich', 'strickland']",reuters/ipsos,"{'kasich': 47.0, 'strickland': 46.0}",kasich,1.0,2010-09-28,kasich,0
643,connecticut governor,governor,CT,"['malloy', 'foley']",rasmussen reports,"{'malloy': 50.0, 'foley': 40.0}",malloy,10.0,2010-09-28,malloy,0
644,ohio governor,governor,OH,"['kasich', 'strickland']",fox news/por-rasmussen,"{'kasich': 45.0, 'strickland': 43.0}",kasich,2.0,2010-09-28,kasich,0
645,georgia governor,governor,GA,"['deal', 'barnes']",insider advantage,"{'deal': 45.0, 'barnes': 37.0}",deal,8.0,2010-09-28,deal,0
646,ohio governor,governor,OH,"['kasich', 'strickland']",cbs news/ny times,"{'kasich': 43.0, 'strickland': 42.0}",kasich,1.0,2010-09-28,kasich,0
647,new mexico governor,governor,NM,"['martinez', 'denish']",daily kos/ppp (d),"{'martinez': 50.0, 'denish': 42.0}",martinez,8.0,2010-09-29,martinez,0
648,maine governor,governor,ME,"['mitchell', 'lepage']",critical insights,"{'lepage': 29.0, 'mitchell': 30.0, 'cutler': 9.0}",mitchell,1.0,2010-09-29,lepage,0
649,connecticut governor,governor,CT,"['malloy', 'foley']",quinnipiac,"{'malloy': 45.0, 'foley': 42.0}",malloy,3.0,2010-09-29,malloy,0
650,arkansas governor,governor,AR,"['beebe', 'keet']",talk business poll,"{'beebe': 49.0, 'keet': 35.0}",beebe,14.0,2010-09-29,<BLANK>,0
651,alaska governor,governor,AK,"['parnell', 'berkowitz']",cnn/time,"{'parnell': 57.0, 'berkowitz': 38.0}",parnell,19.0,2010-09-29,<BLANK>,0
652,minnesota governor,governor,MN,"['dayton', 'emmer']",minn. public radio,"{'dayton': 38.0, 'emmer': 27.0, 'horner': 16.0}",dayton,11.0,2010-09-29,dayton,0
653,pennsylvania governor,governor,PA,"['corbett', 'onorato']",susquehanna,"{'corbett': 46.0, 'onorato': 40.0}",corbett,6.0,2010-09-29,corbett,0
654,florida governor,governor,FL,"['scott', 'sink']",cnn/time,"{'sink': 45.0, 'scott': 47.0}",scott,2.0,2010-09-29,scott,0
655,california governor,governor,CA,"['brown', 'whitman']",cnn/time,"{'brown': 52.0, 'whitman': 43.0}",brown,9.0,2010-09-29,brown,0
656,ohio governor,governor,OH,"['kasich', 'strickland']",rasmussen reports,"{'kasich': 50.0, 'strickland': 42.0}",kasich,8.0,2010-09-29,kasich,0
657,illinois governor,governor,IL,"['brady', 'quinn']",cnn/time,"{'brady': 40.0, 'quinn': 38.0}",brady,2.0,2010-09-29,<BLANK>,0
658,pennsylvania governor,governor,PA,"['corbett', 'onorato']",franklin & marshall,"{'corbett': 36.0, 'onorato': 32.0}",corbett,4.0,2010-09-29,corbett,0
659,maryland governor,governor,MD,"[""o'malley"", 'ehrlich']",washington post,"{""o'malley"": 52.0, 'ehrlich': 41.0}",o'malley,11.0,2010-09-29,<BLANK>,0
660,florida governor,governor,FL,"['scott', 'sink']",cnn/time,"{'scott': 47.0, 'sink': 45.0}",scott,2.0,2010-09-29,scott,0
661,california governor,governor,CA,"['whitman', 'brown']",ppic,"{'brown': 37.0, 'whitman': 38.0}",whitman,1.0,2010-09-30,brown,0
662,new york governor,governor,NY,"['cuomo', 'paladino']",marist,"{'cuomo': 53.0, 'paladino': 38.0}",cuomo,15.0,2010-09-30,cuomo,0
663,nevada governor,governor,NV,"['sandoval', 'reid']",rasmussen reports,"{'sandoval': 53.0, 'reid': 40.0}",sandoval,13.0,2010-09-30,sandoval,0
664,south carolina governor,governor,SC,"['haley', 'sheheen']",hamilton campaigns (d),"{'haley': 51.0, 'sheheen': 41.0}",haley,10.0,2010-09-30,haley,0
665,illinois governor,governor,IL,"['brady', 'quinn']",ppp (d),"{'brady': 42.0, 'quinn': 35.0}",brady,7.0,2010-09-30,<BLANK>,0
666,massachusetts governor,governor,MA,"['patrick', 'baker']",rasmussen reports,"{'patrick': 47.0, 'baker': 42.0, 'cahill': 6.0}",patrick,5.0,2010-09-30,baker,0
667,florida governor,governor,FL,"['scott', 'sink']",quinnipiac,"{'sink': 43.0, 'scott': 49.0}",scott,6.0,2010-10-01,scott,0
668,florida governor,governor,FL,"['scott', 'sink']",rasmussen reports,"{'sink': 41.0, 'scott': 46.0}",scott,5.0,2010-10-01,scott,0
669,illinois governor,governor,IL,"['quinn', 'brady']",chicago tribune,"{'brady': 38.0, 'quinn': 39.0}",quinn,1.0,2010-10-01,<BLANK>,0
670,florida governor,governor,FL,"['scott', 'sink']",quinnipiac,"{'scott': 49.0, 'sink': 43.0}",scott,6.0,2010-10-01,scott,0
671,wisconsin governor,governor,WI,"['walker', 'barrett']",rasmussen reports,"{'walker': 50.0, 'barrett': 44.0}",walker,6.0,2010-10-01,walker,0
672,rhode island governor,governor,RI,"['caprio', 'chafee']",wpri/fleming,"{'caprio': 33.0, 'chafee': 30.0, 'robitaille': 19.0}",caprio,3.0,2010-10-01,chafee,0
673,florida governor,governor,FL,"['scott', 'sink']",rasmussen reports,"{'scott': 46.0, 'sink': 41.0}",scott,5.0,2010-10-01,scott,0
674,colorado governor,governor,CO,"['hickenlooper', 'tancredo']",mcclatchy/marist,"{'hickenlooper': 48.0, 'tancredo': 29.0, 'maes': 19.0}",hickenlooper,19.0,2010-10-02,hickenlooper,0
675,new mexico governor,governor,NM,"['martinez', 'denish']",rasmussen reports,"{'martinez': 51.0, 'denish': 41.0}",martinez,10.0,2010-10-02,martinez,0
676,pennsylvania governor,governor,PA,"['corbett', 'onorato']",mcclatchy/marist,"{'corbett': 53.0, 'onorato': 41.0}",corbett,12.0,2010-10-02,corbett,0
677,pennsylvania governor,governor,PA,"['corbett', 'onorato']",rasmussen reports,"{'corbett': 53.0, 'onorato': 41.0}",corbett,12.0,2010-10-02,corbett,0
678,new hampshire governor,governor,NH,"['lynch', 'stephen']",wmur/unh,"{'lynch': 51.0, 'stephen': 34.0}",lynch,17.0,2010-10-02,<BLANK>,0
679,arkansas governor,governor,AR,"['beebe', 'keet']",rasmussen reports,"{'beebe': 51.0, 'keet': 41.0}",beebe,10.0,2010-10-03,<BLANK>,0
680,new mexico governor,governor,NM,"['martinez', 'denish']",albuquerque journal,"{'martinez': 49.0, 'denish': 42.0}",martinez,7.0,2010-10-03,martinez,0
681,colorado governor,governor,CO,"['hickenlooper', 'tancredo']",denver post/surveyusa,"{'hickenlooper': 46.0, 'tancredo': 34.0, 'maes': 15.0}",hickenlooper,12.0,2010-10-03,hickenlooper,0
682,wyoming governor,governor,WY,"['mead', 'petersen']",rasmussen reports,"{'mead': 61.0, 'petersen': 25.0}",mead,36.0,2010-10-03,mead,0
683,california governor,governor,CA,"['brown', 'whitman']",surveyusa,"{'brown': 47.0, 'whitman': 43.0}",brown,4.0,2010-10-04,brown,0
684,california governor,governor,CA,"['brown', 'whitman']",rasmussen reports,"{'brown': 49.0, 'whitman': 44.0}",brown,5.0,2010-10-04,brown,0
685,illinois governor,governor,IL,"['quinn', 'brady']",suffolk university,"{'brady': 37.0, 'quinn': 43.0}",quinn,6.0,2010-10-04,<BLANK>,0
686,colorado governor,governor,CO,"['hickenlooper', 'tancredo']",rasmussen reports,"{'hickenlooper': 43.0, 'tancredo': 35.0, 'maes': 16.0}",hickenlooper,8.0,2010-10-04,hickenlooper,0
687,arizona governor,governor,AZ,"['brewer', 'goddard']",rasmussen reports,"{'brewer': 55.0, 'goddard': 39.0}",brewer,16.0,2010-10-05,<BLANK>,0
688,texas governor,governor,TX,"['perry', 'white']",wfaa/belo,"{'perry': 50.0, 'white': 36.0}",perry,14.0,2010-10-05,<BLANK>,0
689,connecticut governor,governor,CT,"['malloy', 'foley']",ct capitol report/mrg,"{'malloy': 48.0, 'foley': 45.0}",malloy,3.0,2010-10-05,malloy,0
690,connecticut governor,governor,CT,"['malloy', 'foley']",fox news/por-rasmussen,"{'malloy': 47.0, 'foley': 41.0}",malloy,6.0,2010-10-05,malloy,0
691,rhode island governor,governor,RI,"['caprio', 'chafee']",brown university,"{'caprio': 30.0, 'chafee': 23.0, 'robitaille': 14.0}",caprio,7.0,2010-10-05,chafee,0
692,florida governor,governor,FL,"['scott', 'sink']",fl coc/pos (r),"{'sink': 42.0, 'scott': 46.0}",scott,4.0,2010-10-05,scott,0
693,florida governor,governor,FL,"['scott', 'sink']",sunshine state news/vss,"{'sink': 42.0, 'scott': 44.0}",scott,2.0,2010-10-05,scott,0
694,pennsylvania governor,governor,PA,"['corbett', 'onorato']",morning call,"{'corbett': 47.0, 'onorato': 37.0}",corbett,10.0,2010-10-05,corbett,0
695,maryland governor,governor,MD,"[""o'malley"", 'ehrlich']",rasmussen reports,"{""o'malley"": 49.0, 'ehrlich': 41.0}",o'malley,8.0,2010-10-05,<BLANK>,0
696,new york governor,governor,NY,"['cuomo', 'paladino']",ppp (d),"{'cuomo': 53.0, 'paladino': 38.0}",cuomo,15.0,2010-10-05,cuomo,0
697,new york governor,governor,NY,"['cuomo', 'paladino']",siena,"{'cuomo': 56.0, 'paladino': 32.0}",cuomo,24.0,2010-10-05,cuomo,0
698,ohio governor,governor,OH,"['kasich', 'strickland']",fox news/por-rasmussen,"{'kasich': 49.0, 'strickland': 43.0}",kasich,6.0,2010-10-05,kasich,0
699,ohio governor,governor,OH,"['kasich', 'strickland']",quinnipiac,"{'kasich': 50.0, 'strickland': 41.0}",kasich,9.0,2010-10-05,kasich,0
700,florida governor,governor,FL,"['scott', 'sink']",fl coc/pos (r),"{'scott': 46.0, 'sink': 42.0}",scott,4.0,2010-10-05,scott,0
701,florida governor,governor,FL,"['scott', 'sink']",sunshine state news/vss,"{'scott': 44.0, 'sink': 42.0}",scott,2.0,2010-10-05,scott,0
702,pennsylvania governor,governor,PA,"['corbett', 'onorato']",morning call,"{'corbett': 47.0, 'onorato': 36.0}",corbett,11.0,2010-10-05,corbett,0
703,california governor,governor,CA,"['brown', 'whitman']",reuters/ipsos,"{'brown': 50.0, 'whitman': 43.0}",brown,7.0,2010-10-05,brown,0
704,south carolina governor,governor,SC,"['haley', 'sheheen']",hamilton campaigns (d),"{'haley': 49.0, 'sheheen': 44.0}",haley,5.0,2010-10-06,haley,0
705,new york governor,governor,NY,"['cuomo', 'paladino']",cnn/time,"{'cuomo': 55.0, 'paladino': 41.0}",cuomo,14.0,2010-10-06,cuomo,0
706,rhode island governor,governor,RI,"['chafee', 'caprio']",rasmussen reports,"{'caprio': 30.0, 'chafee': 33.0, 'robitaille': 22.0}",chafee,3.0,2010-10-06,chafee,0
707,florida governor,governor,FL,"['sink', 'scott']",tcpalm.com/zogby,"{'sink': 41.0, 'scott': 39.0}",sink,2.0,2010-10-06,scott,0
708,hawaii governor,governor,HI,"['abercrombie', 'aiona']",daily kos/ppp (d),"{'abercrombie': 49.0, 'aiona': 47.0}",abercrombie,2.0,2010-10-06,abercrombie,0
709,texas governor,governor,TX,"['perry', 'white']",texas lyceum,"{'perry': 48.0, 'white': 43.0}",perry,5.0,2010-10-06,<BLANK>,0
710,nevada governor,governor,NV,"['sandoval', 'reid']",cnn/time,"{'sandoval': 56.0, 'reid': 33.0}",sandoval,23.0,2010-10-06,sandoval,0
711,connecticut governor,governor,CT,"['malloy', 'foley']",cnn/time,"{'malloy': 50.0, 'foley': 42.0}",malloy,8.0,2010-10-06,malloy,0
712,connecticut governor,governor,CT,"['malloy', 'foley']",ppp (d),"{'malloy': 50.0, 'foley': 40.0}",malloy,10.0,2010-10-06,malloy,0
713,illinois governor,governor,IL,"['brady', 'quinn']",rasmussen reports,"{'brady': 46.0, 'quinn': 38.0}",brady,8.0,2010-10-06,<BLANK>,0
714,florida governor,governor,FL,"['sink', 'scott']",tcpalm.com/zogby,"{'scott': 39.0, 'sink': 41.0}",sink,2.0,2010-10-06,scott,0
715,texas governor,governor,TX,"['perry', 'white']",rasmussen reports,"{'perry': 53.0, 'white': 42.0}",perry,11.0,2010-10-07,<BLANK>,0
716,new york governor,governor,NY,"['cuomo', 'paladino']",quinnipiac,"{'cuomo': 55.0, 'paladino': 37.0}",cuomo,18.0,2010-10-07,cuomo,0
717,connecticut governor,governor,CT,"['malloy', 'foley']",rasmussen reports,"{'malloy': 49.0, 'foley': 44.0}",malloy,5.0,2010-10-07,malloy,0
718,new hampshire governor,governor,NH,"['lynch', 'stephen']",arg,"{'lynch': 51.0, 'stephen': 41.0}",lynch,10.0,2010-10-07,<BLANK>,0
719,georgia governor,governor,GA,"['deal', 'barnes']",rasmussen reports,"{'deal': 50.0, 'barnes': 41.0}",deal,9.0,2010-10-07,deal,0
720,colorado governor,governor,CO,"['hickenlooper', 'tancredo']",ppp (d),"{'hickenlooper': 47.0, 'tancredo': 33.0, 'maes': 13.0}",hickenlooper,14.0,2010-10-07,hickenlooper,0
721,ohio governor,governor,OH,"['kasich', 'strickland']",suffolk university,"{'kasich': 46.0, 'strickland': 42.0}",kasich,4.0,2010-10-07,kasich,0
722,utah governor special election,governor,UT,"['herbert', 'corroon']",utahpolicy/western wats,"{'herbert': 58.0, 'corroon': 27.0}",herbert,31.0,2010-10-07,<BLANK>,0
723,florida governor,governor,FL,"['sink', 'scott']",mason-dixon,"{'sink': 44.0, 'scott': 40.0}",sink,4.0,2010-10-08,scott,0
724,nevada governor,governor,NV,"['sandoval', 'reid']",rasmussen reports,"{'sandoval': 53.0, 'reid': 40.0}",sandoval,13.0,2010-10-08,sandoval,0
725,minnesota governor,governor,MN,"['dayton', 'emmer']",rasmussen reports,"{'dayton': 40.0, 'emmer': 38.0, 'horner': 15.0}",dayton,2.0,2010-10-08,dayton,0
726,south dakota governor,governor,SD,"['daugaard', 'heidepriem']",rasmussen reports,"{'daugaard': 57.0, 'heidepriem': 33.0}",daugaard,24.0,2010-10-09,daugaard,0
727,new york governor,governor,NY,"['cuomo', 'paladino']",surveyusa,"{'cuomo': 57.0, 'paladino': 34.0}",cuomo,23.0,2010-10-09,cuomo,0
728,michigan governor,governor,MI,"['snyder', 'bernero']",epic-mra,"{'snyder': 49.0, 'bernero': 29.0}",snyder,20.0,2010-10-10,snyder,0
729,nebraska governor,governor,NE,"['heineman', 'meister']",rasmussen reports,"{'heineman': 66.0, 'meister': 24.0}",heineman,42.0,2010-10-10,<BLANK>,0
730,maine governor,governor,ME,"['lepage', 'mitchell']",pinetreepolitics/mecpo,"{'lepage': 30.0, 'mitchell': 29.0, 'cutler': 11.0}",lepage,1.0,2010-10-10,lepage,0
731,florida governor,governor,FL,"['scott', 'sink']",rasmussen reports,"{'sink': 47.0, 'scott': 50.0}",scott,3.0,2010-10-11,scott,0
732,oregon governor,governor,OR,"['kitzhaber', 'dudley']",rasmussen reports,"{'kitzhaber': 48.0, 'dudley': 46.0}",kitzhaber,2.0,2010-10-11,kitzhaber,0
733,arizona governor,governor,AZ,"['brewer', 'goddard']",behavior research center,"{'brewer': 46.0, 'goddard': 35.0}",brewer,11.0,2010-10-11,<BLANK>,0
734,georgia governor,governor,GA,"['deal', 'barnes']",insider advantage,"{'deal': 49.0, 'barnes': 41.0}",deal,8.0,2010-10-11,deal,0
735,tennessee governor,governor,TN,"['haslam', 'mcwherter']",rasmussen reports,"{'haslam': 59.0, 'mcwherter': 31.0}",haslam,28.0,2010-10-11,haslam,0
736,new mexico governor,governor,NM,"['martinez', 'denish']",rasmussen reports,"{'martinez': 52.0, 'denish': 43.0}",martinez,9.0,2010-10-11,martinez,0
737,florida governor,governor,FL,"['scott', 'sink']",quinnipiac,"{'sink': 44.0, 'scott': 45.0}",scott,1.0,2010-10-12,scott,0
738,connecticut governor,governor,CT,"['malloy', 'foley']",fox news/por-rasmussen,"{'malloy': 45.0, 'foley': 41.0}",malloy,4.0,2010-10-12,malloy,0
739,ohio governor,governor,OH,"['kasich', 'strickland']",fox news/por-rasmussen,"{'kasich': 47.0, 'strickland': 42.0}",kasich,5.0,2010-10-12,kasich,0
740,new hampshire governor,governor,NH,"['lynch', 'stephen']",rasmussen reports,"{'lynch': 53.0, 'stephen': 43.0}",lynch,10.0,2010-10-12,<BLANK>,0
741,michigan governor,governor,MI,"['snyder', 'bernero']",baydoun/foster (d),"{'snyder': 50.0, 'bernero': 37.0}",snyder,13.0,2010-10-12,snyder,0
742,alaska governor,governor,AK,"['parnell', 'berkowitz']",daily kos/ppp (d),"{'parnell': 51.0, 'berkowitz': 42.0}",parnell,9.0,2010-10-12,<BLANK>,0
743,wisconsin governor,governor,WI,"['walker', 'barrett']",reuters/ipsos,"{'walker': 52.0, 'barrett': 42.0}",walker,10.0,2010-10-12,walker,0
744,illinois governor,governor,IL,"['brady', 'quinn']",the simon poll/siu,"{'brady': 38.0, 'quinn': 30.0}",brady,8.0,2010-10-13,<BLANK>,0
745,wisconsin governor,governor,WI,"['walker', 'barrett']",rasmussen reports,"{'walker': 51.0, 'barrett': 42.0}",walker,9.0,2010-10-13,walker,0
746,south carolina governor,governor,SC,"['haley', 'sheheen']",winthrop,"{'haley': 46.0, 'sheheen': 37.0}",haley,9.0,2010-10-13,haley,0
747,wisconsin governor,governor,WI,"['walker', 'barrett']",cnn/time,"{'walker': 52.0, 'barrett': 44.0}",walker,8.0,2010-10-13,walker,0
748,maine governor,governor,ME,"['lepage', 'mitchell']",rasmussen reports,"{'lepage': 35.0, 'mitchell': 32.0, 'cutler': 21.0}",lepage,3.0,2010-10-13,lepage,0
749,ohio governor,governor,OH,"['kasich', 'strickland']",rasmussen reports,"{'kasich': 48.0, 'strickland': 45.0}",kasich,3.0,2010-10-13,kasich,0
750,florida governor,governor,FL,"['sink', 'scott']",ppp (d),"{'sink': 46.0, 'scott': 41.0}",sink,5.0,2010-10-13,scott,0
751,rhode island governor,governor,RI,"['caprio', 'chafee']",nbc 10/quest research,"{'caprio': 37.0, 'chafee': 33.0, 'robitaille': 22.0}",caprio,4.0,2010-10-13,chafee,0
752,michigan governor,governor,MI,"['snyder', 'bernero']",mitchell research,"{'snyder': 52.0, 'bernero': 32.0}",snyder,20.0,2010-10-13,snyder,0
753,oklahoma governor,governor,OK,"['fallin', 'askins']",sooner poll,"{'fallin': 54.0, 'askins': 38.0}",fallin,16.0,2010-10-13,fallin,0
754,nevada governor,governor,NV,"['sandoval', 'reid']",suffolk university,"{'sandoval': 50.0, 'reid': 39.0}",sandoval,11.0,2010-10-13,sandoval,0
755,pennsylvania governor,governor,PA,"['corbett', 'onorato']",magellan strategies (r),"{'corbett': 48.0, 'onorato': 38.0}",corbett,10.0,2010-10-14,corbett,0
756,maine governor,governor,ME,"['lepage', 'mitchell']",critical insights,"{'lepage': 32.0, 'mitchell': 26.0, 'cutler': 11.0}",lepage,6.0,2010-10-14,lepage,0
757,illinois governor,governor,IL,"['brady', 'quinn']",rasmussen reports,"{'brady': 46.0, 'quinn': 40.0}",brady,6.0,2010-10-14,<BLANK>,0
758,hawaii governor,governor,HI,"['abercrombie', 'aiona']",rasmussen reports,"{'abercrombie': 49.0, 'aiona': 47.0}",abercrombie,2.0,2010-10-14,abercrombie,0
759,massachusetts governor,governor,MA,"['patrick', 'baker']",suffolk/7news,"{'patrick': 46.0, 'baker': 39.0, 'cahill': 10.0}",patrick,7.0,2010-10-14,baker,0
760,hawaii governor,governor,HI,"['abercrombie', 'aiona']",aloha vote/mrg,"{'abercrombie': 47.0, 'aiona': 44.0}",abercrombie,3.0,2010-10-14,abercrombie,0
761,nevada governor,governor,NV,"['sandoval', 'reid']",ppp (d),"{'sandoval': 52.0, 'reid': 43.0}",sandoval,9.0,2010-10-14,sandoval,0
762,nevada governor,governor,NV,"['sandoval', 'reid']",rasmussen reports,"{'sandoval': 55.0, 'reid': 40.0}",sandoval,15.0,2010-10-14,sandoval,0
763,kansas governor,governor,KS,"['brownback', 'holland']",surveyusa,"{'brownback': 60.0, 'holland': 32.0}",brownback,28.0,2010-10-14,brownback,0
764,california governor,governor,CA,"['brown', 'whitman']",reuters/ipsos,"{'brown': 48.0, 'whitman': 44.0}",brown,4.0,2010-10-15,brown,0
765,california governor,governor,CA,"['brown', 'whitman']",rasmussen reports,"{'brown': 50.0, 'whitman': 44.0}",brown,6.0,2010-10-15,brown,0
766,florida governor,governor,FL,"['sink', 'scott']",sunshine state news/vss,"{'sink': 48.0, 'scott': 45.0}",sink,3.0,2010-10-15,scott,0
767,ohio governor,governor,OH,"['kasich', 'strickland']",ohio poll/univ of cin.,"{'kasich': 51.0, 'strickland': 43.0}",kasich,8.0,2010-10-15,kasich,0
768,connecticut governor,governor,CT,"['malloy', 'foley']",quinnipiac,"{'malloy': 49.0, 'foley': 42.0}",malloy,7.0,2010-10-15,malloy,0
769,colorado governor,governor,CO,"['hickenlooper', 'tancredo']",rasmussen reports,"{'hickenlooper': 42.0, 'tancredo': 38.0, 'maes': 12.0}",hickenlooper,4.0,2010-10-15,hickenlooper,0
770,minnesota governor,governor,MN,"['dayton', 'emmer']",surveyusa,"{'dayton': 42.0, 'emmer': 37.0, 'horner': 14.0}",dayton,5.0,2010-10-15,dayton,0
771,vermont governor,governor,VT,"['dubie', 'shumlin']",vpr/mason-dixon,"{'dubie': 44.0, 'shumlin': 43.0}",dubie,1.0,2010-10-15,shumlin,0
772,pennsylvania governor,governor,PA,"['corbett', 'onorato']",rasmussen reports,"{'corbett': 54.0, 'onorato': 40.0}",corbett,14.0,2010-10-15,corbett,0
773,nevada governor,governor,NV,"['sandoval', 'reid']",lvrj/mason-dixon,"{'sandoval': 52.0, 'reid': 37.0}",sandoval,15.0,2010-10-15,sandoval,0
774,michigan governor,governor,MI,"['snyder', 'bernero']",baydoun/foster (d),"{'snyder': 54.0, 'bernero': 33.0}",snyder,21.0,2010-10-15,snyder,0
775,new york governor,governor,NY,"['cuomo', 'paladino']",surveyusa,"{'cuomo': 59.0, 'paladino': 33.0}",cuomo,26.0,2010-10-15,cuomo,0
776,new mexico governor,governor,NM,"['martinez', 'denish']",surveyusa,"{'martinez': 54.0, 'denish': 42.0}",martinez,12.0,2010-10-16,martinez,0
777,oregon governor,governor,OR,"['kitzhaber', 'dudley']",surveyusa,"{'kitzhaber': 46.0, 'dudley': 45.0}",kitzhaber,1.0,2010-10-16,kitzhaber,0
778,alaska governor,governor,AK,"['parnell', 'berkowitz']",rasmussen reports,"{'parnell': 52.0, 'berkowitz': 39.0}",parnell,13.0,2010-10-16,<BLANK>,0
779,utah governor special election,governor,UT,"['herbert', 'corroon']",rasmussen reports,"{'herbert': 66.0, 'corroon': 29.0}",herbert,37.0,2010-10-16,<BLANK>,0
780,connecticut governor,governor,CT,"['malloy', 'foley']",rasmussen reports,"{'malloy': 49.0, 'foley': 45.0}",malloy,4.0,2010-10-17,malloy,0
781,new york governor,governor,NY,"['cuomo', 'paladino']",new york times,"{'cuomo': 59.0, 'paladino': 24.0}",cuomo,35.0,2010-10-18,cuomo,0
782,massachusetts governor,governor,MA,"['patrick', 'baker']",rasmussen reports,"{'patrick': 47.0, 'baker': 42.0, 'cahill': 6.0}",patrick,5.0,2010-10-18,baker,0
783,new hampshire governor,governor,NH,"['lynch', 'stephen']",wmur/unh,"{'lynch': 51.0, 'stephen': 38.0}",lynch,13.0,2010-10-18,<BLANK>,0
784,utah governor special election,governor,UT,"['herbert', 'corroon']",deseret news,"{'herbert': 58.0, 'corroon': 33.0}",herbert,25.0,2010-10-18,<BLANK>,0
785,minnesota governor,governor,MN,"['walz', 'swanson']",star tribune/mason-dixon,"{'walz': 21.0, 'swanson': 16.0, 'coleman': 12.0, 'otto': 9.0, 'murphy': 6.0, 'thissen': 4.0, 'liebling': 2.0}",walz,5.0,2011-01-20,<BLANK>,0
786,minnesota governor,governor,MN,"['johnson', 'daudt']",star tribune/mason-dixon,"{'johnson': 24.0, 'daudt': 14.0, 'rosen': 4.0, 'downey': 1.0, 'stephens': 1.0}",johnson,10.0,2011-01-20,<BLANK>,0
787,michigan governor,governor,MI,"['whitmer', 'schuette']",detroit news/wdiv-tv,"{'whitmer': 40.0, 'schuette': 33.0}",whitmer,7.0,2011-01-25,<BLANK>,0
788,illinois governor,governor,IL,"['pritzker', 'biss']",weaskamerica,"{'pritzker': 30.0, 'biss': 17.0, 'kennedy': 12.0, 'hardiman': 2.0, 'daiber': 1.0, 'marshall': 1.0}",pritzker,13.0,2011-01-31,<BLANK>,0
789,iowa governor,governor,IA,"['reynolds', 'boulton']",des moines register,"{'reynolds': 41.0, 'boulton': 37.0}",reynolds,4.0,2011-02-07,reynolds,0
790,new hampshire governor,governor,NH,"['sununu', 'marchand']",unh,"{'sununu': 42.0, 'marchand': 28.0}",sununu,14.0,2011-02-13,sununu,0
791,new hampshire governor,governor,NH,"['sununu', 'ostern']",unh,"{'sununu': 41.0, 'ostern': 31.0}",sununu,10.0,2011-02-13,sununu,0
792,new hampshire governor,governor,NH,"['sununu', 'connolly']",unh,"{'sununu': 41.0, 'connolly': 29.0}",sununu,12.0,2011-02-13,sununu,0
793,texas governor,governor,TX,"['abbott', 'krueger']",ut/texas tribune,"{'abbott': 95.0, 'krueger': 5.0}",abbott,90.0,2011-02-19,abbott,0
794,texas governor,governor,TX,"['valdez', 'white']",ut/texas tribune,"{'valdez': 43.0, 'white': 24.0, 'yarbrough': 7.0, 'wakely': 7.0, 'ocegueda': 5.0, 'payne': 5.0, 'davis': 4.0, 'mumbach': 3.0, 'clark': 1.0}",valdez,19.0,2011-02-19,<BLANK>,0
795,missouri governor,governor,MO,"['nixon', 'kinder']",ppp (d),"{'nixon': 45.0, 'kinder': 38.0}",nixon,7.0,2011-03-11,<BLANK>,0
796,north carolina governor,governor,NC,"['mccrory', 'perdue']",ppp (d),"{'mccrory': 50.0, 'perdue': 36.0}",mccrory,14.0,2011-03-22,mccrory,0
797,kentucky governor,governor,KY,"['beshear', 'williams']",surveyusa,"{'beshear': 51.0, 'williams': 39.0}",beshear,12.0,2011-04-14,<BLANK>,0
798,kentucky governor,governor,KY,"['williams', 'moffett']",surveyusa,"{'williams': 49.0, 'moffett': 14.0, 'holsclaw': 12.0}",williams,35.0,2011-04-14,<BLANK>,0
799,north carolina governor,governor,NC,"['mccrory', 'perdue']",surveyusa,"{'mccrory': 51.0, 'perdue': 39.0}",mccrory,12.0,2011-04-15,mccrory,0
800,north carolina governor,governor,NC,"['mccrory', 'perdue']",ppp (d),"{'mccrory': 49.0, 'perdue': 38.0}",mccrory,11.0,2011-04-20,mccrory,0
801,west virginia governor,governor,WV,"['tomblin', 'maloney']",ppp (d),"{'tomblin': 56.0, 'maloney': 23.0}",tomblin,33.0,2011-04-27,<BLANK>,0
802,west virginia governor,governor,WV,"['tomblin', 'ireland']",ppp (d),"{'tomblin': 51.0, 'ireland': 29.0}",tomblin,22.0,2011-04-27,<BLANK>,0
803,kentucky governor,governor,KY,"['williams', 'moffett']",surveyusa,"{'williams': 47.0, 'moffett': 21.0, 'holsclaw': 12.0}",williams,26.0,2011-05-12,<BLANK>,0
804,west virginia governor,governor,WV,"['tomblin', 'maloney']",ppp (d),"{'tomblin': 45.0, 'maloney': 30.0}",tomblin,15.0,2011-05-17,<BLANK>,0
