,race_name,race_type,state,top_candidates,pollster,poll_results,poll_leader,poll_spread,date,winner,district
1288,florida governor,governor,FL,"['scott', 'crist']",surveyusa,"{'crist': 40.0, 'scott': 42.0}",scott,2.0,2014-05-27,<BLANK>,0
1289,michigan governor,governor,MI,"['snyder', 'schauer']",epic-mra,"{'snyder': 47.0, 'schauer': 38.0}",snyder,9.0,2014-05-27,<BLANK>,0
1290,georgia governor,governor,GA,"['carter', 'deal']",rasmussen reports,"{'deal': 41.0, 'carter': 48.0}",carter,7.0,2014-05-27,<BLANK>,0
1291,michigan governor,governor,MI,"['snyder', 'schauer']",detroit news,"{'snyder': 45.0, 'schauer': 35.0}",snyder,10.0,2014-05-28,<BLANK>,0
1292,oregon governor,governor,OR,"['kitzhaber', 'richardson']",ppp (d),"{'kitzhaber': 49.0, 'richardson': 36.0}",kitzhaber,13.0,2014-05-29,<BLANK>,0
1293,arkansas governor,governor,AR,"['hutchinson', 'ross']",rasmussen reports,"{'hutchinson': 48.0, 'ross': 41.0}",hutchinson,7.0,2014-05-30,hutchinson,0
1294,california governor primary (june 3),governor,CA,"['brown', 'kashkari']",la times/usc,"{'brown': 50.0, 'kashkari': 18.0, 'donnelly': 13.0}",brown,32.0,2014-06-01,<BLANK>,0
1295,california governor,governor,CA,"['brown', 'kashkari']",la times/usc,"{'brown': 53.0, 'kashkari': 35.0}",brown,18.0,2014-06-01,<BLANK>,0
1296,pennsylvania governor,governor,PA,"['wolf', 'corbett']",rasmussen reports,"{'wolf': 51.0, 'corbett': 31.0}",wolf,20.0,2014-06-01,wolf,0
1297,pennsylvania governor,governor,PA,"['wolf', 'corbett']",ppp (d),"{'wolf': 55.0, 'corbett': 30.0}",wolf,25.0,2014-06-03,wolf,0
1298,pennsylvania governor,governor,PA,"['wolf', 'corbett']",quinnipiac,"{'wolf': 53.0, 'corbett': 33.0}",wolf,20.0,2014-06-04,wolf,0
1299,rhode island governor,governor,RI,"['taveras', 'raimondo']",wpri/fleming,"{'taveras': 33.0, 'raimondo': 29.0, 'pell': 12.0}",taveras,4.0,2014-06-04,raimondo,0
1300,idaho governor,governor,ID,"['otter', 'balukoff']",rasmussen reports,"{'otter': 50.0, 'balukoff': 36.0}",otter,14.0,2014-06-04,<BLANK>,0
1301,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 37.0, 'baker': 32.0}",coakley,5.0,2014-06-06,baker,0
1302,iowa governor,governor,IA,"['branstad', 'hatch']",rasmussen reports,"{'branstad': 49.0, 'hatch': 40.0}",branstad,9.0,2014-06-06,<BLANK>,0
1303,iowa governor,governor,IA,"['branstad', 'hatch']",loras college,"{'branstad': 52.0, 'hatch': 38.0}",branstad,14.0,2014-06-06,<BLANK>,0
1304,georgia governor,governor,GA,"['deal', 'carter']",surveyusa*,"{'deal': 44.0, 'carter': 38.0}",deal,6.0,2014-06-07,<BLANK>,0
1305,maryland governor,governor,MD,"['brown', 'gansler']",baltimore sun,"{'brown': 41.0, 'gansler': 20.0, 'mizeur': 15.0}",brown,21.0,2014-06-08,<BLANK>,0
1306,maryland governor,governor,MD,"['hogan', 'craig']",baltimore sun,"{'hogan': 27.0, 'craig': 12.0, 'lollar': 12.0, 'george': 6.0}",hogan,15.0,2014-06-08,hogan,0
1307,south dakota governor,governor,SD,"['daugaard', 'wismer']",rasmussen reports,"{'daugaard': 55.0, 'wismer': 35.0}",daugaard,20.0,2014-06-08,<BLANK>,0
1308,massachusetts governor,governor,MA,"['coakley', 'baker']",suffolk/boston herald*,"{'coakley': 36.0, 'baker': 29.0}",coakley,7.0,2014-06-09,baker,0
1309,florida governor,governor,FL,"['crist', 'scott']",ppp (d),"{'crist': 42.0, 'scott': 42.0}",,,2014-06-10,<BLANK>,0
1310,maryland governor,governor,MD,"['brown', 'gansler']",washington post,"{'brown': 46.0, 'gansler': 23.0, 'mizeur': 16.0}",brown,23.0,2014-06-10,<BLANK>,0
1311,maryland governor,governor,MD,"['brown', 'hogan']",washington post,"{'brown': 51.0, 'hogan': 33.0}",brown,18.0,2014-06-10,hogan,0
1312,california governor,governor,CA,"['brown', 'kashkari']",rasmussen reports,"{'brown': 52.0, 'kashkari': 33.0}",brown,19.0,2014-06-10,<BLANK>,0
1313,maryland governor,governor,MD,"['hogan', 'craig']",washington post,"{'hogan': 35.0, 'craig': 19.0, 'lollar': 13.0, 'george': 5.0}",hogan,16.0,2014-06-10,hogan,0
1314,florida governor,governor,FL,"['crist', 'scott']",surveyusa,"{'crist': 44.0, 'scott': 40.0}",crist,4.0,2014-06-11,<BLANK>,0
1315,alabama governor,governor,AL,"['bentley', 'griffith']",rasmussen reports,"{'bentley': 55.0, 'griffith': 32.0}",bentley,23.0,2014-06-11,<BLANK>,0
1316,michigan governor,governor,MI,"['snyder', 'schauer']",mitchell research,"{'snyder': 46.0, 'schauer': 41.0}",snyder,5.0,2014-06-12,<BLANK>,0
1317,oregon governor,governor,OR,"['kitzhaber', 'richardson']",surveyusa,"{'kitzhaber': 48.0, 'richardson': 35.0}",kitzhaber,13.0,2014-06-12,<BLANK>,0
1318,texas governor,governor,TX,"['abbott', 'davis']",ut/texas tribune*,"{'abbott': 44.0, 'davis': 32.0}",abbott,12.0,2014-06-12,abbott,0
1319,minnesota governor,governor,MN,"['dayton', 'johnson']",kstp/surveyusa*,"{'dayton': 46.0, 'johnson': 40.0}",dayton,6.0,2014-06-13,<BLANK>,0
1320,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 42.0, 'baker': 31.0}",coakley,11.0,2014-06-13,baker,0
1321,minnesota governor,governor,MN,"['dayton', 'seifert']",kstp/surveyusa*,"{'dayton': 46.0, 'seifert': 38.0}",dayton,8.0,2014-06-13,<BLANK>,0
1322,minnesota governor,governor,MN,"['dayton', 'honour']",kstp/surveyusa*,"{'dayton': 47.0, 'honour': 37.0}",dayton,10.0,2014-06-13,<BLANK>,0
1323,hawaii governor,governor,HI,"['ige', 'abercrombie']",honolulu civil beat/mrg,"{'ige': 48.0, 'abercrombie': 37.0}",ige,11.0,2014-06-13,ige,0
1324,hawaii governor,governor,HI,"['aiona', 'abercrombie']",honolulu civil beat/mrg,"{'aiona': 33.0, 'abercrombie': 27.0, 'hannemann': 18.0}",aiona,6.0,2014-06-13,<BLANK>,0
1325,hawaii governor,governor,HI,"['aiona', 'ige']",honolulu civil beat/mrg,"{'aiona': 31.0, 'ige': 31.0, 'hannemann': 17.0}",,,2014-06-13,ige,0
1326,minnesota governor,governor,MN,"['dayton', 'zellers']",kstp/surveyusa*,"{'dayton': 46.0, 'zellers': 39.0}",dayton,7.0,2014-06-13,<BLANK>,0
1327,minnesota governor,governor,MN,"['dayton', 'johnson']",ppp (d),"{'dayton': 47.0, 'johnson': 36.0}",dayton,11.0,2014-06-17,<BLANK>,0
1328,minnesota governor,governor,MN,"['dayton', 'seifert']",ppp (d),"{'dayton': 47.0, 'seifert': 36.0}",dayton,11.0,2014-06-17,<BLANK>,0
1329,minnesota governor,governor,MN,"['dayton', 'honour']",ppp (d),"{'dayton': 47.0, 'honour': 35.0}",dayton,12.0,2014-06-17,<BLANK>,0
1330,minnesota governor,governor,MN,"['dayton', 'zellers']",ppp (d),"{'dayton': 47.0, 'zellers': 37.0}",dayton,10.0,2014-06-17,<BLANK>,0
1331,new york governor,governor,NY,"['cuomo', 'astorino']",siena*,"{'cuomo': 57.0, 'astorino': 21.0}",cuomo,36.0,2014-06-18,<BLANK>,0
1332,iowa governor,governor,IA,"['branstad', 'hatch']",quinnipiac,"{'branstad': 47.0, 'hatch': 38.0}",branstad,9.0,2014-06-19,<BLANK>,0
1333,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 43.0, 'baker': 30.0}",coakley,13.0,2014-06-19,baker,0
1334,new hampshire governor,governor,NH,"['hassan', 'hemingway']",suffolk/boston herald*,"{'hassan': 51.0, 'hemingway': 17.0}",hassan,34.0,2014-06-19,<BLANK>,0
1335,new hampshire governor,governor,NH,"['hassan', 'havenstein']",suffolk/boston herald*,"{'hassan': 51.0, 'havenstein': 19.0}",hassan,32.0,2014-06-19,<BLANK>,0
1336,new hampshire governor,governor,NH,"['hassan', 'havenstein']",arg,"{'hassan': 45.0, 'havenstein': 32.0}",hassan,13.0,2014-06-20,<BLANK>,0
1337,maine governor,governor,ME,"['michaud', 'lepage']",portland press herald,"{'michaud': 40.0, 'lepage': 36.0, 'cutler': 15.0}",michaud,4.0,2014-06-23,<BLANK>,0
1338,nevada governor,governor,NV,"['sandoval', 'goodman']",rasmussen reports,"{'sandoval': 55.0, 'goodman': 28.0}",sandoval,27.0,2014-06-24,<BLANK>,0
1339,florida governor,governor,FL,"['scott', 'crist']",surveyusa,"{'crist': 41.0, 'scott': 42.0}",scott,1.0,2014-06-25,<BLANK>,0
1340,california governor,governor,CA,"['brown', 'kashkari']",field,"{'brown': 52.0, 'kashkari': 32.0}",brown,20.0,2014-06-25,<BLANK>,0
1341,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 41.0, 'baker': 30.0}",coakley,11.0,2014-06-26,baker,0
1342,kansas governor,governor,KS,"['davis', 'brownback']",surveyusa*,"{'davis': 47.0, 'brownback': 41.0}",davis,6.0,2014-06-26,<BLANK>,0
1343,georgia governor,governor,GA,"['deal', 'carter']",insideradvantage*,"{'deal': 47.0, 'carter': 40.0}",deal,7.0,2014-06-27,<BLANK>,0
1344,colorado governor,governor,CO,"['hickenlooper', 'beauprez']",rasmussen reports,"{'hickenlooper': 44.0, 'beauprez': 44.0}",,,2014-07-01,<BLANK>,0
1345,michigan governor,governor,MI,"['snyder', 'schauer']",ppp (d),"{'snyder': 40.0, 'schauer': 40.0}",,,2014-07-01,<BLANK>,0
1346,massachusetts governor,governor,MA,"['coakley', 'baker']",wbur/massinc*,"{'coakley': 41.0, 'baker': 28.0}",coakley,13.0,2014-07-02,baker,0
1347,pennsylvania governor,governor,PA,"['wolf', 'corbett']",franklin & marshall,"{'wolf': 47.0, 'corbett': 25.0}",wolf,22.0,2014-07-02,wolf,0
1348,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 40.0, 'baker': 31.0}",coakley,9.0,2014-07-06,baker,0
1349,new hampshire governor,governor,NH,"['hassan', 'havenstein']",wmur/unh,"{'hassan': 57.0, 'havenstein': 31.0}",hassan,26.0,2014-07-07,<BLANK>,0
1350,new hampshire governor,governor,NH,"['hassan', 'hemingway']",wmur/unh,"{'hassan': 55.0, 'hemingway': 31.0}",hassan,24.0,2014-07-07,<BLANK>,0
1351,florida governor,governor,FL,"['scott', 'crist']",surveyusa,"{'crist': 43.0, 'scott': 45.0}",scott,2.0,2014-07-09,<BLANK>,0
1352,new york governor,governor,NY,"['cuomo', 'astorino']",nbc ny/wsj/marist*,"{'cuomo': 59.0, 'astorino': 24.0}",cuomo,35.0,2014-07-09,<BLANK>,0
1353,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 40.0, 'baker': 35.0}",coakley,5.0,2014-07-11,baker,0
1354,maryland governor,governor,MD,"['brown', 'hogan']",rasmussen reports,"{'brown': 48.0, 'hogan': 35.0}",brown,13.0,2014-07-11,hogan,0
1355,colorado governor,governor,CO,"['hickenlooper', 'beauprez']",nbc news/marist,"{'hickenlooper': 49.0, 'beauprez': 43.0}",hickenlooper,6.0,2014-07-15,<BLANK>,0
1356,michigan governor,governor,MI,"['snyder', 'schauer']",nbc news/marist,"{'snyder': 46.0, 'schauer': 44.0}",snyder,2.0,2014-07-15,<BLANK>,0
1357,iowa governor,governor,IA,"['branstad', 'hatch']",nbc news/marist,"{'branstad': 53.0, 'hatch': 38.0}",branstad,15.0,2014-07-16,<BLANK>,0
1358,michigan governor,governor,MI,"['snyder', 'schauer']",vanguard/denno research (d),"{'snyder': 43.0, 'schauer': 35.0}",snyder,8.0,2014-07-16,<BLANK>,0
1359,colorado governor,governor,CO,"['beauprez', 'hickenlooper']",quinnipiac,"{'hickenlooper': 43.0, 'beauprez': 44.0}",beauprez,1.0,2014-07-16,<BLANK>,0
1360,georgia governor,governor,GA,"['carter', 'deal']",landmark communications*,"{'deal': 41.0, 'carter': 49.0}",carter,8.0,2014-07-17,<BLANK>,0
1361,michigan governor,governor,MI,"['snyder', 'schauer']",epic-mra,"{'snyder': 46.0, 'schauer': 43.0}",snyder,3.0,2014-07-18,<BLANK>,0
1362,oklahoma governor,governor,OK,"['fallin', 'dorman']",rasmussen reports,"{'fallin': 45.0, 'dorman': 40.0}",fallin,5.0,2014-07-18,<BLANK>,0
1363,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 39.0, 'baker': 36.0}",coakley,3.0,2014-07-18,baker,0
1364,new york governor,governor,NY,"['cuomo', 'astorino']",siena*,"{'cuomo': 60.0, 'astorino': 23.0}",cuomo,37.0,2014-07-21,<BLANK>,0
1365,colorado governor,governor,CO,"['hickenlooper', 'beauprez']",ppp (d),"{'hickenlooper': 44.0, 'beauprez': 43.0}",hickenlooper,1.0,2014-07-22,<BLANK>,0
1366,arizona governor,governor,AZ,"['ducey', 'jones']",harper (r),"{'ducey': 23.0, 'jones': 21.0, 'smith': 13.0, 'bennett': 12.0, 'thomas': 7.0, 'riggs': 1.0}",ducey,2.0,2014-07-22,ducey,0
1367,florida governor,governor,FL,"['crist', 'scott']",quinnipiac,"{'scott': 40.0, 'crist': 45.0}",crist,5.0,2014-07-23,<BLANK>,0
1368,wisconsin governor,governor,WI,"['burke', 'walker']",marquette university,"{'walker': 46.0, 'burke': 47.0}",burke,1.0,2014-07-23,<BLANK>,0
1369,florida governor,governor,FL,"['crist', 'scott']",surveyusa,"{'scott': 40.0, 'crist': 46.0}",crist,6.0,2014-07-23,<BLANK>,0
1370,california governor,governor,CA,"['brown', 'kashkari']",ppic,"{'brown': 52.0, 'kashkari': 33.0}",brown,19.0,2014-07-24,<BLANK>,0
1371,new mexico governor,governor,NM,"['martinez', 'king']",rasmussen reports,"{'martinez': 43.0, 'king': 43.0}",,,2014-07-24,<BLANK>,0
1372,kansas governor,governor,KS,"['davis', 'brownback']",surveyusa*,"{'davis': 48.0, 'brownback': 40.0}",davis,8.0,2014-07-24,<BLANK>,0
1373,south carolina governor,governor,SC,"['haley', 'sheheen']",palmetto politics poll/vss,"{'haley': 53.0, 'sheheen': 40.0}",haley,13.0,2014-07-25,<BLANK>,0
1374,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 38.0, 'baker': 33.0}",coakley,5.0,2014-07-25,baker,0
1375,georgia governor,governor,GA,"['carter', 'deal']",rasmussen reports,"{'deal': 44.0, 'carter': 45.0}",carter,1.0,2014-07-27,<BLANK>,0
1376,colorado governor,governor,CO,"['hickenlooper', 'beauprez']",cbs news/nyt/yougov,"{'hickenlooper': 47.0, 'beauprez': 47.0}",,,2014-07-28,<BLANK>,0
1377,kansas governor,governor,KS,"['brownback', 'davis']",cbs news/nyt/yougov,"{'davis': 40.0, 'brownback': 52.0}",brownback,12.0,2014-07-28,<BLANK>,0
1378,wisconsin governor,governor,WI,"['walker', 'burke']",cbs news/nyt/yougov,"{'walker': 47.0, 'burke': 46.0}",walker,1.0,2014-07-28,<BLANK>,0
1379,florida governor,governor,FL,"['scott', 'crist']",cbs news/nyt/yougov,"{'scott': 48.0, 'crist': 43.0}",scott,5.0,2014-07-28,<BLANK>,0
1380,georgia governor,governor,GA,"['carter', 'deal']",landmark communications*,"{'deal': 40.0, 'carter': 47.0}",carter,7.0,2014-07-28,<BLANK>,0
1381,georgia governor,governor,GA,"['deal', 'carter']",cbs news/nyt/yougov,"{'deal': 50.0, 'carter': 41.0}",deal,9.0,2014-07-28,<BLANK>,0
1382,connecticut governor,governor,CT,"['foley', 'malloy']",cbs news/nyt/yougov,"{'foley': 48.0, 'malloy': 41.0}",foley,7.0,2014-07-28,<BLANK>,0
1383,michigan governor,governor,MI,"['snyder', 'schauer']",cbs news/nyt/yougov,"{'snyder': 46.0, 'schauer': 43.0}",snyder,3.0,2014-07-28,<BLANK>,0
1384,texas governor,governor,TX,"['abbott', 'davis']",cbs news/nyt/yougov,"{'abbott': 54.0, 'davis': 37.0}",abbott,17.0,2014-07-28,abbott,0
1385,arkansas governor,governor,AR,"['hutchinson', 'ross']",cbs news/nyt/yougov,"{'hutchinson': 48.0, 'ross': 45.0}",hutchinson,3.0,2014-07-28,hutchinson,0
1386,pennsylvania governor,governor,PA,"['wolf', 'corbett']",cbs news/nyt/yougov,"{'wolf': 52.0, 'corbett': 39.0}",wolf,13.0,2014-07-28,wolf,0
1387,minnesota governor,governor,MN,"['dayton', 'seifert']",cbs news/nyt/yougov,"{'dayton': 53.0, 'seifert': 37.0}",dayton,16.0,2014-07-28,<BLANK>,0
1388,iowa governor,governor,IA,"['branstad', 'hatch']",cbs news/nyt/yougov,"{'branstad': 51.0, 'hatch': 40.0}",branstad,11.0,2014-07-28,<BLANK>,0
1389,massachusetts governor,governor,MA,"['coakley', 'baker']",cbs news/nyt/yougov,"{'coakley': 51.0, 'baker': 36.0}",coakley,15.0,2014-07-28,baker,0
1390,oregon governor,governor,OR,"['kitzhaber', 'richardson']",cbs news/nyt/yougov,"{'kitzhaber': 52.0, 'richardson': 42.0}",kitzhaber,10.0,2014-07-28,<BLANK>,0
1391,illinois governor,governor,IL,"['rauner', 'quinn']",cbs news/nyt/yougov,"{'rauner': 46.0, 'quinn': 43.0}",rauner,3.0,2014-07-28,rauner,0
1392,ohio governor,governor,OH,"['kasich', 'fitzgerald']",cbs news/nyt/yougov,"{'kasich': 49.0, 'fitzgerald': 43.0}",kasich,6.0,2014-07-28,<BLANK>,0
1393,nebraska governor,governor,NE,"['ricketts', 'hassebrook']",cbs news/nyt/yougov,"{'ricketts': 49.0, 'hassebrook': 41.0}",ricketts,8.0,2014-07-28,ricketts,0
1394,california governor,governor,CA,"['brown', 'kashkari']",cbs news/nyt/yougov,"{'brown': 57.0, 'kashkari': 33.0}",brown,24.0,2014-07-28,<BLANK>,0
1395,new york governor,governor,NY,"['cuomo', 'astorino']",cbs news/nyt/yougov,"{'cuomo': 56.0, 'astorino': 32.0}",cuomo,24.0,2014-07-28,<BLANK>,0
1396,new hampshire governor,governor,NH,"['hassan', 'havenstein']",cbs news/nyt/yougov,"{'hassan': 53.0, 'havenstein': 38.0}",hassan,15.0,2014-07-28,<BLANK>,0
1397,oklahoma governor,governor,OK,"['fallin', 'dorman']",cbs news/nyt/yougov,"{'fallin': 49.0, 'dorman': 40.0}",fallin,9.0,2014-07-28,<BLANK>,0
1398,rhode island governor,governor,RI,"['taveras', 'block']",cbs news/nyt/yougov,"{'taveras': 49.0, 'block': 24.0}",taveras,25.0,2014-07-28,<BLANK>,0
1399,tennessee governor,governor,TN,"['haslam', 'mckamey']",cbs news/nyt/yougov,"{'haslam': 55.0, 'mckamey': 32.0}",haslam,23.0,2014-07-28,<BLANK>,0
1400,nevada governor,governor,NV,"['sandoval', 'goodman']",cbs news/nyt/yougov,"{'sandoval': 57.0, 'goodman': 33.0}",sandoval,24.0,2014-07-28,<BLANK>,0
1401,south carolina governor,governor,SC,"['haley', 'sheheen']",cbs news/nyt/yougov,"{'haley': 55.0, 'sheheen': 38.0}",haley,17.0,2014-07-28,<BLANK>,0
1402,alabama governor,governor,AL,"['bentley', 'griffith']",cbs news/nyt/yougov,"{'bentley': 59.0, 'griffith': 31.0}",bentley,28.0,2014-07-28,<BLANK>,0
1403,vermont governor,governor,VT,"['shumlin', 'milne']",cbs news/nyt/yougov,"{'shumlin': 52.0, 'milne': 27.0, 'peyton': 15.0}",shumlin,25.0,2014-07-28,<BLANK>,0
1404,wyoming governor,governor,WY,"['mead', 'gosar']",cbs news/nyt/yougov,"{'mead': 53.0, 'gosar': 25.0}",mead,28.0,2014-07-28,<BLANK>,0
1405,south dakota governor,governor,SD,"['daugaard', 'wismer']",cbs news/nyt/yougov,"{'daugaard': 66.0, 'wismer': 27.0}",daugaard,39.0,2014-07-28,<BLANK>,0
1406,idaho governor,governor,ID,"['otter', 'balukoff']",cbs news/nyt/yougov,"{'otter': 56.0, 'balukoff': 34.0}",otter,22.0,2014-07-28,<BLANK>,0
1407,new mexico governor,governor,NM,"['martinez', 'king']",cbs news/nyt/yougov,"{'martinez': 51.0, 'king': 44.0}",martinez,7.0,2014-07-28,<BLANK>,0
1408,arizona governor,governor,AZ,"['jones', 'duval']",cbs news/nyt/yougov,"{'jones': 45.0, 'duval': 34.0}",jones,11.0,2014-07-28,<BLANK>,0
1409,maryland governor,governor,MD,"['brown', 'hogan']",cbs news/nyt/yougov,"{'brown': 52.0, 'hogan': 39.0}",brown,13.0,2014-07-28,hogan,0
1410,michigan governor,governor,MI,"['snyder', 'schauer']",mitchell research,"{'snyder': 43.0, 'schauer': 39.0}",snyder,4.0,2014-07-29,<BLANK>,0
1411,arizona governor,governor,AZ,"['jones', 'ducey']",behavior research center,"{'ducey': 13.0, 'jones': 17.0, 'smith': 8.0, 'bennett': 10.0, 'thomas': 0.0, 'riggs': 2.0}",jones,4.0,2014-07-29,ducey,0
1412,ohio governor,governor,OH,"['kasich', 'fitzgerald']",quinnipiac,"{'kasich': 48.0, 'fitzgerald': 36.0}",kasich,12.0,2014-07-30,<BLANK>,0
1413,arkansas governor,governor,AR,"['hutchinson', 'ross']",talk business poll*,"{'hutchinson': 46.0, 'ross': 41.0}",hutchinson,5.0,2014-07-31,hutchinson,0
1414,michigan governor,governor,MI,"['snyder', 'schauer']",rasmussen reports,"{'snyder': 45.0, 'schauer': 42.0}",snyder,3.0,2014-07-31,<BLANK>,0
1415,florida governor,governor,FL,"['scott', 'crist']",rasmussen reports,"{'scott': 42.0, 'crist': 41.0}",scott,1.0,2014-08-01,<BLANK>,0
1416,illinois governor,governor,IL,"['rauner', 'quinn']",rasmussen reports,"{'rauner': 44.0, 'quinn': 39.0}",rauner,5.0,2014-08-01,rauner,0
1417,hawaii governor,governor,HI,"['ige', 'abercrombie']",honolulu civil beat/mrg,"{'ige': 51.0, 'abercrombie': 41.0}",ige,10.0,2014-08-01,ige,0
1418,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 42.0, 'baker': 32.0}",coakley,10.0,2014-08-01,baker,0
1419,nevada governor,governor,NV,"['sandoval', 'goodman']",harper (r),"{'sandoval': 56.0, 'goodman': 34.0}",sandoval,22.0,2014-08-02,<BLANK>,0
1420,oklahoma governor,governor,OK,"['fallin', 'dorman']",cole hargrave snodgrass & associates (r)*,"{'fallin': 44.0, 'dorman': 31.0}",fallin,13.0,2014-08-04,<BLANK>,0
1421,hawaii governor,governor,HI,"['aiona', 'abercrombie']",honolulu star-advertiser,"{'aiona': 45.0, 'abercrombie': 30.0, 'hannemann': 14.0}",aiona,15.0,2014-08-04,<BLANK>,0
1422,hawaii governor,governor,HI,"['aiona', 'ige']",honolulu star-advertiser,"{'aiona': 41.0, 'ige': 34.0, 'hannemann': 15.0}",aiona,7.0,2014-08-04,ige,0
1423,hawaii governor,governor,HI,"['ige', 'abercrombie']",honolulu star-advertiser,"{'ige': 54.0, 'abercrombie': 36.0}",ige,18.0,2014-08-04,ige,0
1424,maine governor,governor,ME,"['michaud', 'lepage']",mprc (d),"{'michaud': 43.0, 'lepage': 41.0, 'cutler': 13.0}",michaud,2.0,2014-08-05,<BLANK>,0
1425,new york governor,governor,NY,"['cuomo', 'astorino']",nbc ny/wsj/marist*,"{'cuomo': 54.0, 'astorino': 23.0}",cuomo,31.0,2014-08-05,<BLANK>,0
1426,arkansas governor,governor,AR,"['hutchinson', 'ross']",ppp (d),"{'hutchinson': 46.0, 'ross': 40.0}",hutchinson,6.0,2014-08-05,hutchinson,0
1427,florida governor,governor,FL,"['scott', 'crist']",surveyusa,"{'scott': 45.0, 'crist': 43.0}",scott,2.0,2014-08-06,<BLANK>,0
1428,michigan governor,governor,MI,"['snyder', 'schauer']",mrg (r),"{'snyder': 45.0, 'schauer': 44.0}",snyder,1.0,2014-08-06,<BLANK>,0
1429,pennsylvania governor,governor,PA,"['wolf', 'corbett']",magellan (r),"{'wolf': 50.0, 'corbett': 38.0}",wolf,12.0,2014-08-06,wolf,0
1430,michigan governor,governor,MI,"['snyder', 'schauer']",mitchell research,"{'snyder': 47.0, 'schauer': 42.0}",snyder,5.0,2014-08-07,<BLANK>,0
1431,alaska governor,governor,AK,"['parnell', 'mallott']",ppp (d)*,"{'parnell': 37.0, 'mallott': 22.0, 'walker': 20.0}",parnell,15.0,2014-08-07,<BLANK>,0
1432,oregon governor,governor,OR,"['kitzhaber', 'richardson']",surveyusa,"{'kitzhaber': 48.0, 'richardson': 36.0}",kitzhaber,12.0,2014-08-07,<BLANK>,0
1433,texas governor,governor,TX,"['abbott', 'davis']",rasmussen reports,"{'abbott': 48.0, 'davis': 40.0}",abbott,8.0,2014-08-08,abbott,0
1434,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 42.0, 'baker': 31.0}",coakley,11.0,2014-08-08,baker,0
1435,new york governor,governor,NY,"['cuomo', 'astorino']",siena*,"{'cuomo': 58.0, 'astorino': 26.0}",cuomo,32.0,2014-08-11,<BLANK>,0
1436,illinois governor,governor,IL,"['rauner', 'quinn']",sun-times/weaskamerica,"{'rauner': 51.0, 'quinn': 38.0}",rauner,13.0,2014-08-11,rauner,0
1437,kansas governor,governor,KS,"['davis', 'brownback']",rasmussen reports,"{'davis': 51.0, 'brownback': 41.0}",davis,10.0,2014-08-12,<BLANK>,0
1438,wisconsin governor,governor,WI,"['walker', 'burke']",rasmussen reports,"{'burke': 47.0, 'walker': 48.0}",walker,1.0,2014-08-15,<BLANK>,0
1439,georgia governor,governor,GA,"['deal', 'carter']",insideradvantage*,"{'deal': 43.0, 'carter': 39.0}",deal,4.0,2014-08-15,<BLANK>,0
1440,massachusetts governor,governor,MA,"['coakley', 'baker']",mass insight/opinion dynamics,"{'coakley': 44.0, 'baker': 41.0}",coakley,3.0,2014-08-15,baker,0
1441,massachusetts governor,governor,MA,"['coakley', 'grossman']",boston globe,"{'coakley': 45.0, 'grossman': 21.0, 'berwick': 10.0}",coakley,24.0,2014-08-15,<BLANK>,0
1442,wisconsin governor,governor,WI,"['walker', 'burke']",rasmussen reports,"{'walker': 48.0, 'burke': 47.0}",walker,1.0,2014-08-15,<BLANK>,0
1443,massachusetts governor,governor,MA,"['coakley', 'baker']",boston globe*,"{'coakley': 40.0, 'baker': 32.0}",coakley,8.0,2014-08-15,baker,0
1444,iowa governor,governor,IA,"['branstad', 'hatch']",rasmussen reports,"{'branstad': 52.0, 'hatch': 35.0}",branstad,17.0,2014-08-17,<BLANK>,0
1445,tennessee governor,governor,TN,"['haslam', 'brown']",rasmussen reports,"{'haslam': 55.0, 'brown': 30.0}",haslam,25.0,2014-08-17,<BLANK>,0
1446,kansas governor,governor,KS,"['davis', 'brownback']",ppp (d),"{'davis': 44.0, 'brownback': 39.0}",davis,5.0,2014-08-19,<BLANK>,0
1447,minnesota governor,governor,MN,"['dayton', 'johnson']",rasmussen reports,"{'dayton': 49.0, 'johnson': 41.0}",dayton,8.0,2014-08-19,<BLANK>,0
1448,new mexico governor,governor,NM,"['martinez', 'king']",albuquerque journal,"{'martinez': 50.0, 'king': 41.0}",martinez,9.0,2014-08-19,<BLANK>,0
1449,rhode island governor,governor,RI,"['raimondo', 'taveras']",wpri/fleming,"{'raimondo': 32.0, 'taveras': 27.0, 'pell': 26.0}",raimondo,5.0,2014-08-20,raimondo,0
1450,connecticut governor,governor,CT,"['foley', 'malloy']",rasmussen reports,"{'foley': 45.0, 'malloy': 38.0}",foley,7.0,2014-08-21,<BLANK>,0
