name,party,race_type,year,state
anthony brown,d,house,2018,MD
david bishop,o,house,2018,MD
george mcdermott,r,house,2018,MD
steny hoyer,d,house,2018,MD
william devine iii,r,house,2018,MD
pat elder,o,house,2018,MD
jacob pulcher,o,house,2018,MD
david trone,d,house,2018,MD
ted athey,o,house,2018,MD
amie hoeber,r,house,2018,MD
kevin caldwell,o,house,2018,MD
george gluck,o,house,2018,MD
elijah cummings,d,house,2018,MD
richmond davis,r,house,2018,MD
swami swaminathan,o,house,2018,MD
jamie raskin,d,house,2018,MD
john walsh,r,house,2018,MD
jasen wunder,o,house,2018,MD
richard neal,d,house,2018,MA
jim mcgovern,d,house,2018,MA
tracy lovvorn,r,house,2018,MA
paul grady,o,house,2018,MA
lori trahan,d,house,2018,MA
rick green,r,house,2018,MA
michael mullen,o,house,2018,MA
joe kennedy iii,d,house,2018,MA
katherine clark,d,house,2018,MA
john hugo,r,house,2018,MA
seth moulton,d,house,2018,MA
joseph schneider,r,house,2018,MA
mary jean charbonneau,o,house,2018,MA
ayanna pressley,d,house,2018,MA
stephen lynch,d,house,2018,MA
bill keating,d,house,2018,MA
peter tedeschi,r,house,2018,MA
jack bergman,r,house,2018,MI
matt morgan,d,house,2018,MI
bill huizenga,r,house,2018,MI
rob davidson,d,house,2018,MI
justin amash,r,house,2018,MI
cathy albro,d,house,2018,MI
douglas smith,o,house,2018,MI
john moolenaar,r,house,2018,MI
jerry hilliard,d,house,2018,MI
dan kildee,d,house,2018,MI
travis wines,r,house,2018,MI
fred upton,r,house,2018,MI
matt longjohn,d,house,2018,MI
tim walberg,r,house,2018,MI
gretchen driskell,d,house,2018,MI
elissa slotkin,d,house,2018,MI
mike bishop,r,house,2018,MI
brian ellison,o,house,2018,MI
andy levin,d,house,2018,MI
candius stearns,r,house,2018,MI
john mcdermott,o,house,2018,MI
paul mitchell,r,house,2018,MI
kimberly bizon,d,house,2018,MI
jeremy peruski,o,house,2018,MI
harley mikkelson,o,house,2018,MI
haley stevens,d,house,2018,MI
lena epstein,r,house,2018,MI
leonard schwartz,o,house,2018,MI
cooper nye,o,house,2018,MI
debbie dingell,d,house,2018,MI
jeff jones,r,house,2018,MI
niles niemuth,o,house,2018,MI
steve young,o,house,2018,MI
rashida tlaib,d,house,2018,MI
etta wilcoxon,o,house,2018,MI
brenda lawrence,d,house,2018,MI
marc herschfus,r,house,2018,MI
jim hagedorn,r,house,2018,MN
dan feehan,d,house,2018,MN
angie craig,d,house,2018,MN
jason lewis,r,house,2018,MN
dean phillips,d,house,2018,MN
erik paulsen,r,house,2018,MN
betty mccollum,d,house,2018,MN
greg ryan,r,house,2018,MN
ilhan omar,d,house,2018,MN
jennifer zielinski,r,house,2018,MN
tom emmer,r,house,2018,MN
ian todd,d,house,2018,MN
collin peterson,d,house,2018,MN
dave hughes,r,house,2018,MN
pete stauber,r,house,2018,MN
joe radinovich,d,house,2018,MN
sandman,o,house,2018,MN
trent kelly,r,house,2018,MS
randy wadkins,d,house,2018,MS
bennie thompson,d,house,2018,MS
michael guest,r,house,2018,MS
michael evans,d,house,2018,MS
matthew holland,o,house,2018,MS
jeramey anderson,d,house,2018,MS
steven palazzo,r,house,2018,MS
lacy clay,d,house,2018,MO
robert vroman,r,house,2018,MO
robb cunningham,o,house,2018,MO
ann wagner,r,house,2018,MO
cort vanostran,d,house,2018,MO
david justus arnold,o,house,2018,MO
kirk,o,house,2018,MO
blaine luetkemeyer,r,house,2018,MO
katy geppert,d,house,2018,MO
donald stolle,o,house,2018,MO
vicky hartzler,r,house,2018,MO
renee hoagenson,d,house,2018,MO
mark bliss,o,house,2018,MO
emanuel cleaver,d,house,2018,MO
jacob turk,r,house,2018,MO
maurice copeland,o,house,2018,MO
e c fredland,o,house,2018,MO
alexander howell,o,house,2018,MO
sam graves,r,house,2018,MO
henry martin,d,house,2018,MO
dan hogan,o,house,2018,MO
billy long,r,house,2018,MO
jamie schoolcraft,d,house,2018,MO
ben brixey,o,house,2018,MO
jason smith,r,house,2018,MO
kathy ellis,d,house,2018,MO
jonathan shell,o,house,2018,MO
greg gianforte,r,house,2018,MT
kathleen williams,d,house,2018,MT
elinor swanson,o,house,2018,MT
doug campbell,o,house,2018,MT
jeff fortenberry,r,house,2018,NE
jessica mcclure,d,house,2018,NE
don bacon,r,house,2018,NE
kara eastman,d,house,2018,NE
adrian smith,r,house,2018,NE
paul theobald,d,house,2018,NE
dina titus,d,house,2018,NV
joyce bentley,r,house,2018,NV
robert strawder,o,house,2018,NV
mark amodei,r,house,2018,NV
clint koble,d,house,2018,NV
susie lee,d,house,2018,NV
danny tarkanian,r,house,2018,NV
steve brown,o,house,2018,NV
david goossen,o,house,2018,NV
gil eisner,o,house,2018,NV
tony gumina,o,house,2018,NV
steven horsford,d,house,2018,NV
cresent hardy,r,house,2018,NV
rodney smith,o,house,2018,NV
gregg luckner,o,house,2018,NV
dean mcgonigle,o,house,2018,NV
chris pappas,d,house,2018,NH
eddie edwards,r,house,2018,NH
dan belforti,o,house,2018,NH
ann mclane kuster,d,house,2018,NH
steve negron,r,house,2018,NH
justin odonnell,o,house,2018,NH
donald norcross,d,house,2018,NJ
paul dilks,r,house,2018,NJ
robert shapiro,o,house,2018,NJ
paul hamlin,o,house,2018,NJ
mohammad kabir,o,house,2018,NJ
jeff van drew,d,house,2018,NJ
seth grossman,r,house,2018,NJ
john ordille,o,house,2018,NJ
steven fenichel,o,house,2018,NJ
anthony sanchez,o,house,2018,NJ
william benfer,o,house,2018,NJ
andy kim,d,house,2018,NJ
tom macarthur,r,house,2018,NJ
lawrence berlinski,o,house,2018,NJ
chris smith,r,house,2018,NJ
josh welle,d,house,2018,NJ
michael rufo,o,house,2018,NJ
edward stackhouse,o,house,2018,NJ
brian reynolds,o,house,2018,NJ
felicia stoler,o,house,2018,NJ
allen yusufov,o,house,2018,NJ
josh gottheimer,d,house,2018,NJ
john mccann,r,house,2018,NJ
james tosone,o,house,2018,NJ
wendy goetz,o,house,2018,NJ
frank pallone,d,house,2018,NJ
rich pezzullo,r,house,2018,NJ
tom malinowski,d,house,2018,NJ
leonard lance,r,house,2018,NJ
diane moxley,o,house,2018,NJ
gregg mele,o,house,2018,NJ
john muniz,r,house,2018,NJ
albio sires,d,house,2018,NJ
bill pascrell,d,house,2018,NJ
eric fisher,r,house,2018,NJ
claudio belusik,o,house,2018,NJ
donald payne,d,house,2018,NJ
agha khan,r,house,2018,NJ
cynthia johnson,o,house,2018,NJ
joanne miller,o,house,2018,NJ
scott dirona,o,house,2018,NJ
mikie sherrill,d,house,2018,NJ
jay webber,r,house,2018,NJ
robert crook,o,house,2018,NJ
ryan martinez,o,house,2018,NJ
bonnie watson coleman,d,house,2018,NJ
daryl kipnis,r,house,2018,NJ
deb haaland,d,house,2018,NM
janice arnoldjones,r,house,2018,NM
lloyd princeton,o,house,2018,NM
xochitl torres small,d,house,2018,NM
yvette herrell,r,house,2018,NM
ben ray lujan,d,house,2018,NM
jerald mcfall,r,house,2018,NM
christopher manning,o,house,2018,NM
lee zeldin,r,house,2018,NY
perry gershon,d,house,2018,NY
peter king,r,house,2018,NY
liuba grechen shirley,d,house,2018,NY
tom suozzi,d,house,2018,NY
dan debono,r,house,2018,NY
kathleen rice,d,house,2018,NY
ameer benno,r,house,2018,NY
gregory meeks,d,house,2018,NY
grace meng,d,house,2018,NY
tom hillgardner,o,house,2018,NY
nydia velazquez,d,house,2018,NY
joseph lieberman,o,house,2018,NY
jeff kurzon,o,house,2018,NY
hakeem jeffries,d,house,2018,NY
ernest johnson,o,house,2018,NY
jessica white,o,house,2018,NY
yvette clarke,d,house,2018,NY
lutchi gayot,r,house,2018,NY
joel anabilahazumah,o,house,2018,NY
jerry nadler,d,house,2018,NY
naomi levin,r,house,2018,NY
max rose,d,house,2018,NY
dan donovan,r,house,2018,NY
henry bardel,o,house,2018,NY
carolyn maloney,d,house,2018,NY
scott hutchins,o,house,2018,NY
eliot rabin,r,house,2018,NY
adriano espaillat,d,house,2018,NY
jineea butler,r,house,2018,NY
alexandria ocasiocortez,d,house,2018,NY
james dillon,o,house,2018,NY
anthony pappas,r,house,2018,NY
elizabeth perri,o,house,2018,NY
jose serrano,d,house,2018,NY
jason gonzalez,r,house,2018,NY
eliot engel,d,house,2018,NY
nita lowey,d,house,2018,NY
joe ciardullo,o,house,2018,NY
sean patrick maloney,d,house,2018,NY
james odonnell,r,house,2018,NY
antonio delgado,d,house,2018,NY
john faso,r,house,2018,NY
steven greenfield,o,house,2018,NY
diane neal,o,house,2018,NY
paul tonko,d,house,2018,NY
francis vitollo,r,house,2018,NY
elise stefanik,r,house,2018,NY
tedra cobb,d,house,2018,NY
lynn kahn,o,house,2018,NY
anthony brindisi,d,house,2018,NY
claudia tenney,r,house,2018,NY
tom reed,r,house,2018,NY
tracy mitrano,d,house,2018,NY
jg hertzler,o,house,2018,NY
john katko,r,house,2018,NY
dana balter,d,house,2018,NY
bill bass,o,house,2018,NY
joe morelle,d,house,2018,NY
jim maxwell,r,house,2018,NY
brian higgins,d,house,2018,NY
renee zeno,r,house,2018,NY
chris collins,r,house,2018,NY
nate mcmurray,d,house,2018,NY
larry piegza,o,house,2018,NY
g k butterfield,d,house,2018,NC
roger allison,r,house,2018,NC
george holding,r,house,2018,NC
linda coleman,d,house,2018,NC
jeff matemu,o,house,2018,NC
walter jones,r,house,2018,NC
david price,d,house,2018,NC
steve von loor,r,house,2018,NC
barbara howe,o,house,2018,NC
virginia foxx,r,house,2018,NC
dd adams,d,house,2018,NC
mark walker,r,house,2018,NC
ryan watts,d,house,2018,NC
david rouzer,r,house,2018,NC
kyle horton,d,house,2018,NC
david fallin,o,house,2018,NC
richard hudson,r,house,2018,NC
frank mcneill,d,house,2018,NC
mark harris,r,house,2018,NC
dan mccready,d,house,2018,NC
jeff scott,o,house,2018,NC
patrick mchenry,r,house,2018,NC
david brown,d,house,2018,NC
mark meadows,r,house,2018,NC
phillip price,d,house,2018,NC
clifton ingram,o,house,2018,NC
alma adams,d,house,2018,NC
paul wright,r,house,2018,NC
ted budd,r,house,2018,NC
kathy manning,d,house,2018,NC
tom bailey,o,house,2018,NC
kelly armstrong,r,house,2018,ND
mac schneider,d,house,2018,ND
charles tuttle,o,house,2018,ND
steve chabot,r,house,2018,OH
aftab pureval,d,house,2018,OH
dirk kubala,o,house,2018,OH
brad wenstrup,r,house,2018,OH
jill schiller,d,house,2018,OH
steve myers,o,house,2018,OH
joyce beatty,d,house,2018,OH
james burgess,r,house,2018,OH
jim jordan,r,house,2018,OH
janet garrett,d,house,2018,OH
bob latta,r,house,2018,OH
michael galbraith,d,house,2018,OH
don kissick,o,house,2018,OH
bill johnson,r,house,2018,OH
shawna roberts,d,house,2018,OH
bob gibbs,r,house,2018,OH
ken harbaugh,d,house,2018,OH
warren davidson,r,house,2018,OH
vanessa enoch,d,house,2018,OH
marcy kaptur,d,house,2018,OH
steve kraus,r,house,2018,OH
mike turner,r,house,2018,OH
theresa gasper,d,house,2018,OH
david harlow,o,house,2018,OH
marcia fudge,d,house,2018,OH
beverly goldstein,r,house,2018,OH
troy balderson,r,house,2018,OH
danny oconnor,d,house,2018,OH
joseph manchik,o,house,2018,OH
tim ryan,d,house,2018,OH
chris depizzo,r,house,2018,OH
david joyce,r,house,2018,OH
betsy rader,d,house,2018,OH
steve stivers,r,house,2018,OH
rick neal,d,house,2018,OH
johnathan miller,o,house,2018,OH
anthony gonzalez,r,house,2018,OH
susan moran palmer,d,house,2018,OH
kevin hern,r,house,2018,OK
tim gilpin,d,house,2018,OK
markwayne mullin,r,house,2018,OK
jason nichols,d,house,2018,OK
john foreman,o,house,2018,OK
richard castaldo,o,house,2018,OK
frank lucas,r,house,2018,OK
frankie robbins,d,house,2018,OK
tom cole,r,house,2018,OK
mary brannon,d,house,2018,OK
ruby peters,o,house,2018,OK
kendra horn,d,house,2018,OK
steve russell,r,house,2018,OK
suzanne bonamici,d,house,2018,OR
john verbeek,r,house,2018,OR
greg walden,r,house,2018,OR
jamie mcleodskinner,d,house,2018,OR
mark roberts,o,house,2018,OR
earl blumenauer,d,house,2018,OR
ton harrison,r,house,2018,OR
marc koller,o,house,2018,OR
gary dye,o,house,2018,OR
michael marsh,o,house,2018,OR
peter defazio,d,house,2018,OR
art robinson,r,house,2018,OR
richard johnson,o,house,2018,OR
kurt schrader,d,house,2018,OR
mark callahan,r,house,2018,OR
dan souza,o,house,2018,OR
brian fitzpatrick,r,house,2018,PA
scott wallace,d,house,2018,PA
brendan boyle,d,house,2018,PA
david torres,r,house,2018,PA
dwight evans,d,house,2018,PA
bryan leib,r,house,2018,PA
madeleine dean,d,house,2018,PA
dan david,r,house,2018,PA
mary gay scanlon,d,house,2018,PA
pearl kim,r,house,2018,PA
chrissy houlahan,d,house,2018,PA
greg mccauley,r,house,2018,PA
susan wild,d,house,2018,PA
marty nothstein,r,house,2018,PA
tom silfies,o,house,2018,PA
matt cartwright,d,house,2018,PA
john chrin,r,house,2018,PA
dan meuser,r,house,2018,PA
denny wolff,d,house,2018,PA
scott perry,r,house,2018,PA
george scott,d,house,2018,PA
lloyd smucker,r,house,2018,PA
drew anderson,o,house,2018,PA
jess king,d,house,2018,PA
tom marino,r,house,2018,PA
marc friedenberg,d,house,2018,PA
jerry kairnes,o,house,2018,PA
john joyce,r,house,2018,PA
brent ottaway,d,house,2018,PA
guy reschenthaler,r,house,2018,PA
bibiana boerio,d,house,2018,PA
glenn thompson,r,house,2018,PA
susan boser,d,house,2018,PA
mike kelly,r,house,2018,PA
ron dinicola,d,house,2018,PA
bill beeman,o,house,2018,PA
conor lamb,d,house,2018,PA
keith rothfus,r,house,2018,PA
mike doyle,d,house,2018,PA
david cicilline,d,house,2018,RI
patrick donovan,r,house,2018,RI
daniel joseph guilmette,o,house,2018,RI
james langevin,d,house,2018,RI
sal caiozzo,r,house,2018,RI
joe cunningham,d,house,2018,SC
katie arrington,r,house,2018,SC
joe wilson,r,house,2018,SC
sean carrigan,d,house,2018,SC
sonny narang,o,house,2018,SC
jeff duncan,r,house,2018,SC
mary geren,d,house,2018,SC
dave moore,o,house,2018,SC
william timmons,r,house,2018,SC
brandon brown,d,house,2018,SC
guy furay,o,house,2018,SC
ralph norman,r,house,2018,SC
archie parnell,d,house,2018,SC
michael chandler,o,house,2018,SC
jim clyburn,d,house,2018,SC
gerhard gressmann,r,house,2018,SC
bryan pugh,o,house,2018,SC
tom rice,r,house,2018,SC
robert williams,d,house,2018,SC
dick withington,o,house,2018,SC
dusty johnson,r,house,2018,SD
tim bjorkman,d,house,2018,SD
ron wieczorek,o,house,2018,SD
george hendrickson,o,house,2018,SD
phil roe,r,house,2018,TN
marty olsen,d,house,2018,TN
michael salyer,o,house,2018,TN
tim burchett,r,house,2018,TN
renee hoyos,d,house,2018,TN
greg samples,o,house,2018,TN
allen smith,o,house,2018,TN
marc whitmire,o,house,2018,TN
jeffrey grunau,o,house,2018,TN
chuck fleischmann,r,house,2018,TN
danielle mitchell,d,house,2018,TN
rick tyler,o,house,2018,TN
scott desjarlais,r,house,2018,TN
mariah phillips,d,house,2018,TN
michael shupe,o,house,2018,TN
jim cooper,d,house,2018,TN
jody ball,r,house,2018,TN
john rose,r,house,2018,TN
dawn barlow,d,house,2018,TN
david ross,o,house,2018,TN
lloyd dunn,o,house,2018,TN
mark green,r,house,2018,TN
justin kanew,d,house,2018,TN
lenny ladner,o,house,2018,TN
brent legendre,o,house,2018,TN
david kustoff,r,house,2018,TN
erika stotts pearson,d,house,2018,TN
james hart,o,house,2018,TN
john boatner,d,house,2018,TN
steve cohen,d,house,2018,TN
charlotte bergmann,r,house,2018,TN
leo awgowhat,o,house,2018,TN
louie gohmert,r,house,2018,TX
shirley mckellar,d,house,2018,TX
jeff callaway,o,house,2018,TX
dan crenshaw,r,house,2018,TX
todd litton,d,house,2018,TX
patrick gunnels,o,house,2018,TX
scott cubbler,o,house,2018,TX
van taylor,r,house,2018,TX
lorie burch,d,house,2018,TX
christopher claytor,o,house,2018,TX
john ratcliffe,r,house,2018,TX
catherine krantz,d,house,2018,TX
ken ashby,o,house,2018,TX
lance gooden,r,house,2018,TX
dan wood,d,house,2018,TX
ron wright,r,house,2018,TX
jana lynne sanchez,d,house,2018,TX
jason allen harber,o,house,2018,TX
lizzie fletcher,d,house,2018,TX
john culberson,r,house,2018,TX
kevin brady,r,house,2018,TX
steven david,d,house,2018,TX
chris duncan,o,house,2018,TX
al green,d,house,2018,TX
phil kurtz,o,house,2018,TX
benjamin hernandez,o,house,2018,TX
kesha rogers,o,house,2018,TX
michael mccaul,r,house,2018,TX
mike siegel,d,house,2018,TX
mike ryan,o,house,2018,TX
mike conaway,r,house,2018,TX
jennie lou leeder,d,house,2018,TX
rhett rosenquest smith,o,house,2018,TX
kay granger,r,house,2018,TX
vanessa adia,d,house,2018,TX
jacob leddy,o,house,2018,TX
mac thornberry,r,house,2018,TX
greg sagan,d,house,2018,TX
calvin deweese,o,house,2018,TX
randy weber,r,house,2018,TX
adrienne bell,d,house,2018,TX
don conley iii,o,house,2018,TX
vicente gonzalez,d,house,2018,TX
tim westley,r,house,2018,TX
anthony cristo,o,house,2018,TX
veronica escobar,d,house,2018,TX
rick seeberger,r,house,2018,TX
ben mendoze,o,house,2018,TX
bill flores,r,house,2018,TX
rick kennedy,d,house,2018,TX
peter churchman,o,house,2018,TX
sheila jackson lee,d,house,2018,TX
ava pate,r,house,2018,TX
luke spencer,o,house,2018,TX
jodey arrington,r,house,2018,TX
miguel levario,d,house,2018,TX
joaquin castro,d,house,2018,TX
jeffrey blunt,o,house,2018,TX
chip roy,r,house,2018,TX
joseph kopser,d,house,2018,TX
lee santos,o,house,2018,TX
pete olson,r,house,2018,TX
sri preston kulkarni,d,house,2018,TX
john mcelligott,o,house,2018,TX
kellen sweny,o,house,2018,TX
ruben corvalan,o,house,2018,TX
will hurd,r,house,2018,TX
gina ortiz jones,d,house,2018,TX
kenny marchant,r,house,2018,TX
jan mcdowell,d,house,2018,TX
mike kolls,o,house,2018,TX
roger williams,r,house,2018,TX
julie oliver,d,house,2018,TX
desarae lindsey,o,house,2018,TX
martin luecke,o,house,2018,TX
michael burgess,r,house,2018,TX
linsey fagan,d,house,2018,TX
mark boler,o,house,2018,TX
michael cloud,r,house,2018,TX
eric holguin,d,house,2018,TX
james duerr,o,house,2018,TX
daniel tinus,o,house,2018,TX
henry cuellar,d,house,2018,TX
arthur thomas iv,o,house,2018,TX
sylvia garcia,d,house,2018,TX
phillip aronoff,r,house,2018,TX
cullen burns,o,house,2018,TX
eddie bernice johnson,d,house,2018,TX
shawn jones,o,house,2018,TX
john carter,r,house,2018,TX
mary jennings hegar,d,house,2018,TX
jason hope,o,house,2018,TX
colin allred,d,house,2018,TX
pete sessions,r,house,2018,TX
melina baker,o,house,2018,TX
marc veasey,d,house,2018,TX
willie billups,r,house,2018,TX
jason reeves,o,house,2018,TX
filemon vela jr,d,house,2018,TX
rey gonzalez,r,house,2018,TX
lloyd doggett,d,house,2018,TX
david smalling,r,house,2018,TX
clark patterson,o,house,2018,TX
brian babin,r,house,2018,TX
dayna steele,d,house,2018,TX
rob bishop,r,house,2018,UT
lee castillo,d,house,2018,UT
adam davis,o,house,2018,UT
chris stewart,r,house,2018,UT
shireen ghorbani,d,house,2018,UT
jeffrey whipple,o,house,2018,UT
john curtis,r,house,2018,UT
james singer,d,house,2018,UT
ben mcadams,d,house,2018,UT
mia love,r,house,2018,UT
peter welch,d,house,2018,VT
anya tynio,r,house,2018,VT
cris ericson,o,house,2018,VT
rob wittman,r,house,2018,VA
vangie williams,d,house,2018,VA
elaine luria,d,house,2018,VA
scott taylor,r,house,2018,VA
bobby scott,d,house,2018,VA
donald mceachin,d,house,2018,VA
ryan mcadams,r,house,2018,VA
pete wells,o,house,2018,VA
denver riggleman,r,house,2018,VA
leslie cockburn,d,house,2018,VA
ben cline,r,house,2018,VA
jennifer lewis,d,house,2018,VA
abigail spanberger,d,house,2018,VA
dave brat,r,house,2018,VA
joe walton,o,house,2018,VA
don beyer,d,house,2018,VA
thomas oh,r,house,2018,VA
morgan griffith,r,house,2018,VA
anthony flaccavento,d,house,2018,VA
jennifer wexton,d,house,2018,VA
barbara comstock,r,house,2018,VA
gerry connolly,d,house,2018,VA
jeff dove,r,house,2018,VA
stevan porter,o,house,2018,VA
jeffrey beeler,r,house,2018,WA
suzan delbene,d,house,2018,WA
rick larsen,d,house,2018,WA
brian luke,o,house,2018,WA
jaime herrera beutler,r,house,2018,WA
carolyn long,d,house,2018,WA
christine brown,d,house,2018,WA
dan newhouse,r,house,2018,WA
lisa brown,d,house,2018,WA
cathy mcmorris rodgers,r,house,2018,WA
douglas dightman,r,house,2018,WA
derek kilmer,d,house,2018,WA
pramila jayapal,d,house,2018,WA
craig keller,r,house,2018,WA
dino rossi,r,house,2018,WA
kim schrier,d,house,2018,WA
adam smith,d,house,2018,WA
sarah smith,d,house,2018,WA
joseph brumbles,r,house,2018,WA
denny heck,d,house,2018,WA
david mckinley,r,house,2018,WV
kendra fershee,d,house,2018,WV
alex mooney,r,house,2018,WV
talley sergent,d,house,2018,WV
daniel lutz,o,house,2018,WV
carol miller,r,house,2018,WV
richard ojeda,d,house,2018,WV
bryan steil,r,house,2018,WI
randy bryce,d,house,2018,WI
ken yorgan,o,house,2018,WI
mark pocan,d,house,2018,WI
ron kind,d,house,2018,WI
steve toft,r,house,2018,WI
gwen moore,d,house,2018,WI
tim rogers,r,house,2018,WI
robert raymond,o,house,2018,WI
jim sensenbrenner,r,house,2018,WI
tom palzewicz,d,house,2018,WI
glenn grothman,r,house,2018,WI
dan kohl,d,house,2018,WI
sean duffy,r,house,2018,WI
margaret engebretson,d,house,2018,WI
mike gallagher,r,house,2018,WI
beau liegeois,d,house,2018,WI
liz cheney,r,house,2018,WY
greg hunter,d,house,2018,WY
richard brubaker,o,house,2018,WY
