name,party,race_type,year,state
clay grant,o,house,2012,LA
bill cassidy,r,house,2012,LA
rufus holt craig jr,o,house,2012,LA
chellie pingree,d,house,2012,ME
jon courtney,r,house,2012,ME
mike michaud,d,house,2012,ME
kevin raye,r,house,2012,ME
andrew harris,r,house,2012,MD
wendy rosen,d,house,2012,MD
john laferla,o,house,2012,MD
muir boda,o,house,2012,MD
dutch ruppersberger,d,house,2012,MD
nancy jacobs,r,house,2012,MD
leo dymowski,o,house,2012,MD
john sarbanes,d,house,2012,MD
eric knowles,r,house,2012,MD
paul drgos jr,o,house,2012,MD
donna edwards,d,house,2012,MD
faith loudon,r,house,2012,MD
scott soffen,o,house,2012,MD
steny hoyer,d,house,2012,MD
tony odonnell,r,house,2012,MD
bob auerbach,o,house,2012,MD
arvin vohra,o,house,2012,MD
jeremy stinson,o,house,2012,MD
john k delaney,d,house,2012,MD
roscoe bartlett,r,house,2012,MD
nicklaus mueller,o,house,2012,MD
elijah cummings,d,house,2012,MD
frank mirabile,r,house,2012,MD
ronald m owensbey,o,house,2012,MD
robert brookman,o,house,2012,MD
chris van hollen,d,house,2012,MD
ken timmerman,r,house,2012,MD
mark grannis,o,house,2012,MD
george gluck,o,house,2012,MD
richard neal,d,house,2012,MA
jim mcgovern,d,house,2012,MA
niki tsongas,d,house,2012,MA
jon golnik,r,house,2012,MA
joseph kennedy iii,d,house,2012,MA
sean bielat,r,house,2012,MA
ed markey,d,house,2012,MA
tom tierney,r,house,2012,MA
john tierney,d,house,2012,MA
richard tisei,r,house,2012,MA
daniel fishman,o,house,2012,MA
mike capuano,d,house,2012,MA
karla romero,o,house,2012,MA
stephen lynch,d,house,2012,MA
joe selvaggi,r,house,2012,MA
william r keating,d,house,2012,MA
christopher sheldon,r,house,2012,MA
daniel botelho,o,house,2012,MA
dan benishek,r,house,2012,MI
gary mcdowell,d,house,2012,MI
emily salvette,o,house,2012,MI
ellis boal,o,house,2012,MI
bill huizenga,r,house,2012,MI
willie german jr,d,house,2012,MI
mary buzuma,o,house,2012,MI
william j opalicky,o,house,2012,MI
justin amash,r,house,2012,MI
steve pestka,d,house,2012,MI
bill gelineau,o,house,2012,MI
david camp,r,house,2012,MI
debra freidell wirth,d,house,2012,MI
john gelineau,o,house,2012,MI
pat timmons,o,house,2012,MI
dan kildee,d,house,2012,MI
jim slezak,r,house,2012,MI
greg creswell,o,house,2012,MI
fred upton,r,house,2012,MI
mike obrien,d,house,2012,MI
christie gelineau,o,house,2012,MI
tim walberg,r,house,2012,MI
kurt haskell,d,house,2012,MI
ken proctor,o,house,2012,MI
richard e wunsch,o,house,2012,MI
mike rogers,r,house,2012,MI
lance enderle,d,house,2012,MI
daniel goebel,o,house,2012,MI
sander levin,d,house,2012,MI
don volaric,r,house,2012,MI
jim fulner,o,house,2012,MI
julia williams,o,house,2012,MI
candice miller,r,house,2012,MI
chuck stadler,d,house,2012,MI
baghwan dashairya,o,house,2012,MI
david curson,d,house,2012,MI
kerry bentivolio,r,house,2012,MI
john tatar,o,house,2012,MI
kerry bentivolio,r,house,2012,MI
syed taj,d,house,2012,MI
john tatar,o,house,2012,MI
steven paul duke,o,house,2012,MI
john dingell,d,house,2012,MI
cynthia kallgren,r,house,2012,MI
rick secula,o,house,2012,MI
john conyers,d,house,2012,MI
harry sawicki,r,house,2012,MI
chris sharer,o,house,2012,MI
gary peters,d,house,2012,MI
john hauler,r,house,2012,MI
leonard schwartz,o,house,2012,MI
douglas campbell,o,house,2012,MI
tim walz,d,house,2012,MN
allen quist,r,house,2012,MN
john kline,r,house,2012,MN
mike obermueller,d,house,2012,MN
erik paulsen,r,house,2012,MN
brian barnes,d,house,2012,MN
betty mccollum,d,house,2012,MN
tony hernandez,r,house,2012,MN
steve carlson,o,house,2012,MN
keith ellison,d,house,2012,MN
chris fields,r,house,2012,MN
michele bachmann,r,house,2012,MN
jim graves,d,house,2012,MN
collin peterson,d,house,2012,MN
lee byberg,r,house,2012,MN
adam steele,o,house,2012,MN
rick nolan,d,house,2012,MN
chip cravaack,r,house,2012,MN
alan nunnelee,r,house,2012,MS
brad morris,d,house,2012,MS
danny bedwell,o,house,2012,MS
jim bourland,o,house,2012,MS
jim chris potts,o,house,2012,MS
bennie thompson,d,house,2012,MS
bill marcy,r,house,2012,MS
cobby williams,o,house,2012,MS
lajena williams,o,house,2012,MS
gregg harper,r,house,2012,MS
john pannell,o,house,2012,MS
steven palazzo,r,house,2012,MS
matthew moore,d,house,2012,MS
ron williams,o,house,2012,MS
bob claunch,o,house,2012,MS
lacy clay,d,house,2012,MO
robyn hamlin,r,house,2012,MO
rob cunningham,o,house,2012,MO
ann wagner,r,house,2012,MO
glenn koenen,d,house,2012,MO
bill slantz,o,house,2012,MO
anitol zorikova,o,house,2012,MO
blaine luetkemeyer,r,house,2012,MO
eric mayer,d,house,2012,MO
steve wilson,o,house,2012,MO
vicky hartzler,r,house,2012,MO
teresa hensley,d,house,2012,MO
thomas holbrook,o,house,2012,MO
greg cowan,o,house,2012,MO
emanuel cleaver,d,house,2012,MO
jacob turk,r,house,2012,MO
randy langkraehr,o,house,2012,MO
sam graves,r,house,2012,MO
kyle yarber,d,house,2012,MO
russ lee monchil,o,house,2012,MO
billy long,r,house,2012,MO
jim evans,d,house,2012,MO
kevin craig,o,house,2012,MO
jo ann emerson,r,house,2012,MO
jack rushin,d,house,2012,MO
rick vandeven,o,house,2012,MO
steve daines,r,house,2012,MT
kim gillan,d,house,2012,MT
david kaiser,o,house,2012,MT
jeff fortenberry,r,house,2012,NE
korey reiman,d,house,2012,NE
lee terry,r,house,2012,NE
john ewing,d,house,2012,NE
adrian smith,r,house,2012,NE
mark sullivan,d,house,2012,NE
dina titus,d,house,2012,NV
chris edwards,r,house,2012,NV
bill pojunis,o,house,2012,NV
mark amodei,r,house,2012,NV
sam koepnick,d,house,2012,NV
michael l haines,o,house,2012,NV
joe heck,r,house,2012,NV
john oceguera,d,house,2012,NV
tim murphy,o,house,2012,NV
steven horsford,d,house,2012,NV
danny tarkanian,r,house,2012,NV
joe silvestri,o,house,2012,NV
carol sheaporter,d,house,2012,NH
frank guinta,r,house,2012,NH
brendan kelly,o,house,2012,NH
ann mclane kuster,d,house,2012,NH
charles bass,r,house,2012,NH
hardy macia,o,house,2012,NH
rob andrews,d,house,2012,NJ
greg horton,r,house,2012,NJ
john william reitter,o,house,2012,NJ
margaret chapman,o,house,2012,NJ
frank lobiondo,r,house,2012,NJ
cassandra shober,d,house,2012,NJ
john ordille,o,house,2012,NJ
charles lukens,o,house,2012,NJ
david bowen,o,house,2012,NJ
frank faralli jr,o,house,2012,NJ
jon runyan,r,house,2012,NJ
shelley adler,d,house,2012,NJ
robert forchin,o,house,2012,NJ
robert shapiro,o,house,2012,NJ
fredrick john lavergne,o,house,2012,NJ
chris smith,r,house,2012,NJ
brian froelich,d,house,2012,NJ
leonard marshall,o,house,2012,NJ
scott garrett,r,house,2012,NJ
adam gussen,d,house,2012,NJ
patricia alessandrini,o,house,2012,NJ
frank pallone,d,house,2012,NJ
anna c little,r,house,2012,NJ
len flynn,o,house,2012,NJ
leonard lance,r,house,2012,NJ
upendra chivukula,d,house,2012,NJ
dennis breen,o,house,2012,NJ
patrick mcknight,o,house,2012,NJ
albio sires,d,house,2012,NJ
maria pineiro karczewski,r,house,2012,NJ
herbert shaw,o,house,2012,NJ
stephen de luca,o,house,2012,NJ
bill pascrell,d,house,2012,NJ
shmuley boteach,r,house,2012,NJ
jeanette woolsey,o,house,2012,NJ
donald payne jr,d,house,2012,NJ
joanne miller,o,house,2012,NJ
donald payne jr,d,house,2012,NJ
brian kelemen,r,house,2012,NJ
joanne miller,o,house,2012,NJ
mick erickson,o,house,2012,NJ
rodney frelinghuysen,r,house,2012,NJ
john arvanites,d,house,2012,NJ
barry berlin,o,house,2012,NJ
rush holt jr,d,house,2012,NJ
eric beck,r,house,2012,NJ
jack freudenheim,o,house,2012,NJ
kenneth j cody,o,house,2012,NJ
michelle lujan grisham,d,house,2012,NM
janice arnoldjones,r,house,2012,NM
steve pearce,r,house,2012,NM
evelyn madrid erhard,d,house,2012,NM
ben ray lujan,d,house,2012,NM
jeff byrd,r,house,2012,NM
tim bishop,d,house,2012,NY
randy altschuler,r,house,2012,NY
peter t king,r,house,2012,NY
vivianne c falcone,d,house,2012,NY
steve israel,d,house,2012,NY
stephen labate,r,house,2012,NY
mike mcdermott,o,house,2012,NY
anthony tolda,o,house,2012,NY
carolyn mccarthy,d,house,2012,NY
fran becker,r,house,2012,NY
gregory meeks,d,house,2012,NY
allan jennings,r,house,2012,NY
catherine wark,o,house,2012,NY
grace meng,d,house,2012,NY
dan halloran,r,house,2012,NY
evergreen chou,o,house,2012,NY
nydia velazquez,d,house,2012,NY
james murray,o,house,2012,NY
hakeem jeffries,d,house,2012,NY
alan bellone,r,house,2012,NY
colin beavan,o,house,2012,NY
yvette clarke,d,house,2012,NY
daniel cavanagh,r,house,2012,NY
vivia morgan,o,house,2012,NY
jerrold nadler,d,house,2012,NY
michael chan,r,house,2012,NY
michael grimm,r,house,2012,NY
mark murphy,d,house,2012,NY
hank bardel,o,house,2012,NY
carolyn maloney,d,house,2012,NY
christopher wight,r,house,2012,NY
charles b rangel,d,house,2012,NY
craig schley,r,house,2012,NY
joseph crowley,d,house,2012,NY
william gibbons,r,house,2012,NY
tony gronowicz,o,house,2012,NY
jose serrano,d,house,2012,NY
frank della valle,r,house,2012,NY
eliot engel,d,house,2012,NY
joseph mclaughlin,r,house,2012,NY
joseph diaferia,o,house,2012,NY
nita lowey,d,house,2012,NY
joe carvin,r,house,2012,NY
sean maloney,d,house,2012,NY
nan hayworth,r,house,2012,NY
chris gibson,r,house,2012,NY
julian schreibman,d,house,2012,NY
paul tonko,d,house,2012,NY
bob dieterich,r,house,2012,NY
bill owens,d,house,2012,NY
matt doheny,r,house,2012,NY
donald hassig,o,house,2012,NY
richard hanna,r,house,2012,NY
dan lamb,d,house,2012,NY
tom reed,r,house,2012,NY
nate shinagawa,d,house,2012,NY
dan maffei,d,house,2012,NY
ann marie buerkle,r,house,2012,NY
ursula rozum,o,house,2012,NY
louise slaughter,d,house,2012,NY
maggie brooks,r,house,2012,NY
brian higgins,d,house,2012,NY
michael h madigan,r,house,2012,NY
chris collins,r,house,2012,NY
kathy hochul,d,house,2012,NY
g k butterfield,d,house,2012,NC
pete dilauro,r,house,2012,NC
darryl holloman,o,house,2012,NC
renee ellmers,r,house,2012,NC
steve wilkins,d,house,2012,NC
brian irving,o,house,2012,NC
walter b jones jr,r,house,2012,NC
erik anderson,d,house,2012,NC
david price,d,house,2012,NC
tim dannunzio,r,house,2012,NC
virginia foxx,r,house,2012,NC
elisabeth motsinger,d,house,2012,NC
howard coble,r,house,2012,NC
tony foriest,d,house,2012,NC
mike mcintyre,d,house,2012,NC
david rouzer,r,house,2012,NC
richard hudson,r,house,2012,NC
larry kissell,d,house,2012,NC
robert pittenger,r,house,2012,NC
jennifer roberts,d,house,2012,NC
curtis campbell,o,house,2012,NC
patrick mchenry,r,house,2012,NC
patsy keever,d,house,2012,NC
mark meadows,r,house,2012,NC
hayden rogers,d,house,2012,NC
mel watt,d,house,2012,NC
jack brosch,r,house,2012,NC
george holding,r,house,2012,NC
charles malone,d,house,2012,NC
kevin cramer,r,house,2012,ND
pam gulleson,d,house,2012,ND
eric olson,o,house,2012,ND
steve chabot,r,house,2012,OH
jeff sinnard,d,house,2012,OH
jim berns,o,house,2012,OH
rich stevenson,o,house,2012,OH
brad wenstrup,r,house,2012,OH
william r smith,d,house,2012,OH
joyce beatty,d,house,2012,OH
chris long,r,house,2012,OH
richard ehrbar,o,house,2012,OH
bob fitrakis,o,house,2012,OH
jim jordan,r,house,2012,OH
james slone,d,house,2012,OH
chris calla,o,house,2012,OH
bob latta,r,house,2012,OH
angela zimmann,d,house,2012,OH
eric eberly,o,house,2012,OH
bill johnson,r,house,2012,OH
charlie wilson,d,house,2012,OH
bob gibbs,r,house,2012,OH
joyce r healyabrams,d,house,2012,OH
john boehner,r,house,2012,OH
marcy kaptur,d,house,2012,OH
samuel wurzelbacher,r,house,2012,OH
sean stipe,o,house,2012,OH
mike turner,r,house,2012,OH
sharen neuhardt,d,house,2012,OH
david harlow,o,house,2012,OH
marcia fudge,d,house,2012,OH
pat tiberi,r,house,2012,OH
james reese,d,house,2012,OH
robert fitrakis,o,house,2012,OH
tim ryan,d,house,2012,OH
marisha agana,r,house,2012,OH
david joyce,r,house,2012,OH
dale virgil blanchard,d,house,2012,OH
elaine mastromatteo,o,house,2012,OH
david macko,o,house,2012,OH
steve stivers,r,house,2012,OH
pat lang,d,house,2012,OH
jim renacci,r,house,2012,OH
betty sutton,d,house,2012,OH
jim bridenstine,r,house,2012,OK
john olson,d,house,2012,OK
craig allen,o,house,2012,OK
markwayne mullin,r,house,2012,OK
rob wallace,d,house,2012,OK
michael fulks,o,house,2012,OK
frank lucas,r,house,2012,OK
tim murray,d,house,2012,OK
william sanders,o,house,2012,OK
tom cole,r,house,2012,OK
donna bebo,d,house,2012,OK
rj harris,o,house,2012,OK
james lankford,r,house,2012,OK
tom guild,d,house,2012,OK
robert murphy,o,house,2012,OK
suzanne bonamici,d,house,2012,OR
delinda morgan,r,house,2012,OR
steven reynolds,o,house,2012,OR
robert ekstrom,o,house,2012,OR
greg walden,r,house,2012,OR
joyce segers,d,house,2012,OR
joe tabor,o,house,2012,OR
earl blumenauer,d,house,2012,OR
ronald green,r,house,2012,OR
woodrow broadnax,o,house,2012,OR
michael cline,o,house,2012,OR
peter defazio,d,house,2012,OR
arthur b robinson,r,house,2012,OR
chuck huntting,o,house,2012,OR
kurt schrader,d,house,2012,OR
fred thompson,r,house,2012,OR
raymond baldwin,o,house,2012,OR
bob brady,d,house,2012,PA
john featherman,r,house,2012,PA
chaka fattah,d,house,2012,PA
robert allen mansfield,r,house,2012,PA
james foster,o,house,2012,PA
mike kelly,r,house,2012,PA
missa eaton,d,house,2012,PA
steven porter,o,house,2012,PA
scott perry,r,house,2012,PA
harry perkinson,d,house,2012,PA
wayne wolf,o,house,2012,PA
mike koffenberger,o,house,2012,PA
glenn thompson,r,house,2012,PA
charles dumas,d,house,2012,PA
jim gerlach,r,house,2012,PA
manan trivedi,d,house,2012,PA
pat meehan,r,house,2012,PA
george badey,d,house,2012,PA
mike fitzpatrick,r,house,2012,PA
kathy boockvar,d,house,2012,PA
bill shuster,r,house,2012,PA
karen ramsburg,d,house,2012,PA
tom marino,r,house,2012,PA
phil scollo,d,house,2012,PA
lou barletta,r,house,2012,PA
gene stilp,d,house,2012,PA
keith rothfus,r,house,2012,PA
mark critz,d,house,2012,PA
allyson schwartz,d,house,2012,PA
joe rooney,r,house,2012,PA
mike doyle,d,house,2012,PA
hans lessmann,r,house,2012,PA
charlie dent,r,house,2012,PA
rick daugherty,d,house,2012,PA
joe pitts,r,house,2012,PA
aryanna strader,d,house,2012,PA
john murphy,o,house,2012,PA
james bednarski,o,house,2012,PA
matt cartwright,d,house,2012,PA
laureen cummings,r,house,2012,PA
tim murphy,r,house,2012,PA
larry maggi,d,house,2012,PA
david cicilline,d,house,2012,RI
brendan doherty,r,house,2012,RI
david s vogel,o,house,2012,RI
jim langevin,d,house,2012,RI
michael riley,r,house,2012,RI
abel collins,o,house,2012,RI
tim scott,r,house,2012,SC
keith blandford,o,house,2012,SC
joe wilson,r,house,2012,SC
jeff duncan,r,house,2012,SC
brian doyle,d,house,2012,SC
trey gowdy,r,house,2012,SC
jeff sumerel,o,house,2012,SC
mick mulvaney,r,house,2012,SC
jim clyburn,d,house,2012,SC
nammu muhammad,o,house,2012,SC
tom rice,r,house,2012,SC
kristi noem,r,house,2012,SD
matt varilek,d,house,2012,SD
phil roe,r,house,2012,TN
alan woodruff,d,house,2012,TN
karen brackett,o,house,2012,TN
jimmy duncan,r,house,2012,TN
troy goodale,d,house,2012,TN
greg samples,o,house,2012,TN
paul coker,o,house,2012,TN
brandon stewart,o,house,2012,TN
chuck fleischmann,r,house,2012,TN
mary headrick,d,house,2012,TN
matthew deniston,o,house,2012,TN
scott desjarlais,r,house,2012,TN
eric stewart,d,house,2012,TN
jim cooper,d,house,2012,TN
brad staats,r,house,2012,TN
john miglietta,o,house,2012,TN
diane black,r,house,2012,TN
robert beasley,o,house,2012,TN
pat riley,o,house,2012,TN
marsha blackburn,r,house,2012,TN
credo amouzouvik,d,house,2012,TN
howard switzer,o,house,2012,TN
jack arnold,o,house,2012,TN
william akin,o,house,2012,TN
lenny ladner,o,house,2012,TN
stephen fincher,r,house,2012,TN
timothy dixon,d,house,2012,TN
james hart,o,house,2012,TN
mark rawles,o,house,2012,TN
steve cohen,d,house,2012,TN
george flinn,r,house,2012,TN
brian saulsberry,o,house,2012,TN
gregory joiner,o,house,2012,TN
louie gohmert,r,house,2012,TX
shirley mckellar,d,house,2012,TX
clark patterson,o,house,2012,TX
ted poe,r,house,2012,TX
jim dougherty,d,house,2012,TX
kenneth duncan,o,house,2012,TX
mark a roberts,o,house,2012,TX
sam johnson,r,house,2012,TX
ralph hall,r,house,2012,TX
valinda hathcox,d,house,2012,TX
thomas griffing,o,house,2012,TX
jeb hensarling,r,house,2012,TX
linda s mrosko,d,house,2012,TX
ken ashby,o,house,2012,TX
joe barton,r,house,2012,TX
kenneth sanders,d,house,2012,TX
hugh chauvin,o,house,2012,TX
brandon parmer,o,house,2012,TX
john culberson,r,house,2012,TX
james cargas,d,house,2012,TX
drew parks,o,house,2012,TX
lance findley,o,house,2012,TX
kevin brady,r,house,2012,TX
neil burns,d,house,2012,TX
roy hall,o,house,2012,TX
al green,d,house,2012,TX
steve mueller,r,house,2012,TX
vanessa foster,o,house,2012,TX
john weider,o,house,2012,TX
michael mccaul,r,house,2012,TX
tawana cadien,d,house,2012,TX
richard priest,o,house,2012,TX
mike conaway,r,house,2012,TX
jim riley,d,house,2012,TX
scott ballard,o,house,2012,TX
kay granger,r,house,2012,TX
dave robinson,d,house,2012,TX
matthew solodow,o,house,2012,TX
mac thornberry,r,house,2012,TX
john robert deek,o,house,2012,TX
keith f houston,o,house,2012,TX
randy weber,r,house,2012,TX
nick lampson,d,house,2012,TX
zach grady,o,house,2012,TX
rhett rosenquest smith,o,house,2012,TX
ruben hinojosa,d,house,2012,TX
dale brueggemann,r,house,2012,TX
ronald finch,o,house,2012,TX
benjamin perez,o,house,2012,TX
beto orourke,d,house,2012,TX
barbara carrasco,r,house,2012,TX
junart sodoy,o,house,2012,TX
bill flores,r,house,2012,TX
ben easton,o,house,2012,TX
sheila jackson lee,d,house,2012,TX
sean seibert,r,house,2012,TX
christopher barber,o,house,2012,TX
randy neugebauer,r,house,2012,TX
chip peterson,o,house,2012,TX
joaquin castro,d,house,2012,TX
david rosa,r,house,2012,TX
tracy potts,o,house,2012,TX
antonio diaz,o,house,2012,TX
lamar smith,r,house,2012,TX
candace duval,d,house,2012,TX
johnhenry liberty,o,house,2012,TX
bill stout,o,house,2012,TX
pete olson,r,house,2012,TX
kesha rogers,d,house,2012,TX
steve susman,o,house,2012,TX
don cook,o,house,2012,TX
pete gallego,d,house,2012,TX
canseco,r,house,2012,TX
jeffrey blunt,o,house,2012,TX
ed scharf,o,house,2012,TX
kenny marchant,r,house,2012,TX
tim rusk,d,house,2012,TX
john stathas,o,house,2012,TX
roger williams,r,house,2012,TX
elaine henderson,d,house,2012,TX
betsy dewey,o,house,2012,TX
roger quannah settler,o,house,2012,TX
michael burgess,r,house,2012,TX
david sanchez,d,house,2012,TX
mark boler,o,house,2012,TX
blake farenthold,r,house,2012,TX
rose meza harrison,d,house,2012,TX
william bret baldwin,o,house,2012,TX
corrie byrd,o,house,2012,TX
henry cuellar,d,house,2012,TX
william hayward,r,house,2012,TX
patrick hisel,o,house,2012,TX
michael d cary,o,house,2012,TX
gene green,d,house,2012,TX
james stanczack,o,house,2012,TX
maria selva,o,house,2012,TX
eddie bernice johnson,d,house,2012,TX
travis washington jr,r,house,2012,TX
ed rankin,o,house,2012,TX
john carter,r,house,2012,TX
stephen wyman,d,house,2012,TX
ethan garofolo,o,house,2012,TX
pete sessions,r,house,2012,TX
katherine savers mcgovern,d,house,2012,TX
seth hollist,o,house,2012,TX
marc veasey,d,house,2012,TX
chuck bradley,r,house,2012,TX
ed lindsay,o,house,2012,TX
filemon vela jr,d,house,2012,TX
jessica puente bradshaw,r,house,2012,TX
steven shanklin,o,house,2012,TX
lloyd doggett,d,house,2012,TX
susan narvaiz,r,house,2012,TX
ross lynn leone,o,house,2012,TX
meghan owen,o,house,2012,TX
steve stockman,r,house,2012,TX
max martin,d,house,2012,TX
michael cole,o,house,2012,TX
rob bishop,r,house,2012,UT
donna mcaleer,d,house,2012,UT
sherry phipps,o,house,2012,UT
chris stewart,r,house,2012,UT
jay seegmiller,d,house,2012,UT
jonathan garrard,o,house,2012,UT
joe andrade,o,house,2012,UT
charles kimball,o,house,2012,UT
jason chaffetz,r,house,2012,UT
soren simonsen,d,house,2012,UT
jim matheson,d,house,2012,UT
mia love,r,house,2012,UT
jim vein,o,house,2012,UT
peter welch,d,house,2012,VT
mark donka,r,house,2012,VT
james desrochers,o,house,2012,VT
andre laframboise,o,house,2012,VT
rob wittman,r,house,2012,VA
adam cook,d,house,2012,VA
scott rigell,r,house,2012,VA
paul hirschbiel,d,house,2012,VA
bobby scott,d,house,2012,VA
dean longo,r,house,2012,VA
randy forbes,r,house,2012,VA
ella ward,d,house,2012,VA
robert hurt,r,house,2012,VA
john douglass,d,house,2012,VA
bob goodlatte,r,house,2012,VA
andy schmookler,d,house,2012,VA
eric cantor,r,house,2012,VA
e wayne powell,d,house,2012,VA
jim moran,d,house,2012,VA
jay patrick murray,r,house,2012,VA
jason howell,o,house,2012,VA
janet murphy,o,house,2012,VA
morgan griffith,r,house,2012,VA
anthony flaccavento,d,house,2012,VA
frank wolf,r,house,2012,VA
kristin cabral,d,house,2012,VA
gerry connolly,d,house,2012,VA
chris perkins,r,house,2012,VA
mark gibson,o,house,2012,VA
chris decarlo,o,house,2012,VA
joe galdo,o,house,2012,VA
suzan delbene,d,house,2012,WA
john koster,r,house,2012,WA
suzan delbene,d,house,2012,WA
john koster,r,house,2012,WA
rick larsen,d,house,2012,WA
dan matthews,r,house,2012,WA
jaime herrera beutler,r,house,2012,WA
jon t haugen,d,house,2012,WA
doc hastings,r,house,2012,WA
mary baechler,d,house,2012,WA
cathy mcmorris rodgers,r,house,2012,WA
rich cowan,d,house,2012,WA
derek kilmer,d,house,2012,WA
bill driscoll,r,house,2012,WA
jim mcdermott,d,house,2012,WA
ron bemis,r,house,2012,WA
dave reichert,r,house,2012,WA
karen porterfeild,d,house,2012,WA
adam smith,d,house,2012,WA
james postma,r,house,2012,WA
denny heck,d,house,2012,WA
richard,o,house,2012,WA
muri,r,house,2012,WA
david mckinley,r,house,2012,WV
sue thorn,d,house,2012,WV
shelley moore capito,r,house,2012,WV
howard swint,d,house,2012,WV
nick rahall,d,house,2012,WV
rick snuffer,r,house,2012,WV
paul ryan,r,house,2012,WI
rob zerban,d,house,2012,WI
keith deschler,o,house,2012,WI
mark pocan,d,house,2012,WI
chad lee,r,house,2012,WI
joe kopsick,o,house,2012,WI
ron kind,d,house,2012,WI
ray boland,r,house,2012,WI
gwen moore,d,house,2012,WI
dan sebring,r,house,2012,WI
robert r raymond,o,house,2012,WI
jim sensenbrenner,r,house,2012,WI
dave heaster,d,house,2012,WI
tom petri,r,house,2012,WI
joe kallas,d,house,2012,WI
sean duffy,r,house,2012,WI
pat kreitlow,d,house,2012,WI
dale lehner,o,house,2012,WI
reid ribble,r,house,2012,WI
jamie wall,d,house,2012,WI
cynthia lummis,r,house,2012,WY
chris henrichsen,d,house,2012,WY
richard brubaker,o,house,2012,WY
daniel cummings,o,house,2012,WY
bradley byrne,r,house,2014,AL
burton leflore,d,house,2014,AL
martha roby,r,house,2014,AL
erick wright,d,house,2014,AL
mike rogers,r,house,2014,AL
jesse smith,d,house,2014,AL
robert aderholt,r,house,2014,AL
mo brooks,r,house,2014,AL
mark bray,o,house,2014,AL
gary palmer,r,house,2014,AL
mark lester,d,house,2014,AL
aimee love,o,house,2014,AL
terri sewell,d,house,2014,AL
don young,r,house,2014,AK
forrest dunbar,d,house,2014,AK
jim mcdermott,o,house,2014,AK
ann kirkpatrick,d,house,2014,AZ
andy tobin,r,house,2014,AZ
martha mcsally,r,house,2014,AZ
ron barber,d,house,2014,AZ
raul grijalva,d,house,2014,AZ
gabriela saucedo mercer,r,house,2014,AZ
paul gosar,r,house,2014,AZ
mike weisser,d,house,2014,AZ
chris rike,o,house,2014,AZ
matt salmon,r,house,2014,AZ
james woods,d,house,2014,AZ
david schweikert,r,house,2014,AZ
john williamson,d,house,2014,AZ
ruben gallego,d,house,2014,AZ
joe cobb,o,house,2014,AZ
jose penalosa,o,house,2014,AZ
trent franks,r,house,2014,AZ
kyrsten sinema,d,house,2014,AZ
wendy rogers,r,house,2014,AZ
powell gammill,o,house,2014,AZ
rick crawford,r,house,2014,AR
jackie mcpherson,d,house,2014,AR
brian willhite,o,house,2014,AR
french hill,r,house,2014,AR
pat hays,d,house,2014,AR
debbie standiford,o,house,2014,AR
steve womack,r,house,2014,AR
grant brand,o,house,2014,AR
bruce westerman,r,house,2014,AR
james lee witt,d,house,2014,AR
ken hamilton,o,house,2014,AR
doug lamalfa,r,house,2014,CA
heidi hall,d,house,2014,CA
jared huffman,d,house,2014,CA
dale mensing,r,house,2014,CA
john garamendi,d,house,2014,CA
dan logue,r,house,2014,CA
tom mcclintock,r,house,2014,CA
art moore,r,house,2014,CA
mike thompson,d,house,2014,CA
james hinton,o,house,2014,CA
doris matsui,d,house,2014,CA
joseph mccray sr,r,house,2014,CA
ami bera,d,house,2014,CA
doug ose,r,house,2014,CA
paul cook,r,house,2014,CA
bob conaway,d,house,2014,CA
jerry mcnerney,d,house,2014,CA
tony amador,r,house,2014,CA
jeff denham,r,house,2014,CA
michael eggman,d,house,2014,CA
mark desaulnier,d,house,2014,CA
tue phan,r,house,2014,CA
nancy pelosi,d,house,2014,CA
john dennis,r,house,2014,CA
barbara lee,d,house,2014,CA
dakin sundeen,r,house,2014,CA
jackie speier,d,house,2014,CA
robin chew,r,house,2014,CA
eric swalwell,d,house,2014,CA
hugh bussell,r,house,2014,CA
jim costa,d,house,2014,CA
johnny tacherra,r,house,2014,CA
mike honda,d,house,2014,CA
ro khanna,d,house,2014,CA
anna eshoo,d,house,2014,CA
richard b fox,r,house,2014,CA
zoe lofgren,d,house,2014,CA
robert murray,d,house,2014,CA
sam farr,d,house,2014,CA
ronald kabat,o,house,2014,CA
david valadao,r,house,2014,CA
amanda renteria,d,house,2014,CA
devin nunes,r,house,2014,CA
sam aguileramarrero,d,house,2014,CA
kevin mccarthy,r,house,2014,CA
raul garcia,d,house,2014,CA
lois capps,d,house,2014,CA
chris mitchum,r,house,2014,CA
steve knight,r,house,2014,CA
tony strickland,r,house,2014,CA
julia brownley,d,house,2014,CA
jeff gorell,r,house,2014,CA
judy chu,d,house,2014,CA
jack orswell,r,house,2014,CA
adam schiff,d,house,2014,CA
steve stokes,o,house,2014,CA
tony cardenas,d,house,2014,CA
william leader,r,house,2014,CA
brad sherman,d,house,2014,CA
mark reed,r,house,2014,CA
pete aguilar,d,house,2014,CA
paul chabot,r,house,2014,CA
grace napolitano,d,house,2014,CA
arturo alas,r,house,2014,CA
ted lieu,d,house,2014,CA
elan carr,r,house,2014,CA
xavier becerra,d,house,2014,CA
adrienne edwards,d,house,2014,CA
norma torres,d,house,2014,CA
christina gagnier,d,house,2014,CA
raul ruiz,d,house,2014,CA
brian nestande,r,house,2014,CA
karen bass,d,house,2014,CA
r adam king,r,house,2014,CA
