,race_name,race_type,state,top_candidates,pollster,poll_results,poll_leader,poll_spread,date,winner,district
0,florida senate,senate,FL,"['crist', 'rubio']",quinnipiac,"{'crist': 32.0, 'rubio': 30.0, 'meek': 24.0}",crist,2.0,2010-04-15,rubio,0
1,arkansas senate,senate,AR,"['boozman', 'lincoln']",r2000/daily kos (d),"{'boozman': 50.0, 'lincoln': 43.0}",boozman,7.0,2010-04-15,boozman,0
2,arkansas senate,senate,AR,"['boozman', 'halter']",r2000/daily kos (d),"{'boozman': 48.0, 'halter': 41.0}",boozman,7.0,2010-04-15,boozman,0
3,florida senate,senate,FL,"['rubio', 'meek']",quinnipiac,"{'rubio': 42.0, 'meek': 38.0}",rubio,4.0,2010-04-15,rubio,0
4,florida senate,senate,FL,"['rubio', 'crist']",quinnipiac,"{'rubio': 56.0, 'crist': 33.0}",rubio,23.0,2010-04-15,rubio,0
5,arkansas senate,senate,AR,"['lincoln', 'halter']",r2000/daily kos (d),"{'lincoln': 45.0, 'halter': 33.0}",lincoln,12.0,2010-04-15,<BLANK>,0
6,florida senate,senate,FL,"['crist', 'meek']",quinnipiac,"{'crist': 48.0, 'meek': 34.0}",crist,14.0,2010-04-15,<BLANK>,0
7,arizona senate,senate,AZ,"['mccain', 'hayworth']",rasmussen reports,"{'mccain': 47.0, 'hayworth': 42.0}",mccain,5.0,2010-04-16,mccain,0
8,nevada senate,senate,NV,"['lowden', 'reid']",lvrj/mason-dixon,"{'lowden': 47.0, 'reid': 37.0}",lowden,10.0,2010-04-16,reid,0
9,new york senate,senate,NY,"['gillibrand', 'dioguardi']",siena,"{'gillibrand': 46.0, 'dioguardi': 27.0}",gillibrand,19.0,2010-04-18,gillibrand,0
10,indiana senate,senate,IN,"['coats', 'ellsworth']",rasmussen reports,"{'coats': 54.0, 'ellsworth': 33.0}",coats,21.0,2010-04-19,coats,0
11,indiana senate,senate,IN,"['hostettler', 'ellsworth']",rasmussen reports,"{'hostettler': 50.0, 'ellsworth': 33.0}",hostettler,17.0,2010-04-19,<BLANK>,0
12,new hampshire senate,senate,NH,"['ayotte', 'hodes']",ppp (d),"{'ayotte': 47.0, 'hodes': 40.0}",ayotte,7.0,2010-04-20,ayotte,0
13,north carolina senate,senate,NC,"['burr', 'marshall']",rasmussen reports,"{'burr': 50.0, 'marshall': 32.0}",burr,18.0,2010-04-21,burr,0
14,north carolina senate,senate,NC,"['burr', 'cunningham']",rasmussen reports,"{'burr': 53.0, 'cunningham': 31.0}",burr,22.0,2010-04-21,burr,0
15,new hampshire senate,senate,NH,"['ayotte', 'binnie']",ppp (d),"{'ayotte': 43.0, 'binnie': 19.0, 'bender': 11.0, 'lamontagne': 5.0}",ayotte,24.0,2010-04-21,ayotte,0
16,florida senate,senate,FL,"['rubio', 'crist']",rasmussen reports,"{'crist': 30.0, 'rubio': 37.0, 'meek': 22.0}",rubio,7.0,2010-04-22,rubio,0
17,wisconsin senate,senate,WI,"['feingold', 'wall']",rasmussen reports,"{'feingold': 49.0, 'wall': 43.0}",feingold,6.0,2010-04-22,<BLANK>,0
18,wisconsin senate,senate,WI,"['feingold', 'westlake']",rasmussen reports,"{'feingold': 49.0, 'westlake': 38.0}",feingold,11.0,2010-04-22,<BLANK>,0
19,california senate,senate,CA,"['campbell', 'fiorina']",surveyusa,"{'campbell': 34.0, 'fiorina': 27.0, 'devore': 14.0}",campbell,7.0,2010-04-22,<BLANK>,0
20,california senate,senate,CA,"['campbell', 'fiorina']",capitol weekly/probolsky (r),"{'campbell': 31.0, 'fiorina': 17.0, 'devore': 14.0}",campbell,14.0,2010-04-22,<BLANK>,0
21,georgia senate,senate,GA,"['isakson', 'thurmond']",rasmussen reports,"{'isakson': 51.0, 'thurmond': 35.0}",isakson,16.0,2010-04-23,isakson,0
22,washington senate,senate,WA,"['murray', 'widener']",surveyusa,"{'murray': 45.0, 'widener': 43.0}",murray,2.0,2010-04-24,murray,0
23,washington senate,senate,WA,"['murray', 'didier']",surveyusa,"{'murray': 46.0, 'didier': 44.0}",murray,2.0,2010-04-24,murray,0
24,washington senate,senate,WA,"['murray', 'benton']",surveyusa,"{'murray': 46.0, 'benton': 44.0}",murray,2.0,2010-04-24,murray,0
25,washington senate,senate,WA,"['rossi', 'murray']",surveyusa,"{'murray': 42.0, 'rossi': 52.0}",rossi,10.0,2010-04-24,murray,0
26,north dakota senate,senate,ND,"['hoeven', 'potter']",rasmussen reports,"{'hoeven': 69.0, 'potter': 24.0}",hoeven,45.0,2010-04-27,hoeven,0
27,north carolina senate,senate,NC,"['marshall', 'cunningham']",ppp (d),"{'marshall': 26.0, 'cunningham': 23.0, 'lewis': 7.0}",marshall,3.0,2010-04-27,<BLANK>,0
28,north carolina senate,senate,NC,"['marshall', 'cunningham']",surveyusa,"{'marshall': 23.0, 'cunningham': 19.0, 'lewis': 10.0}",marshall,4.0,2010-04-27,<BLANK>,0
29,arizona senate,senate,AZ,"['hayworth', 'glassman']",behavior research center,"{'hayworth': 37.0, 'glassman': 30.0}",hayworth,7.0,2010-04-28,<BLANK>,0
30,arizona senate,senate,AZ,"['mccain', 'glassman']",behavior research center,"{'mccain': 46.0, 'glassman': 24.0}",mccain,22.0,2010-04-28,mccain,0
31,arizona senate,senate,AZ,"['mccain', 'hayworth']",behavior research center,"{'mccain': 54.0, 'hayworth': 28.0}",mccain,26.0,2010-04-28,mccain,0
32,arizona senate,senate,AZ,"['glassman', 'hayworth']",ppp (d),"{'hayworth': 39.0, 'glassman': 42.0}",glassman,3.0,2010-04-28,<BLANK>,0
33,arizona senate,senate,AZ,"['mccain', 'glassman']",ppp (d),"{'mccain': 49.0, 'glassman': 33.0}",mccain,16.0,2010-04-28,mccain,0
34,ohio senate,senate,OH,"['fisher', 'brunner']",quinnipiac,"{'fisher': 41.0, 'brunner': 24.0}",fisher,17.0,2010-04-28,<BLANK>,0
35,nevada senate,senate,NV,"['lowden', 'reid']",rasmussen reports,"{'lowden': 52.0, 'reid': 39.0}",lowden,13.0,2010-04-29,reid,0
36,indiana senate,senate,IN,"['coats', 'hostettler']",downs center/susa,"{'coats': 36.0, 'hostettler': 24.0, 'stutzman': 18.0}",coats,12.0,2010-04-29,coats,0
37,indiana senate,senate,IN,"['coats', 'ellsworth']",downs center/susa,"{'coats': 47.0, 'ellsworth': 31.0}",coats,16.0,2010-04-29,coats,0
38,indiana senate,senate,IN,"['hostettler', 'ellsworth']",downs center/susa,"{'hostettler': 45.0, 'ellsworth': 32.0}",hostettler,13.0,2010-04-29,<BLANK>,0
39,arkansas senate,senate,AR,"['boozman', 'lincoln']",rasmussen reports,"{'boozman': 57.0, 'lincoln': 29.0}",boozman,28.0,2010-04-29,boozman,0
40,arkansas senate,senate,AR,"['boozman', 'halter']",rasmussen reports,"{'boozman': 56.0, 'halter': 31.0}",boozman,25.0,2010-04-29,boozman,0
41,ohio senate,senate,OH,"['fisher', 'portman']",quinnipiac,"{'fisher': 40.0, 'portman': 37.0}",fisher,3.0,2010-04-29,portman,0
42,ohio senate,senate,OH,"['brunner', 'portman']",quinnipiac,"{'portman': 36.0, 'brunner': 40.0}",brunner,4.0,2010-04-29,portman,0
43,arizona senate,senate,AZ,"['mccain', 'hayworth']",ppp (d),"{'mccain': 46.0, 'hayworth': 35.0}",mccain,11.0,2010-04-29,mccain,0
44,arkansas senate,senate,AR,"['lincoln', 'halter']",r2000/daily kos (d),"{'lincoln': 43.0, 'halter': 35.0}",lincoln,8.0,2010-04-29,<BLANK>,0
45,arkansas senate,senate,AR,"['boozman', 'lincoln']",r2000/daily kos (d),"{'boozman': 52.0, 'lincoln': 42.0}",boozman,10.0,2010-04-29,boozman,0
46,arkansas senate,senate,AR,"['boozman', 'halter']",r2000/daily kos (d),"{'boozman': 47.0, 'halter': 42.0}",boozman,5.0,2010-04-29,boozman,0
47,nevada senate,senate,NV,"['lowden', 'tarkanian']",r2000/daily kos (d),"{'lowden': 38.0, 'angle': 13.0, 'tarkanian': 28.0}",lowden,10.0,2010-04-29,<BLANK>,0
48,nevada senate,senate,NV,"['tarkanian', 'reid']",rasmussen reports,"{'tarkanian': 51.0, 'reid': 41.0}",tarkanian,10.0,2010-04-29,reid,0
49,new hampshire senate,senate,NH,"['ayotte', 'hodes']",wmur/unh,"{'ayotte': 47.0, 'hodes': 32.0}",ayotte,15.0,2010-04-30,ayotte,0
50,illinois senate,senate,IL,"['kirk', 'giannoulias']",rasmussen reports,"{'kirk': 46.0, 'giannoulias': 38.0}",kirk,8.0,2010-04-30,kirk,0
51,ohio senate,senate,OH,"['fisher', 'brunner']",suffolk university,"{'fisher': 55.0, 'brunner': 27.0}",fisher,28.0,2010-04-30,<BLANK>,0
52,delaware senate,senate,DE,"['castle', 'coons']",rasmussen reports,"{'castle': 55.0, 'coons': 32.0}",castle,23.0,2010-04-30,coons,0
53,north carolina senate,senate,NC,"['marshall', 'cunningham']",ppp (d),"{'marshall': 28.0, 'cunningham': 21.0, 'lewis': 9.0}",marshall,7.0,2010-05-02,<BLANK>,0
54,iowa senate,senate,IA,"['grassley', 'conlin']",rasmussen reports,"{'grassley': 53.0, 'conlin': 40.0}",grassley,13.0,2010-05-03,grassley,0
55,kentucky senate,senate,KY,"['paul', 'conway']",rasmussen reports,"{'paul': 47.0, 'conway': 38.0}",paul,9.0,2010-05-03,paul,0
56,pennsylvania senate,senate,PA,"['specter', 'sestak']",morning call tracking,"{'sestak': 42.0, 'specter': 48.0}",specter,6.0,2010-05-03,<BLANK>,0
57,ohio senate,senate,OH,"['fisher', 'brunner']",quinnipiac,"{'fisher': 43.0, 'brunner': 23.0}",fisher,20.0,2010-05-03,<BLANK>,0
58,kentucky senate,senate,KY,"['grayson', 'conway']",rasmussen reports,"{'grayson': 43.0, 'conway': 38.0}",grayson,5.0,2010-05-03,<BLANK>,0
59,kentucky senate,senate,KY,"['grayson', 'mongiardo']",rasmussen reports,"{'grayson': 45.0, 'mongiardo': 31.0}",grayson,14.0,2010-05-03,<BLANK>,0
60,kentucky senate,senate,KY,"['paul', 'mongiardo']",rasmussen reports,"{'paul': 48.0, 'mongiardo': 32.0}",paul,16.0,2010-05-03,paul,0
61,kentucky senate,senate,KY,"['mongiardo', 'conway']",ppp (d),"{'mongiardo': 36.0, 'conway': 27.0}",mongiardo,9.0,2010-05-04,<BLANK>,0
62,florida senate,senate,FL,"['crist', 'rubio']",rasmussen reports,"{'crist': 38.0, 'rubio': 34.0, 'meek': 17.0}",crist,4.0,2010-05-04,rubio,0
63,missouri senate,senate,MO,"['blunt', 'carnahan']",rasmussen reports,"{'blunt': 50.0, 'carnahan': 42.0}",blunt,8.0,2010-05-04,blunt,0
64,pennsylvania senate,senate,PA,"['specter', 'sestak']",quinnipiac,"{'sestak': 39.0, 'specter': 47.0}",specter,8.0,2010-05-04,<BLANK>,0
65,kentucky senate,senate,KY,"['mongiardo', 'conway']",ppp (d),"{'conway': 27.0, 'mongiardo': 36.0}",mongiardo,9.0,2010-05-04,<BLANK>,0
66,kentucky senate,senate,KY,"['paul', 'grayson']",ppp (d),"{'paul': 46.0, 'grayson': 28.0}",paul,18.0,2010-05-04,paul,0
67,louisiana senate,senate,LA,"['vitter', 'melancon']",smor/grigsby (r),"{'vitter': 49.0, 'melancon': 31.0}",vitter,18.0,2010-05-04,vitter,0
68,kentucky senate,senate,KY,"['grayson', 'mongiardo']",ppp (d),"{'grayson': 43.0, 'mongiardo': 35.0}",grayson,8.0,2010-05-05,<BLANK>,0
69,kentucky senate,senate,KY,"['paul', 'mongiardo']",ppp (d),"{'paul': 42.0, 'mongiardo': 38.0}",paul,4.0,2010-05-05,paul,0
70,kentucky senate,senate,KY,"['grayson', 'conway']",ppp (d),"{'grayson': 42.0, 'conway': 34.0}",grayson,8.0,2010-05-05,<BLANK>,0
71,kentucky senate,senate,KY,"['paul', 'conway']",ppp (d),"{'paul': 41.0, 'conway': 40.0}",paul,1.0,2010-05-05,paul,0
72,colorado senate,senate,CO,"['buck', 'romanoff']",rasmussen reports,"{'buck': 45.0, 'romanoff': 40.0}",buck,5.0,2010-05-05,<BLANK>,0
73,colorado senate,senate,CO,"['norton', 'romanoff']",rasmussen reports,"{'norton': 46.0, 'romanoff': 39.0}",norton,7.0,2010-05-05,<BLANK>,0
74,colorado senate,senate,CO,"['norton', 'bennet']",rasmussen reports,"{'norton': 48.0, 'bennet': 41.0}",norton,7.0,2010-05-05,bennet,0
75,colorado senate,senate,CO,"['buck', 'bennet']",rasmussen reports,"{'bennet': 41.0, 'buck': 48.0}",buck,7.0,2010-05-05,bennet,0
76,washington senate,senate,WA,"['murray', 'didier']",rasmussen reports,"{'murray': 51.0, 'didier': 36.0}",murray,15.0,2010-05-05,murray,0
77,washington senate,senate,WA,"['murray', 'rossi']",rasmussen reports,"{'murray': 48.0, 'rossi': 46.0}",murray,2.0,2010-05-05,murray,0
78,washington senate,senate,WA,"['murray', 'rossi']",elway poll,"{'murray': 51.0, 'rossi': 34.0}",murray,17.0,2010-05-05,murray,0
79,washington senate,senate,WA,"['murray', 'benton']",rasmussen reports,"{'murray': 52.0, 'benton': 38.0}",murray,14.0,2010-05-05,murray,0
80,washington senate,senate,WA,"['murray', 'didier']",elway poll,"{'murray': 50.0, 'didier': 24.0}",murray,26.0,2010-05-05,murray,0
81,washington senate,senate,WA,"['murray', 'benton']",elway poll,"{'murray': 51.0, 'benton': 27.0}",murray,24.0,2010-05-05,murray,0
82,connecticut senate,senate,CT,"['blumenthal', 'mcmahon']",rasmussen reports,"{'blumenthal': 52.0, 'mcmahon': 39.0}",blumenthal,13.0,2010-05-06,blumenthal,0
83,kentucky senate,senate,KY,"['paul', 'grayson']",kentucky poll,"{'paul': 44.0, 'grayson': 32.0}",paul,12.0,2010-05-06,paul,0
84,kentucky senate,senate,KY,"['mongiardo', 'conway']",kentucky poll,"{'conway': 32.0, 'mongiardo': 39.0}",mongiardo,7.0,2010-05-06,<BLANK>,0
85,arizona senate,senate,AZ,"['mccain', 'glassman']",r2000/daily kos (d),"{'mccain': 48.0, 'glassman': 35.0}",mccain,13.0,2010-05-06,mccain,0
86,connecticut senate,senate,CT,"['blumenthal', 'simmons']",rasmussen reports,"{'blumenthal': 55.0, 'simmons': 32.0}",blumenthal,23.0,2010-05-06,blumenthal,0
87,north carolina senate,senate,NC,"['burr', 'cunningham']",rasmussen reports,"{'burr': 50.0, 'cunningham': 37.0}",burr,13.0,2010-05-06,burr,0
88,north carolina senate,senate,NC,"['burr', 'marshall']",rasmussen reports,"{'burr': 48.0, 'marshall': 40.0}",burr,8.0,2010-05-06,burr,0
89,florida senate,senate,FL,"['crist', 'rubio']",mason-dixon,"{'crist': 38.0, 'rubio': 32.0, 'meek': 19.0}",crist,6.0,2010-05-06,rubio,0
90,north carolina senate,senate,NC,"['marshall', 'cunningham']",rasmussen reports,"{'marshall': 42.0, 'cunningham': 37.0}",marshall,5.0,2010-05-06,<BLANK>,0
91,arizona senate,senate,AZ,"['hayworth', 'glassman']",r2000/daily kos (d),"{'hayworth': 43.0, 'glassman': 42.0}",hayworth,1.0,2010-05-06,<BLANK>,0
92,connecticut senate,senate,CT,"['blumenthal', 'schiff']",rasmussen reports,"{'blumenthal': 54.0, 'schiff': 29.0}",blumenthal,25.0,2010-05-06,blumenthal,0
93,arizona senate,senate,AZ,"['mccain', 'hayworth']",r2000/daily kos (d),"{'mccain': 48.0, 'hayworth': 36.0}",mccain,12.0,2010-05-06,mccain,0
94,kentucky senate,senate,KY,"['mongiardo', 'conway']",kentucky poll,"{'mongiardo': 39.0, 'conway': 32.0}",mongiardo,7.0,2010-05-06,<BLANK>,0
95,arkansas senate,senate,AR,"['boozman', 'halter']",mason-dixon,"{'boozman': 56.0, 'halter': 32.0}",boozman,24.0,2010-05-07,boozman,0
96,arkansas senate,senate,AR,"['boozman', 'lincoln']",mason-dixon,"{'boozman': 52.0, 'lincoln': 35.0}",boozman,17.0,2010-05-07,boozman,0
97,arkansas senate,senate,AR,"['lincoln', 'halter']",mason-dixon,"{'lincoln': 44.0, 'halter': 32.0}",lincoln,12.0,2010-05-07,<BLANK>,0
98,iowa senate,senate,IA,"['grassley', 'conlin']",research 2000,"{'grassley': 49.0, 'conlin': 40.0}",grassley,9.0,2010-05-07,grassley,0
99,indiana senate,senate,IN,"['coats', 'ellsworth']",rasmussen reports,"{'coats': 51.0, 'ellsworth': 36.0}",coats,15.0,2010-05-07,coats,0
100,arkansas senate,senate,AR,"['boozman', 'holt']",mason-dixon,"{'boozman': 48.0, 'holt': 17.0, 'baker': 11.0}",boozman,31.0,2010-05-07,boozman,0
101,ohio senate,senate,OH,"['fisher', 'portman']",rasmussen reports,"{'fisher': 43.0, 'portman': 42.0}",fisher,1.0,2010-05-07,portman,0
102,kentucky senate,senate,KY,"['paul', 'grayson']",magellan strategies (r),"{'paul': 43.0, 'grayson': 28.0}",paul,15.0,2010-05-07,paul,0
103,illinois senate,senate,IL,"['kirk', 'giannoulias']",r2000/daily kos (d),"{'kirk': 41.0, 'giannoulias': 38.0}",kirk,3.0,2010-05-07,kirk,0
104,pennsylvania senate,senate,PA,"['sestak', 'specter']",morning call tracking,"{'sestak': 44.0, 'specter': 42.0}",sestak,2.0,2010-05-08,<BLANK>,0
105,pennsylvania senate,senate,PA,"['sestak', 'specter']",rasmussen reports,"{'sestak': 47.0, 'specter': 42.0}",sestak,5.0,2010-05-10,<BLANK>,0
106,north carolina senate,senate,NC,"['burr', 'marshall']",ppp (d),"{'burr': 43.0, 'marshall': 42.0}",burr,1.0,2010-05-11,burr,0
107,california senate,senate,CA,"['campbell', 'fiorina']",surveyusa,"{'fiorina': 24.0, 'campbell': 35.0, 'devore': 15.0}",campbell,11.0,2010-05-11,<BLANK>,0
108,pennsylvania senate,senate,PA,"['toomey', 'specter']",rasmussen reports,"{'toomey': 50.0, 'specter': 38.0}",toomey,12.0,2010-05-11,toomey,0
109,pennsylvania senate,senate,PA,"['toomey', 'sestak']",rasmussen reports,"{'toomey': 42.0, 'sestak': 40.0}",toomey,2.0,2010-05-11,toomey,0
110,new york senate,senate,NY,"['gillibrand', 'dioguardi']",marist,"{'gillibrand': 50.0, 'dioguardi': 30.0}",gillibrand,20.0,2010-05-11,gillibrand,0
111,new york senate,senate,NY,"['gillibrand', 'blakeman']",marist,"{'gillibrand': 52.0, 'blakeman': 28.0}",gillibrand,24.0,2010-05-11,gillibrand,0
112,north carolina senate,senate,NC,"['burr', 'cunningham']",ppp (d),"{'burr': 44.0, 'cunningham': 39.0}",burr,5.0,2010-05-11,burr,0
113,new york senate,senate,NY,"['dioguardi', 'blakeman']",marist,"{'dioguardi': 31.0, 'blakeman': 13.0, 'malpass': 12.0}",dioguardi,18.0,2010-05-11,<BLANK>,0
114,california senate,senate,CA,"['campbell', 'fiorina']",surveyusa,"{'campbell': 35.0, 'fiorina': 24.0, 'devore': 15.0}",campbell,11.0,2010-05-11,<BLANK>,0
115,new york senate,senate,NY,"['gillibrand', 'malpass']",marist,"{'gillibrand': 52.0, 'malpass': 28.0}",gillibrand,24.0,2010-05-11,gillibrand,0
116,pennsylvania senate,senate,PA,"['specter', 'sestak']",quinnipiac,"{'sestak': 42.0, 'specter': 44.0}",specter,2.0,2010-05-12,<BLANK>,0
117,north carolina senate,senate,NC,"['marshall', 'cunningham']",ppp (d),"{'marshall': 36.0, 'cunningham': 36.0}",,,2010-05-12,<BLANK>,0
118,pennsylvania senate,senate,PA,"['toomey', 'specter']",franklin & marshall,"{'toomey': 35.0, 'specter': 33.0}",toomey,2.0,2010-05-12,toomey,0
119,pennsylvania senate,senate,PA,"['sestak', 'specter']",franklin & marshall,"{'sestak': 38.0, 'specter': 36.0}",sestak,2.0,2010-05-12,<BLANK>,0
120,pennsylvania senate,senate,PA,"['toomey', 'sestak']",franklin & marshall,"{'toomey': 29.0, 'sestak': 28.0}",toomey,1.0,2010-05-12,toomey,0
121,kentucky senate,senate,KY,"['grayson', 'mongiardo']",r2000/daily kos (d),"{'grayson': 42.0, 'mongiardo': 36.0}",grayson,6.0,2010-05-13,<BLANK>,0
122,kentucky senate,senate,KY,"['paul', 'mongiardo']",r2000/daily kos (d),"{'paul': 43.0, 'mongiardo': 38.0}",paul,5.0,2010-05-13,paul,0
123,kentucky senate,senate,KY,"['grayson', 'conway']",r2000/daily kos (d),"{'grayson': 43.0, 'conway': 35.0}",grayson,8.0,2010-05-13,<BLANK>,0
124,kentucky senate,senate,KY,"['paul', 'conway']",r2000/daily kos (d),"{'paul': 42.0, 'conway': 39.0}",paul,3.0,2010-05-13,paul,0
125,kentucky senate,senate,KY,"['paul', 'grayson']",r2000/daily kos (d),"{'paul': 45.0, 'grayson': 35.0}",paul,10.0,2010-05-13,paul,0
126,arkansas senate,senate,AR,"['boozman', 'halter']",r2000/daily kos (d),"{'boozman': 50.0, 'halter': 41.0}",boozman,9.0,2010-05-13,boozman,0
127,arkansas senate,senate,AR,"['boozman', 'holt']",r2000/daily kos (d),"{'boozman': 46.0, 'holt': 19.0, 'baker': 12.0}",boozman,27.0,2010-05-13,boozman,0
128,arkansas senate,senate,AR,"['boozman', 'lincoln']",r2000/daily kos (d),"{'boozman': 54.0, 'lincoln': 40.0}",boozman,14.0,2010-05-13,boozman,0
129,arkansas senate,senate,AR,"['lincoln', 'halter']",r2000/daily kos (d),"{'lincoln': 46.0, 'halter': 37.0}",lincoln,9.0,2010-05-13,<BLANK>,0
130,pennsylvania senate,senate,PA,"['sestak', 'specter']",suffolk,"{'sestak': 49.0, 'specter': 40.0}",sestak,9.0,2010-05-13,<BLANK>,0
131,kentucky senate,senate,KY,"['paul', 'grayson']",surveyusa,"{'paul': 49.0, 'grayson': 33.0}",paul,16.0,2010-05-13,paul,0
132,kentucky senate,senate,KY,"['mongiardo', 'conway']",r2000/daily kos (d),"{'conway': 36.0, 'mongiardo': 39.0}",mongiardo,3.0,2010-05-13,<BLANK>,0
133,kentucky senate,senate,KY,"['mongiardo', 'conway']",surveyusa,"{'conway': 37.0, 'mongiardo': 38.0}",mongiardo,1.0,2010-05-13,<BLANK>,0
134,nevada senate,senate,NV,"['lowden', 'angle']",lvrj/mason-dixon,"{'lowden': 30.0, 'angle': 25.0, 'tarkanian': 22.0}",lowden,5.0,2010-05-13,<BLANK>,0
135,kentucky senate,senate,KY,"['mongiardo', 'conway']",surveyusa,"{'mongiardo': 38.0, 'conway': 37.0}",mongiardo,1.0,2010-05-13,<BLANK>,0
136,kentucky senate,senate,KY,"['mongiardo', 'conway']",r2000/daily kos (d),"{'mongiardo': 39.0, 'conway': 36.0}",mongiardo,3.0,2010-05-13,<BLANK>,0
137,pennsylvania senate,senate,PA,"['toomey', 'specter']",quinnipiac,"{'toomey': 47.0, 'specter': 40.0}",toomey,7.0,2010-05-13,toomey,0
138,kansas senate,senate,KS,"['tiahrt', 'haley']",rasmussen reports,"{'tiahrt': 58.0, 'haley': 27.0}",tiahrt,31.0,2010-05-13,<BLANK>,0
139,kansas senate,senate,KS,"['moran', 'haley']",rasmussen reports,"{'moran': 60.0, 'haley': 25.0}",moran,35.0,2010-05-13,moran,0
140,new hampshire senate,senate,NH,"['ayotte', 'hodes']",rasmussen reports,"{'ayotte': 50.0, 'hodes': 38.0}",ayotte,12.0,2010-05-13,ayotte,0
141,pennsylvania senate,senate,PA,"['toomey', 'sestak']",quinnipiac,"{'toomey': 42.0, 'sestak': 40.0}",toomey,2.0,2010-05-13,toomey,0
142,pennsylvania senate,senate,PA,"['sestak', 'specter']",r2000/daily kos (d),"{'sestak': 45.0, 'specter': 43.0}",sestak,2.0,2010-05-14,<BLANK>,0
143,california senate,senate,CA,"['boxer', 'fiorina']",rasmussen reports,"{'boxer': 45.0, 'fiorina': 38.0}",boxer,7.0,2010-05-14,boxer,0
144,california senate,senate,CA,"['boxer', 'devore']",rasmussen reports,"{'boxer': 46.0, 'devore': 40.0}",boxer,6.0,2010-05-14,boxer,0
145,california senate,senate,CA,"['boxer', 'campbell']",rasmussen reports,"{'boxer': 42.0, 'campbell': 41.0}",boxer,1.0,2010-05-14,boxer,0
146,pennsylvania senate,senate,PA,"['toomey', 'sestak']",r2000/daily kos (d),"{'toomey': 45.0, 'sestak': 40.0}",toomey,5.0,2010-05-14,toomey,0
147,idaho senate,senate,ID,"['crapo', 'sullivan']",rasmussen reports,"{'crapo': 66.0, 'sullivan': 22.0}",crapo,44.0,2010-05-14,crapo,0
148,pennsylvania senate,senate,PA,"['toomey', 'specter']",r2000/daily kos (d),"{'toomey': 49.0, 'specter': 41.0}",toomey,8.0,2010-05-14,toomey,0
149,pennsylvania senate,senate,PA,"['specter', 'sestak']",morning call tracking,"{'sestak': 43.0, 'specter': 44.0}",specter,1.0,2010-05-15,<BLANK>,0
150,pennsylvania senate,senate,PA,"['sestak', 'specter']",morning call tracking,"{'sestak': 44.0, 'specter': 44.0}",,,2010-05-16,<BLANK>,0
151,pennsylvania senate,senate,PA,"['sestak', 'specter']",quinnipiac,"{'sestak': 42.0, 'specter': 41.0}",sestak,1.0,2010-05-17,<BLANK>,0
152,kentucky senate,senate,KY,"['paul', 'grayson']",ppp (d),"{'paul': 52.0, 'grayson': 34.0}",paul,18.0,2010-05-17,paul,0
153,florida senate,senate,FL,"['rubio', 'crist']",rasmussen reports,"{'crist': 31.0, 'rubio': 39.0, 'meek': 18.0}",rubio,8.0,2010-05-17,rubio,0
154,new york senate,senate,NY,"['gillibrand', 'blakeman']",rasmussen reports,"{'gillibrand': 51.0, 'blakeman': 31.0}",gillibrand,20.0,2010-05-18,gillibrand,0
155,new york senate,senate,NY,"['gillibrand', 'dioguardi']",rasmussen reports,"{'gillibrand': 51.0, 'dioguardi': 28.0}",gillibrand,23.0,2010-05-18,gillibrand,0
156,california senate,senate,CA,"['campbell', 'fiorina']",m4 strategies (r),"{'fiorina': 28.0, 'campbell': 33.0, 'devore': 15.0}",campbell,5.0,2010-05-18,<BLANK>,0
157,colorado senate,senate,CO,"['norton', 'buck']",ppp (d),"{'norton': 31.0, 'buck': 26.0, 'wiens': 5.0}",norton,5.0,2010-05-18,<BLANK>,0
158,colorado senate,senate,CO,"['bennet', 'romanoff']",ppp (d),"{'bennet': 46.0, 'romanoff': 31.0}",bennet,15.0,2010-05-18,bennet,0
159,kentucky senate,senate,KY,"['paul', 'grayson']",magellan strategies (r),"{'paul': 55.0, 'grayson': 30.0}",paul,25.0,2010-05-18,paul,0
160,new york senate,senate,NY,"['gillibrand', 'malpass']",rasmussen reports,"{'gillibrand': 46.0, 'malpass': 27.0}",gillibrand,19.0,2010-05-18,gillibrand,0
161,connecticut senate,senate,CT,"['blumenthal', 'simmons']",rasmussen reports,"{'blumenthal': 50.0, 'simmons': 39.0}",blumenthal,11.0,2010-05-19,blumenthal,0
162,connecticut senate,senate,CT,"['blumenthal', 'schiff']",rasmussen reports,"{'blumenthal': 53.0, 'schiff': 37.0}",blumenthal,16.0,2010-05-19,blumenthal,0
163,connecticut senate,senate,CT,"['blumenthal', 'mcmahon']",rasmussen reports,"{'blumenthal': 48.0, 'mcmahon': 45.0}",blumenthal,3.0,2010-05-19,blumenthal,0
164,arizona senate,senate,AZ,"['mccain', 'hayworth']",rasmussen reports,"{'mccain': 52.0, 'hayworth': 40.0}",mccain,12.0,2010-05-19,mccain,0
165,arizona senate,senate,AZ,"['mccain', 'glassman']",rasmussen reports,"{'mccain': 57.0, 'glassman': 28.0}",mccain,29.0,2010-05-19,mccain,0
166,colorado senate,senate,CO,"['bennet', 'norton']",ppp (d),"{'norton': 41.0, 'bennet': 44.0}",bennet,3.0,2010-05-19,bennet,0
167,colorado senate,senate,CO,"['romanoff', 'norton']",ppp (d),"{'norton': 41.0, 'romanoff': 43.0}",romanoff,2.0,2010-05-19,<BLANK>,0
