,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Unnamed: 0,Year
1389,President Trump Job Approval,Quinnipiac,"Approve 41, Disapprove 52",Disapprove +11,2017-03-07,16673.0,2017.0
1390,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 50",Disapprove +6,2017-03-08,16681.0,2017.0
1391,President Trump Job Approval,Reuters/Ipsos,"Approve 48, Disapprove 46",Approve +2,2017-03-08,16682.0,2017.0
1392,President Trump Job Approval,Rasmussen Reports,"Approve 49, Disapprove 51",Disapprove +2,2017-03-08,16683.0,2017.0
1393,President Trump Job Approval,Gallup,"Approve 42, Disapprove 53",Disapprove +11,2017-03-08,16684.0,2017.0
1394,President Trump Job Approval,FOX News,"Approve 43, Disapprove 51",Disapprove +8,2017-03-15,16686.0,2017.0
1395,President Trump Job Approval,Gallup,"Approve 40, Disapprove 54",Disapprove +14,2017-03-15,16687.0,2017.0
1396,President Trump Job Approval,Rasmussen Reports,"Approve 45, Disapprove 54",Disapprove +9,2017-03-15,16688.0,2017.0
1397,President Trump Job Approval,PPP (D),"Approve 43, Disapprove 50",Disapprove +7,2017-03-15,16689.0,2017.0
1398,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 49",Disapprove +5,2017-03-15,16690.0,2017.0
1399,President Trump Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 49",Disapprove +4,2017-03-15,16691.0,2017.0
1400,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 49",Disapprove +5,2017-03-22,16699.0,2017.0
1401,President Trump Job Approval,Rasmussen Reports,"Approve 46, Disapprove 54",Disapprove +8,2017-03-22,16703.0,2017.0
1402,President Trump Job Approval,Gallup,"Approve 40, Disapprove 55",Disapprove +15,2017-03-22,16704.0,2017.0
1403,President Trump Job Approval,Reuters/Ipsos,"Approve 47, Disapprove 47",Tie,2017-03-22,16705.0,2017.0
1404,President Trump Job Approval,Quinnipiac,"Approve 37, Disapprove 56",Disapprove +19,2017-03-22,16706.0,2017.0
1405,President Trump Job Approval,Reuters/Ipsos,"Approve 44, Disapprove 49",Disapprove +5,2017-03-29,16708.0,2017.0
1406,President Trump Job Approval,CBS News,"Approve 40, Disapprove 52",Disapprove +12,2017-03-29,16709.0,2017.0
1407,President Trump Job Approval,Rasmussen Reports,"Approve 44, Disapprove 56",Disapprove +12,2017-03-29,16710.0,2017.0
1408,President Trump Job Approval,Gallup,"Approve 35, Disapprove 59",Disapprove +24,2017-03-29,16711.0,2017.0
1409,President Trump Job Approval,Economist/YouGov,"Approve 45, Disapprove 50",Disapprove +5,2017-03-29,16714.0,2017.0
1410,President Trump Job Approval,PPP (D),"Approve 40, Disapprove 53",Disapprove +13,2017-03-30,16720.0,2017.0
1411,President Trump Job Approval,McClatchy/Marist,"Approve 38, Disapprove 51",Disapprove +13,2017-03-30,16721.0,2017.0
1412,President Trump Job Approval,IBD/TIPP,"Approve 34, Disapprove 56",Disapprove +22,2017-04-03,16722.0,2017.0
1413,President Trump Job Approval,Quinnipiac,"Approve 35, Disapprove 57",Disapprove +22,2017-04-04,16727.0,2017.0
1414,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 50",Disapprove +7,2017-04-05,16728.0,2017.0
1415,President Trump Job Approval,Rasmussen Reports,"Approve 46, Disapprove 54",Disapprove +8,2017-04-05,16729.0,2017.0
1416,President Trump Job Approval,Gallup,"Approve 42, Disapprove 52",Disapprove +10,2017-04-05,16730.0,2017.0
1417,President Trump Job Approval,Reuters/Ipsos,"Approve 46, Disapprove 50",Disapprove +4,2017-04-05,16731.0,2017.0
1418,President Trump Job Approval,Gallup,"Approve 41, Disapprove 53",Disapprove +12,2017-04-06,16735.0,2017.0
1419,President Trump Job Approval,Rasmussen Reports,"Approve 46, Disapprove 54",Disapprove +8,2017-04-06,16736.0,2017.0
1420,President Trump Job Approval,CBS News,"Approve 43, Disapprove 49",Disapprove +6,2017-04-10,16738.0,2017.0
1421,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 52",Disapprove +9,2017-04-12,16746.0,2017.0
1422,President Trump Job Approval,Rasmussen Reports,"Approve 47, Disapprove 53",Disapprove +6,2017-04-12,16747.0,2017.0
1423,President Trump Job Approval,Gallup,"Approve 41, Disapprove 52",Disapprove +11,2017-04-12,16748.0,2017.0
1424,President Trump Job Approval,CNBC,"Approve 39, Disapprove 48",Disapprove +9,2017-04-13,16749.0,2017.0
1425,President Trump Job Approval,Marist,"Approve 39, Disapprove 49",Disapprove +10,2017-04-14,16751.0,2017.0
1426,President Trump Job Approval,Pew Research,"Approve 42, Disapprove 52",Disapprove +10,2017-04-17,16759.0,2017.0
1427,President Trump Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 52",Disapprove +9,2017-04-18,16762.0,2017.0
1428,President Trump Job Approval,Gallup,"Approve 42, Disapprove 52",Disapprove +10,2017-04-19,16763.0,2017.0
1429,President Trump Job Approval,Rasmussen Reports,"Approve 48, Disapprove 52",Disapprove +4,2017-04-19,16764.0,2017.0
1430,President Trump Job Approval,Quinnipiac,"Approve 40, Disapprove 56",Disapprove +16,2017-04-19,16765.0,2017.0
1431,President Trump Job Approval,Economist/YouGov,"Approve 44, Disapprove 50",Disapprove +6,2017-04-19,16769.0,2017.0
1432,President Trump Job Approval,PPP (D),"Approve 43, Disapprove 50",Disapprove +7,2017-04-20,16773.0,2017.0
1433,President Trump Job Approval,NBC News/Wall St. Jrnl,"Approve 40, Disapprove 54",Disapprove +14,2017-04-23,16774.0,2017.0
1434,President Trump Job Approval,ABC News/Wash Post,"Approve 42, Disapprove 53",Disapprove +11,2017-04-23,16775.0,2017.0
1435,President Trump Job Approval,FOX News,"Approve 45, Disapprove 48",Disapprove +3,2017-04-26,16780.0,2017.0
1436,President Trump Job Approval,CNN/ORC,"Approve 44, Disapprove 54",Disapprove +10,2017-04-26,16781.0,2017.0
1437,President Trump Job Approval,CBS News,"Approve 41, Disapprove 53",Disapprove +12,2017-04-26,16782.0,2017.0
1438,President Trump Job Approval,Rasmussen Reports,"Approve 46, Disapprove 54",Disapprove +8,2017-04-26,16783.0,2017.0
1439,President Trump Job Approval,Reuters/Ipsos,"Approve 41, Disapprove 53",Disapprove +12,2017-04-26,16784.0,2017.0
1440,President Trump Job Approval,Gallup,"Approve 39, Disapprove 56",Disapprove +17,2017-04-26,16785.0,2017.0
1441,President Trump Job Approval,Economist/YouGov,"Approve 45, Disapprove 49",Disapprove +4,2017-04-26,16789.0,2017.0
1442,President Trump Job Approval,Gallup,"Approve 42, Disapprove 52",Disapprove +10,2017-05-03,16797.0,2017.0
1443,President Trump Job Approval,Economist/YouGov,"Approve 46, Disapprove 47",Disapprove +1,2017-05-03,16802.0,2017.0
1444,President Trump Job Approval,Reuters/Ipsos,"Approve 44, Disapprove 51",Disapprove +7,2017-05-03,16803.0,2017.0
1445,President Trump Job Approval,Rasmussen Reports,"Approve 49, Disapprove 51",Disapprove +2,2017-05-03,16804.0,2017.0
1446,President Trump Job Approval,IBD/TIPP,"Approve 39, Disapprove 54",Disapprove +15,2017-05-08,16807.0,2017.0
1447,President Trump Job Approval,Quinnipiac,"Approve 36, Disapprove 58",Disapprove +22,2017-05-10,16809.0,2017.0
1448,President Trump Job Approval,Rasmussen Reports,"Approve 47, Disapprove 53",Disapprove +6,2017-05-10,16810.0,2017.0
1449,President Trump Job Approval,Gallup,"Approve 40, Disapprove 53",Disapprove +13,2017-05-10,16811.0,2017.0
1450,President Trump Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 52",Disapprove +9,2017-05-10,16812.0,2017.0
1451,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 52",Disapprove +9,2017-05-10,16813.0,2017.0
1452,President Trump Job Approval,NBC News/Wall St. Jrnl,"Approve 39, Disapprove 54",Disapprove +15,2017-05-14,16819.0,2017.0
1453,President Trump Job Approval,PPP (D),"Approve 40, Disapprove 54",Disapprove +14,2017-05-16,16824.0,2017.0
1454,President Trump Job Approval,Gallup,"Approve 38, Disapprove 57",Disapprove +19,2017-05-17,16828.0,2017.0
1455,President Trump Job Approval,Rasmussen Reports,"Approve 44, Disapprove 56",Disapprove +12,2017-05-17,16829.0,2017.0
1456,President Trump Job Approval,Reuters/Ipsos,"Approve 39, Disapprove 55",Disapprove +16,2017-05-17,16830.0,2017.0
1457,President Trump Job Approval,Economist/YouGov,"Approve 39, Disapprove 54",Disapprove +15,2017-05-17,16834.0,2017.0
1458,President Trump Job Approval,Monmouth,"Approve 39, Disapprove 54",Disapprove +15,2017-05-18,16835.0,2017.0
1459,President Trump Job Approval,FOX News,"Approve 40, Disapprove 53",Disapprove +13,2017-05-24,16842.0,2017.0
1460,President Trump Job Approval,Quinnipiac,"Approve 37, Disapprove 55",Disapprove +18,2017-05-24,16843.0,2017.0
1461,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 53",Disapprove +13,2017-05-24,16844.0,2017.0
1462,President Trump Job Approval,Rasmussen Reports,"Approve 48, Disapprove 52",Disapprove +4,2017-05-24,16845.0,2017.0
1463,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 57",Disapprove +20,2017-05-24,16846.0,2017.0
1464,President Trump Job Approval,Gallup,"Approve 39, Disapprove 55",Disapprove +16,2017-05-24,16848.0,2017.0
1465,President Trump Job Approval,Rasmussen Reports,"Approve 46, Disapprove 54",Disapprove +8,2017-05-26,16855.0,2017.0
1466,President Trump Job Approval,Gallup,"Approve 41, Disapprove 54",Disapprove +13,2017-05-26,16856.0,2017.0
1467,President Trump Job Approval,Rasmussen Reports,"Approve 43, Disapprove 57",Disapprove +14,2017-05-31,16858.0,2017.0
1468,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 53",Disapprove +13,2017-05-31,16859.0,2017.0
1469,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 55",Disapprove +15,2017-05-31,16860.0,2017.0
1470,President Trump Job Approval,Quinnipiac,"Approve 34, Disapprove 57",Disapprove +23,2017-06-07,16868.0,2017.0
1471,President Trump Job Approval,Rasmussen Reports,"Approve 45, Disapprove 55",Disapprove +10,2017-06-07,16869.0,2017.0
1472,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 56",Disapprove +16,2017-06-07,16870.0,2017.0
1473,President Trump Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 58",Disapprove +20,2017-06-08,16877.0,2017.0
1474,President Trump Job Approval,IBD/TIPP,"Approve 37, Disapprove 55",Disapprove +18,2017-06-08,16878.0,2017.0
1475,President Trump Job Approval,PPP (D),"Approve 41, Disapprove 52",Disapprove +11,2017-06-12,16881.0,2017.0
1476,President Trump Job Approval,Rasmussen Reports,"Approve 45, Disapprove 55",Disapprove +10,2017-06-14,16887.0,2017.0
1477,President Trump Job Approval,Gallup,"Approve 36, Disapprove 59",Disapprove +23,2017-06-14,16889.0,2017.0
1478,President Trump Job Approval,Economist/YouGov,"Approve 42, Disapprove 51",Disapprove +9,2017-06-14,16890.0,2017.0
1479,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 56",Disapprove +16,2017-06-14,16896.0,2017.0
1480,President Trump Job Approval,CNBC,"Approve 37, Disapprove 51",Disapprove +14,2017-06-16,16897.0,2017.0
1481,President Trump Job Approval,CBS News,"Approve 36, Disapprove 57",Disapprove +21,2017-06-20,16904.0,2017.0
1482,President Trump Job Approval,Pew Research,"Approve 42, Disapprove 54",Disapprove +12,2017-06-20,16905.0,2017.0
1483,President Trump Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 59",Disapprove +21,2017-06-21,16906.0,2017.0
1484,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 51",Disapprove +8,2017-06-21,16908.0,2017.0
1485,President Trump Job Approval,NBC News/Wall St. Jrnl,"Approve 40, Disapprove 55",Disapprove +15,2017-06-22,16915.0,2017.0
1486,President Trump Job Approval,NPR/PBS/Marist,"Approve 38, Disapprove 53",Disapprove +15,2017-06-28,16917.0,2017.0
1487,President Trump Job Approval,Economist/YouGov,"Approve 42, Disapprove 53",Disapprove +11,2017-06-28,16918.0,2017.0
1488,President Trump Job Approval,Reuters/Ipsos,"Approve 35, Disapprove 58",Disapprove +23,2017-06-28,16919.0,2017.0
1489,President Trump Job Approval,FOX News,"Approve 44, Disapprove 50",Disapprove +6,2017-06-28,16922.0,2017.0
1490,President Trump Job Approval,USA Today/Suffolk,"Approve 42, Disapprove 53",Disapprove +11,2017-06-29,16931.0,2017.0
1491,President Trump Job Approval,Quinnipiac,"Approve 40, Disapprove 55",Disapprove +15,2017-06-29,16932.0,2017.0
1492,President Trump Job Approval,IBD/TIPP,"Approve 37, Disapprove 58",Disapprove +21,2017-07-05,16934.0,2017.0
1493,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 53",Disapprove +12,2017-07-05,16935.0,2017.0
1494,President Trump Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 57",Disapprove +19,2017-07-05,16936.0,2017.0
1495,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 52",Disapprove +11,2017-07-12,16945.0,2017.0
1496,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 56",Disapprove +16,2017-07-12,16946.0,2017.0
1497,President Trump Job Approval,ABC News/Wash Post,"Approve 39, Disapprove 56",Disapprove +17,2017-07-16,16953.0,2017.0
1498,President Trump Job Approval,Bloomberg,"Approve 40, Disapprove 56",Disapprove +16,2017-07-17,16956.0,2017.0
1499,President Trump Job Approval,Monmouth,"Approve 40, Disapprove 52",Disapprove +12,2017-07-17,16957.0,2017.0
1500,President Trump Job Approval,PPP (D),"Approve 41, Disapprove 55",Disapprove +14,2017-07-18,16961.0,2017.0
1501,President Trump Job Approval,Economist/YouGov,"Approve 39, Disapprove 56",Disapprove +17,2017-07-19,16962.0,2017.0
1502,President Trump Job Approval,FOX News,"Approve 41, Disapprove 53",Disapprove +12,2017-07-19,16963.0,2017.0
1503,President Trump Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 58",Disapprove +20,2017-07-19,16965.0,2017.0
1504,President Trump Job Approval,Gallup,"Approve 36, Disapprove 59",Disapprove +23,2017-07-20,16971.0,2017.0
1505,President Trump Job Approval,Rasmussen Reports,"Approve 43, Disapprove 57",Disapprove +14,2017-07-20,16972.0,2017.0
1506,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 54",Disapprove +13,2017-07-26,16976.0,2017.0
1507,President Trump Job Approval,Reuters/Ipsos,"Approve 35, Disapprove 59",Disapprove +24,2017-07-26,16977.0,2017.0
1508,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 59",Disapprove +22,2017-08-02,16992.0,2017.0
1509,President Trump Job Approval,Economist/YouGov,"Approve 39, Disapprove 55",Disapprove +16,2017-08-02,16993.0,2017.0
1510,President Trump Job Approval,Quinnipiac,"Approve 33, Disapprove 61",Disapprove +28,2017-08-02,16994.0,2017.0
1511,President Trump Job Approval,CNN,"Approve 40, Disapprove 56",Disapprove +16,2017-08-07,16998.0,2017.0
1512,President Trump Job Approval,IBD/TIPP,"Approve 32, Disapprove 59",Disapprove +27,2017-08-07,17001.0,2017.0
1513,President Trump Job Approval,CBS News,"Approve 36, Disapprove 58",Disapprove +22,2017-08-08,17003.0,2017.0
1514,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 54",Disapprove +14,2017-08-09,17006.0,2017.0
1515,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 59",Disapprove +22,2017-08-09,17007.0,2017.0
1516,President Trump Job Approval,Monmouth,"Approve 42, Disapprove 49",Disapprove +7,2017-08-15,17018.0,2017.0
1517,President Trump Job Approval,Marist,"Approve 37, Disapprove 55",Disapprove +18,2017-08-15,17019.0,2017.0
1518,President Trump Job Approval,Reuters/Ipsos,"Approve 35, Disapprove 58",Disapprove +23,2017-08-16,17028.0,2017.0
1519,President Trump Job Approval,Economist/YouGov,"Approve 42, Disapprove 54",Disapprove +12,2017-08-16,17029.0,2017.0
1520,President Trump Job Approval,Quinnipiac,"Approve 39, Disapprove 57",Disapprove +18,2017-08-17,17031.0,2017.0
1521,President Trump Job Approval,NPR/PBS/Marist,"Approve 38, Disapprove 51",Disapprove +13,2017-08-17,17032.0,2017.0
1522,President Trump Job Approval,ABC News/Wash Post,"Approve 39, Disapprove 58",Disapprove +19,2017-08-21,17034.0,2017.0
1523,President Trump Job Approval,Quinnipiac,"Approve 35, Disapprove 59",Disapprove +24,2017-08-23,17037.0,2017.0
1524,President Trump Job Approval,Reuters/Ipsos,"Approve 36, Disapprove 59",Disapprove +23,2017-08-23,17038.0,2017.0
1525,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 54",Disapprove +14,2017-08-23,17039.0,2017.0
1526,President Trump Job Approval,PPP (D),"Approve 40, Disapprove 53",Disapprove +13,2017-08-23,17040.0,2017.0
1527,President Trump Job Approval,GWU/Battleground,"Approve 42, Disapprove 53",Disapprove +11,2017-08-24,17051.0,2017.0
1528,President Trump Job Approval,Pew Research,"Approve 36, Disapprove 63",Disapprove +27,2017-08-29,17058.0,2017.0
1529,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 55",Disapprove +15,2017-08-30,17066.0,2017.0
1530,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 58",Disapprove +21,2017-08-30,17067.0,2017.0
1531,President Trump Job Approval,FOX News,"Approve 41, Disapprove 55",Disapprove +14,2017-08-30,17068.0,2017.0
1532,President Trump Job Approval,Gallup,"Approve 37, Disapprove 56",Disapprove +19,2017-09-05,17072.0,2017.0
1533,President Trump Job Approval,IBD/TIPP,"Approve 38, Disapprove 57",Disapprove +19,2017-09-05,17073.0,2017.0
1534,President Trump Job Approval,Rasmussen Reports,"Approve 44, Disapprove 54",Disapprove +10,2017-09-05,17074.0,2017.0
1535,President Trump Job Approval,Economist/YouGov,"Approve 42, Disapprove 54",Disapprove +12,2017-09-06,17080.0,2017.0
1536,President Trump Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 57",Disapprove +17,2017-09-06,17081.0,2017.0
1537,President Trump Job Approval,Reuters/Ipsos,"Approve 35, Disapprove 59",Disapprove +24,2017-09-13,17086.0,2017.0
1538,President Trump Job Approval,Economist/YouGov,"Approve 42, Disapprove 54",Disapprove +12,2017-09-13,17087.0,2017.0
1539,President Trump Job Approval,Marist,"Approve 41, Disapprove 50",Disapprove +9,2017-09-15,17093.0,2017.0
1540,President Trump Job Approval,Monmouth,"Approve 42, Disapprove 48",Disapprove +6,2017-09-20,17105.0,2017.0
1541,President Trump Job Approval,Reuters/Ipsos,"Approve 39, Disapprove 55",Disapprove +16,2017-09-20,17106.0,2017.0
1542,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 51",Disapprove +8,2017-09-20,17107.0,2017.0
1543,President Trump Job Approval,NBC News/Wall St. Jrnl,"Approve 43, Disapprove 52",Disapprove +9,2017-09-21,17115.0,2017.0
1544,President Trump Job Approval,CNN,"Approve 42, Disapprove 53",Disapprove +11,2017-09-21,17116.0,2017.0
1545,President Trump Job Approval,ABC News/Wash Post,"Approve 42, Disapprove 54",Disapprove +12,2017-09-24,17118.0,2017.0
1546,President Trump Job Approval,CBS News,"Approve 35, Disapprove 55",Disapprove +20,2017-09-25,17125.0,2017.0
1547,President Trump Job Approval,FOX News,"Approve 42, Disapprove 53",Disapprove +11,2017-09-27,17131.0,2017.0
1548,President Trump Job Approval,Quinnipiac,"Approve 36, Disapprove 57",Disapprove +21,2017-09-27,17132.0,2017.0
1549,President Trump Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 57",Disapprove +19,2017-09-27,17133.0,2017.0
1550,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 55",Disapprove +15,2017-09-27,17134.0,2017.0
1551,President Trump Job Approval,PPP (D),"Approve 42, Disapprove 53",Disapprove +11,2017-09-28,17142.0,2017.0
1552,President Trump Job Approval,CNN,"Approve 37, Disapprove 56",Disapprove +19,2017-09-29,17145.0,2017.0
1553,President Trump Job Approval,PBS/Marist,"Approve 39, Disapprove 54",Disapprove +15,2017-10-03,17149.0,2017.0
1554,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 58",Disapprove +21,2017-10-04,17152.0,2017.0
1555,President Trump Job Approval,Economist/YouGov,"Approve 42, Disapprove 55",Disapprove +13,2017-10-04,17153.0,2017.0
1556,President Trump Job Approval,CNBC,"Approve 38, Disapprove 52",Disapprove +14,2017-10-04,17155.0,2017.0
1557,President Trump Job Approval,USA Today/Suffolk,"Approve 38, Disapprove 56",Disapprove +18,2017-10-05,17161.0,2017.0
1558,President Trump Job Approval,IBD/TIPP,"Approve 33, Disapprove 61",Disapprove +28,2017-10-10,17167.0,2017.0
1559,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 53",Disapprove +12,2017-10-11,17175.0,2017.0
1560,President Trump Job Approval,Reuters/Ipsos,"Approve 36, Disapprove 59",Disapprove +23,2017-10-11,17176.0,2017.0
1561,President Trump Job Approval,Quinnipiac,"Approve 38, Disapprove 56",Disapprove +18,2017-10-11,17177.0,2017.0
1562,President Trump Job Approval,Emerson,"Approve 44, Disapprove 50",Disapprove +6,2017-10-16,17181.0,2017.0
1563,President Trump Job Approval,CNN,"Approve 38, Disapprove 57",Disapprove +19,2017-10-17,17187.0,2017.0
1564,President Trump Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 58",Disapprove +20,2017-10-18,17192.0,2017.0
1565,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 54",Disapprove +13,2017-10-18,17193.0,2017.0
1566,President Trump Job Approval,Marist,"Approve 38, Disapprove 54",Disapprove +16,2017-10-19,17200.0,2017.0
1567,President Trump Job Approval,Rasmussen Reports,"Approve 43, Disapprove 55",Disapprove +12,2017-10-20,17201.0,2017.0
1568,President Trump Job Approval,Gallup,"Approve 36, Disapprove 59",Disapprove +23,2017-10-21,17203.0,2017.0
1569,President Trump Job Approval,FOX News,"Approve 38, Disapprove 57",Disapprove +19,2017-10-25,17209.0,2017.0
1570,President Trump Job Approval,Reuters/Ipsos,"Approve 35, Disapprove 60",Disapprove +25,2017-10-25,17210.0,2017.0
1571,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 56",Disapprove +15,2017-10-25,17211.0,2017.0
1572,President Trump Job Approval,Harvard-Harris,"Approve 42, Disapprove 58",Disapprove +16,2017-10-27,17225.0,2017.0
1573,President Trump Job Approval,NBC News/Wall St. Jrnl,"Approve 38, Disapprove 58",Disapprove +20,2017-10-29,17228.0,2017.0
1574,President Trump Job Approval,PPP (D),"Approve 38, Disapprove 56",Disapprove +18,2017-10-31,17234.0,2017.0
1575,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 52",Disapprove +9,2017-11-01,17238.0,2017.0
1576,President Trump Job Approval,CBS News,"Approve 39, Disapprove 55",Disapprove +16,2017-11-01,17240.0,2017.0
1577,President Trump Job Approval,Reuters/Ipsos,"Approve 36, Disapprove 60",Disapprove +24,2017-11-01,17241.0,2017.0
1578,President Trump Job Approval,Pew Research,"Approve 34, Disapprove 59",Disapprove +25,2017-11-02,17249.0,2017.0
1579,President Trump Job Approval,ABC News/Wash Post,"Approve 38, Disapprove 58",Disapprove +20,2017-11-04,17256.0,2017.0
1580,President Trump Job Approval,IBD/TIPP,"Approve 36, Disapprove 58",Disapprove +22,2017-11-06,17264.0,2017.0
1581,President Trump Job Approval,CNN,"Approve 38, Disapprove 57",Disapprove +19,2017-11-06,17265.0,2017.0
1582,President Trump Job Approval,Reuters/Ipsos,"Approve 35, Disapprove 60",Disapprove +25,2017-11-08,17272.0,2017.0
1583,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 55",Disapprove +15,2017-11-08,17274.0,2017.0
1584,President Trump Job Approval,Quinnipiac,"Approve 35, Disapprove 58",Disapprove +23,2017-11-14,17285.0,2017.0
1585,President Trump Job Approval,Marist,"Approve 39, Disapprove 55",Disapprove +16,2017-11-15,17287.0,2017.0
1586,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 59",Disapprove +22,2017-11-15,17288.0,2017.0
1587,President Trump Job Approval,Economist/YouGov,"Approve 39, Disapprove 56",Disapprove +17,2017-11-15,17289.0,2017.0
1588,President Trump Job Approval,Harvard-Harris,"Approve 41, Disapprove 59",Disapprove +18,2017-11-17,17301.0,2017.0
1589,President Trump Job Approval,NPR/PBS/Marist,"Approve 42, Disapprove 54",Disapprove +12,2017-11-21,17305.0,2017.0
1590,President Trump Job Approval,Quinnipiac,"Approve 38, Disapprove 55",Disapprove +17,2017-11-21,17306.0,2017.0
1591,President Trump Job Approval,Reuters/Ipsos,"Approve 36, Disapprove 59",Disapprove +23,2017-11-22,17308.0,2017.0
1592,President Trump Job Approval,Economist/YouGov,"Approve 40, Disapprove 55",Disapprove +15,2017-11-22,17310.0,2017.0
1593,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 53",Disapprove +10,2017-11-29,17324.0,2017.0
1594,President Trump Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 57",Disapprove +19,2017-11-29,17325.0,2017.0
1595,President Trump Job Approval,Rasmussen Reports,"Approve 44, Disapprove 55",Disapprove +11,2017-12-01,17327.0,2017.0
1596,President Trump Job Approval,Gallup,"Approve 34, Disapprove 60",Disapprove +26,2017-12-01,17328.0,2017.0
1597,President Trump Job Approval,Quinnipiac,"Approve 35, Disapprove 58",Disapprove +23,2017-12-05,17335.0,2017.0
1598,President Trump Job Approval,IBD/TIPP,"Approve 36, Disapprove 59",Disapprove +23,2017-12-06,17338.0,2017.0
1599,President Trump Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 59",Disapprove +22,2017-12-06,17339.0,2017.0
1600,President Trump Job Approval,Economist/YouGov,"Approve 43, Disapprove 52",Disapprove +9,2017-12-06,17340.0,2017.0
1601,President Trump Job Approval,Pew Research,"Approve 34, Disapprove 62",Disapprove +28,2017-12-07,17348.0,2017.0
1602,President Trump Job Approval,CBS News,"Approve 36, Disapprove 57",Disapprove +21,2017-12-07,17349.0,2017.0
1603,President Trump Job Approval,Marist,"Approve 39, Disapprove 55",Disapprove +16,2017-12-12,17358.0,2017.0
1604,President Trump Job Approval,Quinnipiac,"Approve 37, Disapprove 57",Disapprove +20,2017-12-12,17359.0,2017.0
1605,President Trump Job Approval,Harvard-Harris,"Approve 41, Disapprove 59",Disapprove +18,2017-12-13,17360.0,2017.0
1606,President Trump Job Approval,Monmouth,"Approve 33, Disapprove 59",Disapprove +26,2017-12-13,17361.0,2017.0
1607,President Trump Job Approval,Reuters/Ipsos,"Approve 33, Disapprove 61",Disapprove +28,2017-12-13,17362.0,2017.0
1608,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 54",Disapprove +13,2017-12-13,17367.0,2017.0
1609,President Trump Job Approval,PPP (D),"Approve 41, Disapprove 56",Disapprove +15,2017-12-14,17379.0,2017.0
1610,President Trump Job Approval,NBC News/Wall St. Jrnl,"Approve 41, Disapprove 56",Disapprove +15,2017-12-17,17380.0,2017.0
1611,President Trump Job Approval,CNBC,"Approve 42, Disapprove 49",Disapprove +7,2017-12-18,17383.0,2017.0
1612,President Trump Job Approval,Quinnipiac,"Approve 37, Disapprove 59",Disapprove +22,2017-12-19,17387.0,2017.0
1613,President Trump Job Approval,CNN,"Approve 36, Disapprove 59",Disapprove +23,2017-12-19,17388.0,2017.0
1614,President Trump Job Approval,Reuters/Ipsos,"Approve 35, Disapprove 60",Disapprove +25,2017-12-20,17390.0,2017.0
1615,President Trump Job Approval,Economist/YouGov,"Approve 41, Disapprove 55",Disapprove +14,2017-12-20,17391.0,2017.0
