name,party,race_type,date,state,district,incumbent,incumbent_first_elected,pct
conor lamb,d,house,2018-03-13 00:00:00,PA,18,tim murphy,2002,49.9
rick saccone,r,house,2018-03-13 00:00:00,PA,18,tim murphy,2002,49.5
drew miller,o,house,2018-03-13 00:00:00,PA,18,tim murphy,2002,0.6
debbie lesko,r,house,2018-04-24 00:00:00,AZ,8,trent franks,2002,52.4
hiral tipirneni,d,house,2018-04-24 00:00:00,AZ,8,trent franks,2002,47.6
michael cloud,r,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,54.7
eric holguin,d,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,32.0
roy barrera,d,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,4.8
bech bruun,r,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,4.3
mike westergren,d,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,2.4
marty perez,r,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,0.8
judith cutright,o,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,0.5
daniel tinus,o,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,0.4
christopher suprun,o,house,2018-06-30 00:00:00,TX,27,blake farenthold,2010,0.1
troy balderson,r,house,2018-08-07 00:00:00,OH,12,pat tiberi,2000,50.1
danny oconnor,d,house,2018-08-07 00:00:00,OH,12,pat tiberi,2000,49.3
joe manchik,o,house,2018-08-07 00:00:00,OH,12,pat tiberi,2000,0.6
brenda jones,d,house,2018-11-06 00:00:00,MI,13,john conyers,1964,
joe morelle,d,house,2018-11-06 00:00:00,NY,25,louise slaughter,1986,
jim maxwell,r,house,2018-11-06 00:00:00,NY,25,louise slaughter,1986,
mary gay scanlon,d,house,2018-11-06 00:00:00,PA,7,pat meehan,2010,
pearl kim,r,house,2018-11-06 00:00:00,PA,7,pat meehan,2010,
marty nothstein,r,house,2018-11-06 00:00:00,PA,15,charlie dent,2004,
susan wild,d,house,2018-11-06 00:00:00,PA,15,charlie dent,2004,
bradley byrne,r,house,2018-11-06 00:00:00,AL,1,bradley byrne,2013,63.3
robert kennedy jr,d,house,2018-11-06 00:00:00,AL,1,bradley byrne,2013,36.7
martha roby,r,house,2018-11-06 00:00:00,AL,2,martha roby,2010,61.5
tabitha isner,d,house,2018-11-06 00:00:00,AL,2,martha roby,2010,38.5
mike rogers,r,house,2018-11-06 00:00:00,AL,3,mike rogers,2002,63.8
mallory hagan,d,house,2018-11-06 00:00:00,AL,3,mike rogers,2002,36.2
robert aderholt,r,house,2018-11-06 00:00:00,AL,4,robert aderholt,1996,79.9
lee auman,d,house,2018-11-06 00:00:00,AL,4,robert aderholt,1996,20.1
mo brooks,r,house,2018-11-06 00:00:00,AL,5,mo brooks,2010,61.1
peter joffrion,d,house,2018-11-06 00:00:00,AL,5,mo brooks,2010,39.9
gary palmer,r,house,2018-11-06 00:00:00,AL,6,gary palmer,2014,69.3
danner kline,d,house,2018-11-06 00:00:00,AL,6,gary palmer,2014,30.7
terri sewell,d,house,2018-11-06 00:00:00,AL,7,terri sewell,2010,
don young,r,house,2018-11-06 00:00:00,AK,0,don young,1972,54.0
tom ohalleran,d,house,2018-11-06 00:00:00,AZ,1,tom ohalleran,2016,53.8
wendy rogers,r,house,2018-11-06 00:00:00,AZ,1,tom ohalleran,2016,46.2
ann kirkpatrick,d,house,2018-11-06 00:00:00,AZ,2,martha mcsally,2014,54.4
lea marquezpeterson,r,house,2018-11-06 00:00:00,AZ,2,martha mcsally,2014,45.6
raul grijalva,d,house,2018-11-06 00:00:00,AZ,3,raul grijalva,2002,63.4
nick pierson,r,house,2018-11-06 00:00:00,AZ,3,raul grijalva,2002,36.6
paul gosar,r,house,2018-11-06 00:00:00,AZ,4,paul gosar,2010,68.2
david brill,d,house,2018-11-06 00:00:00,AZ,4,paul gosar,2010,30.5
haryaksha gregor knauer,o,house,2018-11-06 00:00:00,AZ,4,paul gosar,2010,1.3
andy biggs,r,house,2018-11-06 00:00:00,AZ,5,andy biggs,2016,59.4
joan greene,d,house,2018-11-06 00:00:00,AZ,5,andy biggs,2016,40.6
david schweikert,r,house,2018-11-06 00:00:00,AZ,6,david schweikert,2010,55.3
anita malik,d,house,2018-11-06 00:00:00,AZ,6,david schweikert,2010,44.7
ruben gallego,d,house,2018-11-06 00:00:00,AZ,7,ruben gallego,2014,85.7
gary swing,o,house,2018-11-06 00:00:00,AZ,7,ruben gallego,2014,14.3
debbie lesko,r,house,2018-11-06 00:00:00,AZ,8,debbie lesko,2018,55.6
hiral tipirneni,d,house,2018-11-06 00:00:00,AZ,8,debbie lesko,2018,44.4
greg stanton,d,house,2018-11-06 00:00:00,AZ,9,kyrsten sinema,2012,60.9
steve ferrara,r,house,2018-11-06 00:00:00,AZ,9,kyrsten sinema,2012,39.1
rick crawford,r,house,2018-11-06 00:00:00,AR,1,rick crawford,2010,69.0
chintan desai,d,house,2018-11-06 00:00:00,AR,1,rick crawford,2010,28.7
elvis presley,o,house,2018-11-06 00:00:00,AR,1,rick crawford,2010,2.3
french hill,r,house,2018-11-06 00:00:00,AR,2,french hill,2014,52.1
clarke tucker,d,house,2018-11-06 00:00:00,AR,2,french hill,2014,45.8
joe ryne swafford,o,house,2018-11-06 00:00:00,AR,2,french hill,2014,2.0
steve womack,r,house,2018-11-06 00:00:00,AR,3,steve womack,2010,64.9
josh mahony,d,house,2018-11-06 00:00:00,AR,3,steve womack,2010,32.5
michael kalagias,o,house,2018-11-06 00:00:00,AR,3,steve womack,2010,2.6
josh moody,o,house,2018-11-06 00:00:00,AR,3,steve womack,2010,
bruce westerman,r,house,2018-11-06 00:00:00,AR,4,bruce westerman,2014,66.8
hayden shamel,d,house,2018-11-06 00:00:00,AR,4,bruce westerman,2014,31.3
tom canada,o,house,2018-11-06 00:00:00,AR,4,bruce westerman,2014,1.9
jack foster,o,house,2018-11-06 00:00:00,AR,4,bruce westerman,2014,
lee mcqueen,o,house,2018-11-06 00:00:00,AR,4,bruce westerman,2014,
doug lamalfa,r,house,2018-11-06 00:00:00,CA,1,doug lamalfa,2012,
audrey denney,d,house,2018-11-06 00:00:00,CA,1,doug lamalfa,2012,
jared huffman,d,house,2018-11-06 00:00:00,CA,2,jared huffman,2012,
dale mensing,r,house,2018-11-06 00:00:00,CA,2,jared huffman,2012,
john garamendi,d,house,2018-11-06 00:00:00,CA,3,john garamendi,2009,
charlie schaupp,r,house,2018-11-06 00:00:00,CA,3,john garamendi,2009,
tom mcclintock,r,house,2018-11-06 00:00:00,CA,4,tom mcclintock,2008,
jessica morse,d,house,2018-11-06 00:00:00,CA,4,tom mcclintock,2008,
mike thompson,d,house,2018-11-06 00:00:00,CA,5,mike thompson,1998,
doris matsui,d,house,2018-11-06 00:00:00,CA,6,doris matsui,2005,
jrmar jefferson,d,house,2018-11-06 00:00:00,CA,6,doris matsui,2005,
ami bera,d,house,2018-11-06 00:00:00,CA,7,ami bera,2012,
andrew grant,r,house,2018-11-06 00:00:00,CA,7,ami bera,2012,
paul cook,r,house,2018-11-06 00:00:00,CA,8,paul cook,2012,
tim donnelly,r,house,2018-11-06 00:00:00,CA,8,paul cook,2012,
jerry mcnerney,d,house,2018-11-06 00:00:00,CA,9,jerry mcnerney,2006,
marla livengood,r,house,2018-11-06 00:00:00,CA,9,jerry mcnerney,2006,
josh harder,d,house,2018-11-06 00:00:00,CA,10,jeff denham,2010,
jeff denham,r,house,2018-11-06 00:00:00,CA,10,jeff denham,2010,
mark desaulnier,d,house,2018-11-06 00:00:00,CA,11,mark desaulnier,2014,
john fitzgerald,r,house,2018-11-06 00:00:00,CA,11,mark desaulnier,2014,
nancy pelosi,d,house,2018-11-06 00:00:00,CA,12,nancy pelosi,1987,
lisa remmer,r,house,2018-11-06 00:00:00,CA,12,nancy pelosi,1987,
barbara lee,d,house,2018-11-06 00:00:00,CA,13,barbara lee,1998,
laura wells,o,house,2018-11-06 00:00:00,CA,13,barbara lee,1998,
jackie speier,d,house,2018-11-06 00:00:00,CA,14,jackie speier,2008,
cristina osmena,r,house,2018-11-06 00:00:00,CA,14,jackie speier,2008,
eric swalwell,d,house,2018-11-06 00:00:00,CA,15,eric swalwell,2012,
rudy peters,r,house,2018-11-06 00:00:00,CA,15,eric swalwell,2012,
jim costa,d,house,2018-11-06 00:00:00,CA,16,jim costa,2004,
elizabeth heng,r,house,2018-11-06 00:00:00,CA,16,jim costa,2004,
ro khanna,d,house,2018-11-06 00:00:00,CA,17,ro khanna,2016,
ron cohen,r,house,2018-11-06 00:00:00,CA,17,ro khanna,2016,
anna eshoo,d,house,2018-11-06 00:00:00,CA,18,anna eshoo,1992,
christine russell,r,house,2018-11-06 00:00:00,CA,18,anna eshoo,1992,
zoe lofgren,d,house,2018-11-06 00:00:00,CA,19,zoe lofgren,1994,
justin aguilera,r,house,2018-11-06 00:00:00,CA,19,zoe lofgren,1994,
jimmy panetta,d,house,2018-11-06 00:00:00,CA,20,jimmy panetta,2016,
tj cox,d,house,2018-11-06 00:00:00,CA,21,david valadao,2012,
david valadao,r,house,2018-11-06 00:00:00,CA,21,david valadao,2012,
devin nunes,r,house,2018-11-06 00:00:00,CA,22,devin nunes,2002,
andrew janz,d,house,2018-11-06 00:00:00,CA,22,devin nunes,2002,
kevin mccarthy,r,house,2018-11-06 00:00:00,CA,23,kevin mccarthy,2006,
tatiana matta,d,house,2018-11-06 00:00:00,CA,23,kevin mccarthy,2006,
salud carbajal,d,house,2018-11-06 00:00:00,CA,24,salud carbajal,2016,
justin fareed,r,house,2018-11-06 00:00:00,CA,24,salud carbajal,2016,
katie hill,d,house,2018-11-06 00:00:00,CA,25,steve knight,2014,
steve knight,r,house,2018-11-06 00:00:00,CA,25,steve knight,2014,
julia brownley,d,house,2018-11-06 00:00:00,CA,26,julia brownley,2012,
antonio sabato jr,r,house,2018-11-06 00:00:00,CA,26,julia brownley,2012,
judy chu,d,house,2018-11-06 00:00:00,CA,27,judy chu,2009,
bryan witt,d,house,2018-11-06 00:00:00,CA,27,judy chu,2009,
adam schiff,d,house,2018-11-06 00:00:00,CA,28,adam schiff,2000,
johnny nalbandian,r,house,2018-11-06 00:00:00,CA,28,adam schiff,2000,
tony cardenas,d,house,2018-11-06 00:00:00,CA,29,tony cardenas,2012,
benito bernal,r,house,2018-11-06 00:00:00,CA,29,tony cardenas,2012,
brad sherman,d,house,2018-11-06 00:00:00,CA,30,brad sherman,1996,
mark reed,r,house,2018-11-06 00:00:00,CA,30,brad sherman,1996,
pete aguilar,d,house,2018-11-06 00:00:00,CA,31,pete aguilar,2014,
sean flynn,r,house,2018-11-06 00:00:00,CA,31,pete aguilar,2014,
grace napolitano,d,house,2018-11-06 00:00:00,CA,32,grace napolitano,1998,
joshua scott,r,house,2018-11-06 00:00:00,CA,32,grace napolitano,1998,
ted lieu,d,house,2018-11-06 00:00:00,CA,33,ted lieu,2014,
kenneth wright,r,house,2018-11-06 00:00:00,CA,33,ted lieu,2014,
jimmy gomez,d,house,2018-11-06 00:00:00,CA,34,jimmy gomez,2017,
kenneth mejia,o,house,2018-11-06 00:00:00,CA,34,jimmy gomez,2017,
norma torres,d,house,2018-11-06 00:00:00,CA,35,norma torres,2014,
christian valiente,r,house,2018-11-06 00:00:00,CA,35,norma torres,2014,
raul ruiz,d,house,2018-11-06 00:00:00,CA,36,raul ruiz,2012,
kimberlin brown pelzer,r,house,2018-11-06 00:00:00,CA,36,raul ruiz,2012,
karen bass,d,house,2018-11-06 00:00:00,CA,37,karen bass,2010,
ron bassilian,r,house,2018-11-06 00:00:00,CA,37,karen bass,2010,
linda sanchez,d,house,2018-11-06 00:00:00,CA,38,linda sanchez,2002,
ryan downing,r,house,2018-11-06 00:00:00,CA,38,linda sanchez,2002,
gil cisneros,d,house,2018-11-06 00:00:00,CA,39,ed royce,1992,
young kim,r,house,2018-11-06 00:00:00,CA,39,ed royce,1992,
lucille roybalallard,d,house,2018-11-06 00:00:00,CA,40,lucille roybalallard,1992,
rodolfo barragan,o,house,2018-11-06 00:00:00,CA,40,lucille roybalallard,1992,
mark takano,d,house,2018-11-06 00:00:00,CA,41,mark takano,2012,
aja smith,r,house,2018-11-06 00:00:00,CA,41,mark takano,2012,
ken calvert,r,house,2018-11-06 00:00:00,CA,42,ken calvert,1992,
julia peacock,d,house,2018-11-06 00:00:00,CA,42,ken calvert,1992,
maxine waters,d,house,2018-11-06 00:00:00,CA,43,maxine waters,1990,
omar navarro,r,house,2018-11-06 00:00:00,CA,43,maxine waters,1990,
nanette barragan,d,house,2018-11-06 00:00:00,CA,44,nanette barragan,2016,
aja brown,d,house,2018-11-06 00:00:00,CA,44,nanette barragan,2016,
katie porter,d,house,2018-11-06 00:00:00,CA,45,mimi walters,2014,
mimi walters,r,house,2018-11-06 00:00:00,CA,45,mimi walters,2014,
lou correa,d,house,2018-11-06 00:00:00,CA,46,lou correa,2016,
russell lambert,r,house,2018-11-06 00:00:00,CA,46,lou correa,2016,
alan lowenthal,d,house,2018-11-06 00:00:00,CA,47,alan lowenthal,2012,
john briscoe,r,house,2018-11-06 00:00:00,CA,47,alan lowenthal,2012,
harley rouda,d,house,2018-11-06 00:00:00,CA,48,dana rohrabacher,1988,
dana rohrabacher,r,house,2018-11-06 00:00:00,CA,48,dana rohrabacher,1988,
mike levin,d,house,2018-11-06 00:00:00,CA,49,darrell issa,2000,
diane harkey,r,house,2018-11-06 00:00:00,CA,49,darrell issa,2000,
duncan hunter,r,house,2018-11-06 00:00:00,CA,50,duncan hunter,2008,
ammar campanajjar,d,house,2018-11-06 00:00:00,CA,50,duncan hunter,2008,
juan vargas,d,house,2018-11-06 00:00:00,CA,51,juan vargas,2012,
juan hidalgo jr,r,house,2018-11-06 00:00:00,CA,51,juan vargas,2012,
scott peters,d,house,2018-11-06 00:00:00,CA,52,scott peters,2012,
omar qudrat,r,house,2018-11-06 00:00:00,CA,52,scott peters,2012,
susan davis,d,house,2018-11-06 00:00:00,CA,53,susan davis,2000,
morgan murtaugh,r,house,2018-11-06 00:00:00,CA,53,susan davis,2000,
diana degette,d,house,2018-11-06 00:00:00,CO,1,diana degette,1996,
casper stockham,r,house,2018-11-06 00:00:00,CO,1,diana degette,1996,
gary swing,o,house,2018-11-06 00:00:00,CO,1,diana degette,1996,
joe neguse,d,house,2018-11-06 00:00:00,CO,2,jared polis,2008,
peter yu,r,house,2018-11-06 00:00:00,CO,2,jared polis,2008,
scott tipton,r,house,2018-11-06 00:00:00,CO,3,scott tipton,2010,
mary malarsie,o,house,2018-11-06 00:00:00,CO,3,scott tipton,2010,
diane mitsch bush,d,house,2018-11-06 00:00:00,CO,3,scott tipton,2010,
ken buck,r,house,2018-11-06 00:00:00,CO,4,ken buck,2014,
karen mccormick,d,house,2018-11-06 00:00:00,CO,4,ken buck,2014,
doug lamborn,r,house,2018-11-06 00:00:00,CO,5,doug lamborn,2006,
stephany rose spaulding,d,house,2018-11-06 00:00:00,CO,5,doug lamborn,2006,
jason crow,d,house,2018-11-06 00:00:00,CO,6,mike coffman,2008,
mike coffman,r,house,2018-11-06 00:00:00,CO,6,mike coffman,2008,
ed perlmutter,d,house,2018-11-06 00:00:00,CO,7,ed perlmutter,2006,60.4
mark barrington,r,house,2018-11-06 00:00:00,CO,7,ed perlmutter,2006,35.4
john larson,d,house,2018-11-06 00:00:00,CT,1,john larson,1998,63.7
jennifer nye,r,house,2018-11-06 00:00:00,CT,1,john larson,1998,35.2
thomas mccormick,o,house,2018-11-06 00:00:00,CT,1,john larson,1998,1.1
joe courtney,d,house,2018-11-06 00:00:00,CT,2,joe courtney,2006,62.1
danny postemski,r,house,2018-11-06 00:00:00,CT,2,joe courtney,2006,35.5
michelle bicking,o,house,2018-11-06 00:00:00,CT,2,joe courtney,2006,1.2
rosa delauro,d,house,2018-11-06 00:00:00,CT,3,rosa delauro,1990,64.6
angel cadena,r,house,2018-11-06 00:00:00,CT,3,rosa delauro,1990,35.4
jim himes,d,house,2018-11-06 00:00:00,CT,4,jim himes,2008,61.2
harry arora,r,house,2018-11-06 00:00:00,CT,4,jim himes,2008,38.8
jahana hayes,d,house,2018-11-06 00:00:00,CT,5,elizabeth esty,2012,55.9
manny santos,r,house,2018-11-06 00:00:00,CT,5,elizabeth esty,2012,44.1
lisa blunt rochester,d,house,2018-11-06 00:00:00,DE,0,lisa blunt rochester,2016,64.5
scott walker,r,house,2018-11-06 00:00:00,DE,0,lisa blunt rochester,2016,35.5
matt gaetz,r,house,2018-11-06 00:00:00,FL,1,matt gaetz,2016,67.1
jennifer zimmerman,d,house,2018-11-06 00:00:00,FL,1,matt gaetz,2016,32.9
neal dunn,r,house,2018-11-06 00:00:00,FL,2,neal dunn,2016,67.4
bob rackleff,d,house,2018-11-06 00:00:00,FL,2,neal dunn,2016,32.6
ted yoho,r,house,2018-11-06 00:00:00,FL,3,ted yoho,2012,57.6
yvonne hayes hinson,d,house,2018-11-06 00:00:00,FL,3,ted yoho,2012,42.4
john rutherford,r,house,2018-11-06 00:00:00,FL,4,john rutherford,2016,65.2
ges selmont,d,house,2018-11-06 00:00:00,FL,4,john rutherford,2016,32.3
al lawson,d,house,2018-11-06 00:00:00,FL,5,al lawson,2016,66.8
virginia fuller,r,house,2018-11-06 00:00:00,FL,5,al lawson,2016,33.2
michael waltz,r,house,2018-11-06 00:00:00,FL,6,,,56.3
nancy soderberg,d,house,2018-11-06 00:00:00,FL,6,,,43.7
stephanie murphy,d,house,2018-11-06 00:00:00,FL,7,stephanie murphy,2016,58.0
mike miller,r,house,2018-11-06 00:00:00,FL,7,stephanie murphy,2016,42.0
bill posey,r,house,2018-11-06 00:00:00,FL,8,bill posey,2008,60.5
sanjay patel,d,house,2018-11-06 00:00:00,FL,8,bill posey,2008,39.5
darren soto,d,house,2018-11-06 00:00:00,FL,9,darren soto,2016,58.0
wayne liebnitzky,r,house,2018-11-06 00:00:00,FL,9,darren soto,2016,42.0
val demings,d,house,2018-11-06 00:00:00,FL,10,val demings,2016,
daniel webster,r,house,2018-11-06 00:00:00,FL,11,daniel webster,2010,65.2
dana cottrell,d,house,2018-11-06 00:00:00,FL,11,daniel webster,2010,34.8
gus bilirakis,r,house,2018-11-06 00:00:00,FL,12,gus bilirakis,2006,58.1
chris hunter,d,house,2018-11-06 00:00:00,FL,12,gus bilirakis,2006,37.2
charlie crist,d,house,2018-11-06 00:00:00,FL,13,charlie crist,2016,57.6
george buck,r,house,2018-11-06 00:00:00,FL,13,charlie crist,2016,42.4
kathy castor,d,house,2018-11-06 00:00:00,FL,14,kathy castor,2006,
ross spano,r,house,2018-11-06 00:00:00,FL,15,dennis ross,2010,53.0
kristen carlson,d,house,2018-11-06 00:00:00,FL,15,dennis ross,2010,47.0
vern buchanan,r,house,2018-11-06 00:00:00,FL,16,vern buchanan,2006,54.6
david shapiro,d,house,2018-11-06 00:00:00,FL,16,vern buchanan,2006,45.4
greg steube,r,house,2018-11-06 00:00:00,FL,17,tom rooney,2008,62.3
allen ellison,d,house,2018-11-06 00:00:00,FL,17,tom rooney,2008,37.7
brian mast,r,house,2018-11-06 00:00:00,FL,18,brian mast,2016,54.3
lauren baer,d,house,2018-11-06 00:00:00,FL,18,brian mast,2016,45.7
francis rooney,r,house,2018-11-06 00:00:00,FL,19,francis rooney,2016,62.3
david holden,d,house,2018-11-06 00:00:00,FL,19,francis rooney,2016,37.7
alcee hastings,d,house,2018-11-06 00:00:00,FL,20,alcee hastings,1992,
lois frankel,d,house,2018-11-06 00:00:00,FL,21,lois frankel,2012,
ted deutch,d,house,2018-11-06 00:00:00,FL,22,ted deutch,2010,62.0
nicolas kimaz,r,house,2018-11-06 00:00:00,FL,22,ted deutch,2010,38.0
debbie wasserman schultz,d,house,2018-11-06 00:00:00,FL,23,debbie wasserman schultz,2004,58.5
joseph kaufman,r,house,2018-11-06 00:00:00,FL,23,debbie wasserman schultz,2004,36.0
frederica wilson,d,house,2018-11-06 00:00:00,FL,24,frederica wilson,2010,
mario diazbalart,r,house,2018-11-06 00:00:00,FL,25,mario diazbalart,2002,60.5
mary barzee flores,d,house,2018-11-06 00:00:00,FL,25,mario diazbalart,2002,39.5
debbie mucarselpowell,d,house,2018-11-06 00:00:00,FL,26,carlos curbelo,2014,50.9
carlos curbelo,r,house,2018-11-06 00:00:00,FL,26,carlos curbelo,2014,49.1
donna shalala,d,house,2018-11-06 00:00:00,FL,27,ileana roslehtinen,1989,51.8
maria elvira salazar,r,house,2018-11-06 00:00:00,FL,27,ileana roslehtinen,1989,45.8
buddy carter,r,house,2018-11-06 00:00:00,GA,1,buddy carter,2014,57.7
lisa ring,d,house,2018-11-06 00:00:00,GA,1,buddy carter,2014,42.3
sanford bishop,d,house,2018-11-06 00:00:00,GA,2,sanford bishop,1992,59.6
herman west,r,house,2018-11-06 00:00:00,GA,2,sanford bishop,1992,40.4
drew ferguson,r,house,2018-11-06 00:00:00,GA,3,drew ferguson,2016,65.5
chuck enderlin,d,house,2018-11-06 00:00:00,GA,3,drew ferguson,2016,34.5
hank johnson,d,house,2018-11-06 00:00:00,GA,4,hank johnson,2006,78.8
joe profit,r,house,2018-11-06 00:00:00,GA,4,hank johnson,2006,21.2
john lewis,d,house,2018-11-06 00:00:00,GA,5,john lewis,1986,
david mccaigue,o,house,2018-11-06 00:00:00,GA,5,john lewis,1986,
lucy mcbath,d,house,2018-11-06 00:00:00,GA,6,karen handel,2017,50.5
karen handel,r,house,2018-11-06 00:00:00,GA,6,karen handel,2017,49.5
rob woodall,r,house,2018-11-06 00:00:00,GA,7,rob woodall,2010,50.07
carolyn bourdeaux,d,house,2018-11-06 00:00:00,GA,7,rob woodall,2010,49.93
austin scott,r,house,2018-11-06 00:00:00,GA,8,austin scott,2010,
doug collins,r,house,2018-11-06 00:00:00,GA,9,doug collins,2012,79.5
josh mccall,d,house,2018-11-06 00:00:00,GA,9,doug collins,2012,20.5
robin gilmer,o,house,2018-11-06 00:00:00,GA,9,doug collins,2012,
jody hice,r,house,2018-11-06 00:00:00,GA,10,jody hice,2014,62.9
tabitha johnsongreen,d,house,2018-11-06 00:00:00,GA,10,jody hice,2014,37.1
barry loudermilk,r,house,2018-11-06 00:00:00,GA,11,barry loudermilk,2014,61.8
flynn broady,d,house,2018-11-06 00:00:00,GA,11,barry loudermilk,2014,38.2
rick allen,r,house,2018-11-06 00:00:00,GA,12,rick allen,2014,59.5
francys johnson,d,house,2018-11-06 00:00:00,GA,12,rick allen,2014,40.5
david scott,d,house,2018-11-06 00:00:00,GA,13,david scott,2002,76.2
david callahan,r,house,2018-11-06 00:00:00,GA,13,david scott,2002,23.8
martin cowen,o,house,2018-11-06 00:00:00,GA,13,david scott,2002,
tom graves,r,house,2018-11-06 00:00:00,GA,14,tom graves,2010,76.5
steve foster,d,house,2018-11-06 00:00:00,GA,14,tom graves,2010,23.5
ed case,d,house,2018-11-06 00:00:00,HI,1,colleen hanabusa,2016,73.1
campbell cavasso,r,house,2018-11-06 00:00:00,HI,1,colleen hanabusa,2016,23.1
michelle tippens,o,house,2018-11-06 00:00:00,HI,1,colleen hanabusa,2016,1.9
zachary burd,o,house,2018-11-06 00:00:00,HI,1,colleen hanabusa,2016,1.2
calvin griffin,o,house,2018-11-06 00:00:00,HI,1,colleen hanabusa,2016,0.7
tulsi gabbard,d,house,2018-11-06 00:00:00,HI,2,tulsi gabbard,2012,77.4
brian evans,r,house,2018-11-06 00:00:00,HI,2,tulsi gabbard,2012,22.6
russ fulcher,r,house,2018-11-06 00:00:00,ID,1,raul labrador,2010,63.3
cristina mcneil,d,house,2018-11-06 00:00:00,ID,1,raul labrador,2010,30.3
natalie fleming,o,house,2018-11-06 00:00:00,ID,1,raul labrador,2010,2.0
scott howard,o,house,2018-11-06 00:00:00,ID,1,raul labrador,2010,1.7
paul farmer,o,house,2018-11-06 00:00:00,ID,1,raul labrador,2010,1.4
prolife,o,house,2018-11-06 00:00:00,ID,1,raul labrador,2010,1.0
gordon counsil,o,house,2018-11-06 00:00:00,ID,1,raul labrador,2010,0.3
mike simpson,r,house,2018-11-06 00:00:00,ID,2,mike simpson,1998,60.7
aaron swisher,d,house,2018-11-06 00:00:00,ID,2,mike simpson,1998,39.3
bobby rush,d,house,2018-11-06 00:00:00,IL,1,bobby rush,1992,
jimmy tillman,r,house,2018-11-06 00:00:00,IL,1,bobby rush,1992,
robin kelly,d,house,2018-11-06 00:00:00,IL,2,robin kelly,2013,81.0
david merkle,r,house,2018-11-06 00:00:00,IL,2,robin kelly,2013,19.0
dan lipinski,d,house,2018-11-06 00:00:00,IL,3,dan lipinski,2004,73.7
arthur jones,r,house,2018-11-06 00:00:00,IL,3,dan lipinski,2004,26.3
garcia,d,house,2018-11-06 00:00:00,IL,4,luis gutierrez,1992,86.5
mark lorch,r,house,2018-11-06 00:00:00,IL,4,luis gutierrez,1992,13.5
mike quigley,d,house,2018-11-06 00:00:00,IL,5,mike quigley,2008,
tom hanson,r,house,2018-11-06 00:00:00,IL,5,mike quigley,2008,
sean casten,d,house,2018-11-06 00:00:00,IL,6,peter roskam,2006,
peter roskam,r,house,2018-11-06 00:00:00,IL,6,peter roskam,2006,
danny davis,d,house,2018-11-06 00:00:00,IL,7,danny davis,1996,87.6
craig cameron,r,house,2018-11-06 00:00:00,IL,7,danny davis,1996,12.4
raja krishnamoorthi,d,house,2018-11-06 00:00:00,IL,8,raja krishnamoorthi,2016,65.7
jd diganvker,r,house,2018-11-06 00:00:00,IL,8,raja krishnamoorthi,2016,34.3
jan schakowsky,d,house,2018-11-06 00:00:00,IL,9,jan schakowsky,1998,73.3
john elleson,r,house,2018-11-06 00:00:00,IL,9,jan schakowsky,1998,26.7
brad schneider,d,house,2018-11-06 00:00:00,IL,10,brad schneider,2016,65.4
douglas bennett,r,house,2018-11-06 00:00:00,IL,10,brad schneider,2016,34.6
bill foster,d,house,2018-11-06 00:00:00,IL,11,bill foster,2012,63.6
nick stella,r,house,2018-11-06 00:00:00,IL,11,bill foster,2012,36.4
mike bost,r,house,2018-11-06 00:00:00,IL,12,mike bost,2014,51.7
brendan kelly,d,house,2018-11-06 00:00:00,IL,12,mike bost,2014,45.3
randall auxier,o,house,2018-11-06 00:00:00,IL,12,mike bost,2014,3.0
rodney davis,r,house,2018-11-06 00:00:00,IL,13,rodney davis,2012,52.2
betsy dirksen londrigan,d,house,2018-11-06 00:00:00,IL,13,rodney davis,2012,47.8
lauren underwood,d,house,2018-11-06 00:00:00,IL,14,randy hultgren,2010,51.9
randy hultgren,r,house,2018-11-06 00:00:00,IL,14,randy hultgren,2010,48.1
john shimkus,r,house,2018-11-06 00:00:00,IL,15,john shimkus,1996,71.7
kevin gaither,d,house,2018-11-06 00:00:00,IL,15,john shimkus,1996,28.3
adam kinzinger,r,house,2018-11-06 00:00:00,IL,16,adam kinzinger,2010,59.5
sara dady,d,house,2018-11-06 00:00:00,IL,16,adam kinzinger,2010,40.4
cheri bustos,d,house,2018-11-06 00:00:00,IL,17,cheri bustos,2012,61.9
bill fawell,r,house,2018-11-06 00:00:00,IL,17,cheri bustos,2012,38.1
darin lahood,r,house,2018-11-06 00:00:00,IL,18,darin lahood,2015,67.2
junius rodriguez,d,house,2018-11-06 00:00:00,IL,18,darin lahood,2015,32.8
pete visclosky,d,house,2018-11-06 00:00:00,IN,1,pete visclosky,1984,65.1
mark leyva,r,house,2018-11-06 00:00:00,IN,1,pete visclosky,1984,34.9
jackie walorski,r,house,2018-11-06 00:00:00,IN,2,jackie walorski,2012,
mel hall,d,house,2018-11-06 00:00:00,IN,2,jackie walorski,2012,
jim banks,r,house,2018-11-06 00:00:00,IN,3,jim banks,2016,64.7
courtney tritch,d,house,2018-11-06 00:00:00,IN,3,jim banks,2016,35.3
