name,party,race_type,date,state,district,incumbent,incumbent_first_elected,pct
jack trammell,d,house,2014-11-04 00:00:00,OH,11,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OH,12,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OH,12,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OH,13,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OH,13,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OH,14,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OH,14,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OH,15,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OH,15,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OH,16,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OH,16,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OK,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OK,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OK,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OK,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OK,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OK,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OK,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OK,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OK,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OK,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OR,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OR,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OR,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OR,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OR,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OR,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OR,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OR,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,OR,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,OR,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,6,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,6,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,7,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,7,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,8,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,8,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,9,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,9,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,10,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,10,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,11,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,11,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,12,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,12,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,13,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,13,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,14,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,14,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,15,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,15,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,16,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,16,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,17,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,17,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,PA,18,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,PA,18,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,RI,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,RI,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,RI,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,RI,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SC,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SC,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SC,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SC,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SC,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SC,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SC,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SC,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SC,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SC,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SC,6,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SC,6,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SC,7,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SC,7,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,SD,0,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,SD,0,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,6,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,6,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,7,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,7,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,8,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,8,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TN,9,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TN,9,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,6,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,6,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,7,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,7,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,8,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,8,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,9,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,9,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,10,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,10,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,11,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,11,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,12,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,12,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,13,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,13,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,14,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,14,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,15,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,15,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,16,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,16,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,17,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,17,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,18,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,18,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,19,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,19,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,20,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,20,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,21,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,21,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,22,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,22,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,23,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,23,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,24,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,24,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,25,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,25,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,26,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,26,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,27,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,27,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,28,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,28,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,29,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,29,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,30,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,30,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,31,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,31,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,32,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,32,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,33,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,33,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,34,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,34,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,35,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,35,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,TX,36,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,TX,36,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,UT,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,UT,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,UT,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,UT,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,UT,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,UT,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,UT,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,UT,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VT,0,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VT,0,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,6,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,6,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,7,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,7,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,8,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,8,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,9,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,9,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,10,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,10,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,VA,11,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,VA,11,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,6,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,6,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,7,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,7,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,8,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,8,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,9,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,9,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WA,10,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WA,10,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WV,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WV,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WV,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WV,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WV,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WV,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,1,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,1,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,2,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,2,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,3,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,3,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,4,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,4,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,5,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,5,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,6,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,6,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,7,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,7,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WI,8,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WI,8,eric cantor,2000,38.0
dave brat,r,house,2014-11-04 00:00:00,WY,0,eric cantor,2000,62.0
jack trammell,d,house,2014-11-04 00:00:00,WY,0,eric cantor,2000,38.0
suzanne bonamici,d,house,2012-01-31 00:00:00,OR,1,david wu,1998,53.8
rob cornilles,r,house,2012-01-31 00:00:00,OR,1,david wu,1998,39.6
ron barber,d,house,2012-06-12 00:00:00,AZ,8,gabrielle giffords,2006,52.3
jesse kelly,r,house,2012-06-12 00:00:00,AZ,8,gabrielle giffords,2006,45.4
charlie manolakis,o,house,2012-06-12 00:00:00,AZ,8,gabrielle giffords,2006,2.3
suzanne bonamici,d,house,2012-11-06 00:00:00,OR,1,david wu,1998,53.8
rob cornilles,r,house,2012-11-06 00:00:00,OR,1,david wu,1998,39.6
ron barber,d,house,2012-11-06 00:00:00,AZ,8,gabrielle giffords,2006,52.3
jesse kelly,r,house,2012-11-06 00:00:00,AZ,8,gabrielle giffords,2006,45.4
charlie manolakis,o,house,2012-11-06 00:00:00,AZ,8,gabrielle giffords,2006,2.3
martha roby,r,house,2012-11-06 00:00:00,AL,2,martha roby,2010,63.7
therese ford,d,house,2012-11-06 00:00:00,AL,2,martha roby,2010,36.3
mike rogers,r,house,2012-11-06 00:00:00,AL,3,mike rogers,2002,64.1
john andrew harris,d,house,2012-11-06 00:00:00,AL,3,mike rogers,2002,35.9
robert aderholt,r,house,2012-11-06 00:00:00,AL,4,robert aderholt,1996,74.0
daniel boman,d,house,2012-11-06 00:00:00,AL,4,robert aderholt,1996,26.0
mo brooks,r,house,2012-11-06 00:00:00,AL,5,mo brooks,2010,65.0
charlie holley,d,house,2012-11-06 00:00:00,AL,5,mo brooks,2010,35.0
spencer bachus,r,house,2012-11-06 00:00:00,AL,6,spencer bachus,1992,71.4
penny bailey,d,house,2012-11-06 00:00:00,AL,6,spencer bachus,1992,28.6
terri sewell,d,house,2012-11-06 00:00:00,AL,7,terri sewell,2010,75.8
don chamberlain,r,house,2012-11-06 00:00:00,AL,7,terri sewell,2010,24.2
ron barber,d,house,2012-11-06 00:00:00,AZ,2,ron barber,2012,50.42
martha mcsally,r,house,2012-11-06 00:00:00,AZ,2,ron barber,2012,49.58
anthony powell,o,house,2012-11-06 00:00:00,AZ,2,ron barber,2012,0.02
raul grijalva,d,house,2012-11-06 00:00:00,AZ,3,raul grijalva,2002,57.8
gabriela saucedo mercer,r,house,2012-11-06 00:00:00,AZ,3,raul grijalva,2002,37.7
blanca guerra,o,house,2012-11-06 00:00:00,AZ,3,raul grijalva,2002,4.4
paul gosar,r,house,2012-11-06 00:00:00,AZ,4,paul gosar,2010,67.0
johnnie robinson,d,house,2012-11-06 00:00:00,AZ,4,paul gosar,2010,28.3
joe pamelia,o,house,2012-11-06 00:00:00,AZ,4,paul gosar,2010,3.7
matt salmon,r,house,2012-11-06 00:00:00,AZ,5,jeff flake,2000,67.2
spencer morgan,d,house,2012-11-06 00:00:00,AZ,5,jeff flake,2000,32.7
david schweikert,r,house,2012-11-06 00:00:00,AZ,6,ben quayle,2010,61.7
matt jette,d,house,2012-11-06 00:00:00,AZ,6,ben quayle,2010,33.1
jack anderson,o,house,2012-11-06 00:00:00,AZ,6,ben quayle,2010,3.3
m salazar,o,house,2012-11-06 00:00:00,AZ,6,ben quayle,2010,1.8
ed pastor,d,house,2012-11-06 00:00:00,AZ,7,ed pastor,1991,80.3
trent franks,r,house,2012-11-06 00:00:00,AZ,8,trent franks,2002,63.6
gene scharer,d,house,2012-11-06 00:00:00,AZ,8,trent franks,2002,34.8
kyrsten sinema,d,house,2012-11-06 00:00:00,,,,,48.5
vernon parker,r,house,2012-11-06 00:00:00,,,,,44.8
powell gammill,o,house,2012-11-06 00:00:00,,,,,6.6
timothy griffin,r,house,2012-11-06 00:00:00,AR,2,timothy griffin,2010,55.2
herb rule,d,house,2012-11-06 00:00:00,AR,2,timothy griffin,2010,39.5
barbara ward,o,house,2012-11-06 00:00:00,AR,2,timothy griffin,2010,3.0
chris hayes,o,house,2012-11-06 00:00:00,AR,2,timothy griffin,2010,2.3
steve womack,r,house,2012-11-06 00:00:00,AR,3,steve womack,2010,75.8
rebekah kennedy,o,house,2012-11-06 00:00:00,AR,3,steve womack,2010,16.1
david pangrac,o,house,2012-11-06 00:00:00,AR,3,steve womack,2010,8.1
tom cotton,r,house,2012-11-06 00:00:00,AR,4,mike ross,2000,59.5
gene jeffress,d,house,2012-11-06 00:00:00,AR,4,mike ross,2000,36.7
josh drake,o,house,2012-11-06 00:00:00,AR,4,mike ross,2000,1.9
bobby tullis,o,house,2012-11-06 00:00:00,AR,4,mike ross,2000,1.9
jared huffman,d,house,2012-11-06 00:00:00,CA,2,lynn woolsey,1992,70.1
daniel roberts,r,house,2012-11-06 00:00:00,CA,2,lynn woolsey,1992,29.9
john garamendi,d,house,2012-11-06 00:00:00,CA,3,john garamendi,2009,53.7
kim vann,r,house,2012-11-06 00:00:00,CA,3,john garamendi,2009,46.3
tom mcclintock,r,house,2012-11-06 00:00:00,CA,4,tom mcclintock,2008,61.1
jack uppal,d,house,2012-11-06 00:00:00,CA,4,tom mcclintock,2008,38.9
mike thompson,d,house,2012-11-06 00:00:00,CA,5,mike thompson,1998,74.1
randy loftin,r,house,2012-11-06 00:00:00,CA,5,mike thompson,1998,25.9
doris matsui,d,house,2012-11-06 00:00:00,CA,6,doris matsui,2005,74.4
joseph mccray sr,r,house,2012-11-06 00:00:00,CA,6,doris matsui,2005,25.6
ami bera,d,house,2012-11-06 00:00:00,CA,7,dan lungren,2004,51.1
dan lungren,r,house,2012-11-06 00:00:00,CA,7,dan lungren,2004,48.9
paul cook,r,house,2012-11-06 00:00:00,CA,8,jerry lewis,1978,57.6
gregg imus,r,house,2012-11-06 00:00:00,CA,8,jerry lewis,1978,42.4
jerry mcnerney,d,house,2012-11-06 00:00:00,CA,9,jerry mcnerney,2006,55.5
ricky gill,r,house,2012-11-06 00:00:00,CA,9,jerry mcnerney,2006,44.5
jeff denham,r,house,2012-11-06 00:00:00,CA,10,jeff denham,2010,53.8
jose m hernandez,d,house,2012-11-06 00:00:00,CA,10,jeff denham,2010,46.2
george miller,d,house,2012-11-06 00:00:00,CA,11,george miller,1974,69.1
virginia fuller,r,house,2012-11-06 00:00:00,CA,11,george miller,1974,30.9
nancy pelosi,d,house,2012-11-06 00:00:00,CA,12,nancy pelosi,1987,84.8
john dennis,r,house,2012-11-06 00:00:00,CA,12,nancy pelosi,1987,15.2
barbara lee,d,house,2012-11-06 00:00:00,CA,13,barbara lee,1998,86.3
jackie speier,d,house,2012-11-06 00:00:00,CA,14,jackie speier,2008,73.7
deborah bacigalupi,r,house,2012-11-06 00:00:00,CA,14,jackie speier,2008,26.3
eric swalwell,d,house,2012-11-06 00:00:00,CA,15,pete stark,1972,53.0
pete stark,d,house,2012-11-06 00:00:00,CA,15,pete stark,1972,47.0
jim costa,d,house,2012-11-06 00:00:00,CA,16,dennis cardoza,2002,57.4
brian whelan,r,house,2012-11-06 00:00:00,CA,16,dennis cardoza,2002,42.6
mike honda,d,house,2012-11-06 00:00:00,CA,17,mike honda,2000,73.3
evelyn li,r,house,2012-11-06 00:00:00,CA,17,mike honda,2000,26.7
anna eshoo,d,house,2012-11-06 00:00:00,CA,18,anna eshoo,1992,70.0
dave chapman,r,house,2012-11-06 00:00:00,CA,18,anna eshoo,1992,30.0
zoe lofgren,d,house,2012-11-06 00:00:00,CA,19,zoe lofgren,1994,72.7
robert murray,r,house,2012-11-06 00:00:00,CA,19,zoe lofgren,1994,27.3
